,area
f1259,2
f1260,0
f1261,2
f1262,2
f1263,2
f1264,2
f1265,2
f1266,2
f1267,1
f1268,0
f1269,0
f1270,1
f1271,2
f1272,2
f1273,1
f1274,1
f1275,1
f1276,2
f1277,1
f1278,1
f1279,0
f1280,1
f1281,0
f1282,2
f1283,0
f1284,0
f1285,1
f1286,2
f1287,2
f1288,0
f1289,1
f1290,1
f1291,0
f1292,0
f1293,1
f1294,0
f1295,1
f1296,0
f1297,2
f1298,1
f1299,2
f1300,0
f1301,2
f1302,0
f1303,2
f1304,1
f1305,2
f1306,2
f1307,2
f1308,1
f1309,0
f1310,0
f1311,2
f1312,0
f1313,2
f1314,0
f1315,2
f1316,0
f1317,0
f1318,1
f1319,1
f1320,1
f1321,2
f1322,0
f1323,1
f1324,1
f1325,0
f1326,0
f1327,0
f1328,0
f1329,2
f1330,0
f1331,2
f1332,2
f1333,1
f1334,2
f1335,1
f1336,0
f1337,1
f1338,0
f1339,2
f1340,1
f1341,0
f1342,1
f1343,2
f1344,2
f1345,0
f1346,2
f1347,0
f1348,0
f1349,0
f1350,1
f1351,0
f1352,1
f1353,2
f1354,1
f1355,2
f1356,0
f1357,1
f1358,0
f1359,0
f1360,2
f1361,0
f1362,1
f1363,0
f1364,2
f1365,1
f1366,1
f1367,0
f1368,2
f1369,0
f1370,0
f1371,1
f1372,2
f1373,0
f1374,1
f1375,1
f1376,2
f1377,2
f1378,0
f1379,1
f1380,2
f1381,0
f1382,2
f1383,2
f1384,0
f1385,0
f1386,1
f1387,2
f1388,0
f1389,0
f1390,0
f1391,2
f1392,1
f1393,1
f1394,2
f1395,0
f1396,1
f1397,0
f1398,2
f1399,2
f1400,0
f1401,0
f1402,0
f1403,1
f1404,0
f1405,0
f1406,2
f1407,2
f1408,1
f1409,0
f1410,2
f1411,2
f1412,2
f1413,2
f1414,2
f1415,1
f1416,0
f1417,2
f1418,2
f1419,1
f1420,2
f1421,1
f1422,2
f1423,1
f1424,0
f1425,2
f1426,0
f1427,2
f1428,2
f1429,0
f1430,2
f1431,0
f1432,1
f1433,0
f1434,2
f1435,2
f1436,0
f1437,0
f1438,1
f1439,2
f1440,0
f1441,1
f1442,0
f1443,2
f1444,1
f1445,0
f1446,0
f1447,0
f1448,0
f1449,0
f1450,0
f1451,1
f1452,2
f1453,0
f1454,0
f1455,2
f1456,0
f1457,1
f1458,2
f1459,0
f1460,2
f1461,2
f1462,0
f1463,2
f1464,0
f1465,0
f1466,1
f1467,1
f1468,0
f1469,1
f1470,1
f1471,0
f1472,2
f1473,0
f1474,2
f1475,1
f1476,1
f1477,0
f1478,1
f1479,2
f1480,2
f1481,2
f1482,0
f1483,0
f1484,1
f1485,2
f1486,1
f1487,2
f1488,0
f1489,0
f1490,1
f1491,1
f1492,0
f1493,0
f1494,0
f1495,2
f1496,2
f1497,2
f1498,1
f1499,0
f1500,0
f1501,1
f1502,2
f1503,1
f1504,0
f1505,0
f1506,2
f1507,0
f1508,2
f1509,2
f1510,0
f1511,0
f1512,1
f1513,2
f1514,0
f1515,1
f1516,1
f1517,1
f1518,2
f1519,2
f1520,1
f1521,2
f1522,2
f1523,0
f1524,1
f1525,1
f1526,2
f1527,1
f1528,0
f1529,2
f1530,1
f1531,2
f1532,1
f1533,2
f1534,1
f1535,0
f1536,2
f1537,0
f1538,0
f1539,1
f1540,0
f1541,1
f1542,0
f1543,0
f1544,0
f1545,2
f1546,2
f1547,1
f1548,1
f1549,1
f1550,0
f1551,2
f1552,0
f1553,2
f1554,0
f1555,0
f1556,0
f1557,1
f1558,1
f1559,2
f1560,0
f1561,1
f1562,2
f1563,2
f1564,2
f1565,2
f1566,2
f1567,1
f1568,1
f1569,0
f1570,2
f1571,0
f1572,0
f1573,1
f1574,0
f1575,2
f1576,0
f1577,1
f1578,2
f1579,1
f1580,0
f1581,0
f1582,0
f1583,2
f1584,1
f1585,0
f1586,2
f1587,0
f1588,2
f1589,0
f1590,0
f1591,0
f1592,0
f1593,1
f1594,1
f1595,1
f1596,2
f1597,2
f1598,2
f1599,0
f1600,0
f1601,2
f1602,1
f1603,2
f1604,1
f1605,2
f1606,0
f1607,2
f1608,0
f1609,2
f1610,1
f1611,1
f1612,2
f1613,2
f1614,1
f1615,2
f1616,2
f1617,0
f1618,2
f1619,2
f1620,1
f1621,2
f1622,0
f1623,0
f1624,2
f1625,2
f1626,1
f1627,0
f1628,0
f1629,0
f1630,0
f1631,0
f1632,0
f1633,2
f1634,0
f1635,0
f1636,2
f1637,1
f1638,2
f1639,0
f1640,2
f1641,0
f1642,0
f1643,0
f1644,0
f1645,1
f1646,0
f1647,0
f1648,0
f1649,1
f1650,0
f1651,0
f1652,0
f1653,2
f1654,1
f1655,1
f1656,2
f1657,1
f1658,0
f1659,2
f1660,2
f1661,2
f1662,0
f1663,1
f1664,1
f1665,1
f1666,1
f1667,2
f1668,1
f1669,1
f1670,2
f1671,2
f1672,1
f1673,0
f1674,0
f1675,2
f1676,0
f1677,2
f1678,0
f1679,0
f1680,0
f1681,2
f1682,1
f1683,2
f1684,0
f1685,1
f1686,2
f1687,2
f1688,1
f1689,1
f1690,2
f1691,1
f1692,1
f1693,0
f1694,2
f1695,0
f1696,1
f1697,2
f1698,2
f1699,2
f1700,0
f1701,0
f1702,1
f1703,1
f1704,0
f1705,0
f1706,1
f1707,0
f1708,2
f1709,1
f1710,2
f1711,1
f1712,1
f1713,0
f1714,2
f1715,0
f1716,0
f1717,1
f1718,2
f1719,0
f1720,2
f1721,2
f1722,2
f1723,1
f1724,2
f1725,1
f1726,1
f1727,0
f1728,2
f1729,0
f1730,0
f1731,1
f1732,0
f1733,2
f1734,1
f1735,0
f1736,1
f1737,2
f1738,2
f1739,0
f1740,1
f1741,1
f1742,2
f1743,0
f1744,1
f1745,0
f1746,1
f1747,1
f1748,2
f1749,1
f1750,1
f1751,1
f1752,0
f1753,0
f1754,0
f1755,0
f1756,2
f1757,2
f1758,0
f1759,2
f1760,0
f1761,0
f1762,1
f1763,0
f1764,0
f1765,0
f1766,1
f1767,2
f1768,0
f1769,0
f1770,1
f1771,0
f1772,2
f1773,1
f1774,2
f1775,0
f1776,1
f1777,1
f1778,1
f1779,0
f1780,1
f1781,2
f1782,0
f1783,2
f1784,1
f1785,2
f1786,0
f1787,1
f1788,0
f1789,2
f1790,0
f1791,1
f1792,2
f1793,0
f1794,2
f1795,0
f1796,1
f1797,2
f1798,1
f1799,0
f1800,0
f1801,0
f1802,0
f1803,2
f1804,1
f1805,0
f1806,2
f1807,0
f1808,1
f1809,0
f1810,2
f1811,0
f1812,2
f1813,1
f1814,2
f1815,0
f1816,2
f1817,0
f1818,1
f1819,2
f1820,1
f1821,1
f1822,0
f1823,0
f1824,2
f1825,1
f1826,1
f1827,0
f1828,1
f1829,0
f1830,1
f1831,0
f1832,0
f1833,2
f1834,1
f1835,0
f1836,2
f1837,1
f1838,1
f1839,2
f1840,2
f1841,2
f1842,2
f1843,0
f1844,0
f1845,0
f1846,1
f1847,0
f1848,0
f1849,1
f1850,0
f1851,2
f1852,2
f1853,0
f1854,0
f1855,0
f1856,2
f1857,0
f1858,0
f1859,2
f1860,0
f1861,0
f1862,0
f1863,0
f1864,2
f1865,2
f1866,1
f1867,2
f1868,1
f1869,2
f1870,0
f1871,1
f1872,1
f1873,0
f1874,1
f1875,1
f1876,2
f1877,1
f1878,1
f1879,1
f1880,1
f1881,1
f1882,1
f1883,0
f1884,2
f1885,0
f1886,1
f1887,0
f1888,0
f1889,0
f1890,2
f1891,0
f1892,1
f1893,1
f1894,0
f1895,2
f1896,0
f1897,1
f1898,0
f1899,2
f1900,0
f1901,2
f1902,2
f1903,2
f1904,1
f1905,0
f1906,0
f1907,0
f1908,2
f1909,2
f1910,1
f1911,0
f1912,2
f1913,1
f1914,1
f1915,0
f1916,2
f1917,2
f1918,2
f1919,0
f1920,2
f1921,0
f1922,2
f1923,1
f1924,0
f1925,2
f1926,0
f1927,1
f1928,2
f1929,0
f1930,0
f1931,2
f1932,0
f1933,1
f1934,2
f1935,0
f1936,1
f1937,0
f1938,0
f1939,2
f1940,2
f1941,2
f1942,2
f1943,0
f1944,1
f1945,1
f1946,1
f1947,2
f1948,0
f1949,1
f1950,2
f1951,0
f1952,2
f1953,0
f1954,1
f1955,0
f1956,2
f1957,2
f1958,2
f1959,1
f1960,1
f1961,0
f1962,1
f1963,1
f1964,2
f1965,0
f1966,1
f1967,0
f1968,0
f1969,2
f1970,2
f1971,2
f1972,0
f1973,0
f1974,0
f1975,0
f1976,0
f1977,0
f1978,0
f1979,2
f1980,2
f1981,1
f1982,0
f1983,0
f1984,1
f1985,1
f1986,1
f1987,1
f1988,2
f1989,1
f1990,2
f1991,0
f1992,0
f1993,1
f1994,2
f1995,1
f1996,1
f1997,1
f1998,0
f1999,2
f2000,2
f2001,1
f2002,2
f2003,2
f2004,1
f2005,2
f2006,2
f2007,2
f2008,1
f2009,0
f2010,1
f2011,2
f2012,1
f2013,0
f2014,2
f2015,2
f2016,0
f2017,0
f2018,2
f2019,2
f2020,2
f2021,2
f2022,2
f2023,2
f2024,0
f2025,1
f2026,2
f2027,1
f2028,2
f2029,2
f2030,1
f2031,0
f2032,0
f2033,0
f2034,0
f2035,2
f2036,2
f2037,1
f2038,1
f2039,1
f2040,2
f2041,0
f2042,1
f2043,2
f2044,2
f2045,0
f2046,2
f2047,2
f2048,2
f2049,1
f2050,0
f2051,1
f2052,0
f2053,1
f2054,0
f2055,1
f2056,0
f2057,1
f2058,2
f2059,2
f2060,1
f2061,2
f2062,0
f2063,2
f2064,2
f2065,0
f2066,2
f2067,1
f2068,2
f2069,1
f2070,1
f2071,2
f2072,0
f2073,1
f2074,0
f2075,0
f2076,2
f2077,0
f2078,2
f2079,0
f2080,2
f2081,2
f2082,2
f2083,1
f2084,2
f2085,0
f2086,2
f2087,1
f2088,2
f2089,0
f2090,1
f2091,2
f2092,0
f2093,2
f2094,2
f2095,1
f2096,2
f2097,2
f2098,0
f2099,1
f2100,2
f2101,0
f2102,0
f2103,2
f2104,0
f2105,0
f2106,0
f2107,1
f2108,0
f2109,2
f2110,2
f2111,2
f2112,1
f2113,2
f2114,0
f2115,1
f2116,2
f2117,2
f2118,0
f2119,2
f2120,0
f2121,1
f2122,0
f2123,0
f2124,1
f2125,0
f2126,1
f2127,0
f2128,1
f2129,1
f2130,0
f2131,2
f2132,1
f2133,2
f2134,1
f2135,1
f2136,0
f2137,1
f2138,0
f2139,1
f2140,1
f2141,2
f2142,0
f2143,0
f2144,0
f2145,1
f2146,0
f2147,1
f2148,2
f2149,0
f2150,0
f2151,2
f2152,1
f2153,2
f2154,2
f2155,2
f2156,0
f2157,1
f2158,2
f2159,1
f2160,0
f2161,2
f2162,0
f2163,0
f2164,0
f2165,0
f2166,0
f2167,0
f2168,0
f2169,0
f2170,2
f2171,1
f2172,0
f2173,2
f2174,2
f2175,0
f2176,0
f2177,1
f2178,2
f2179,0
f2180,0
f2181,2
f2182,1
f2183,1
f2184,1
f2185,2
f2186,0
f2187,0
f2188,0
f2189,2
f2190,2
f2191,1
f2192,1
f2193,1
f2194,0
f2195,1
f2196,1
f2197,2
f2198,0
f2199,0
f2200,2
f2201,2
f2202,2
f2203,1
f2204,2
f2205,1
f2206,0
f2207,2
f2208,2
f2209,1
f2210,1
f2211,1
f2212,1
f2213,2
f2214,0
f2215,1
f2216,2
f2217,0
f2218,0
f2219,1
f2220,0
f2221,2
f2222,2
f2223,1
f2224,0
f2225,2
f2226,2
f2227,1
f2228,0
f2229,2
