,area
f611,3
f612,1
f613,1
f614,2
f615,2
f616,3
f617,2
f618,1
f619,1
f620,0
f621,0
f622,2
f623,0
f624,1
f625,0
f626,0
f627,1
f628,3
f629,0
f630,2
f631,1
f632,3
f633,0
f634,0
f635,0
f636,2
f637,0
f638,2
f639,2
f640,3
f641,0
f642,0
f643,0
f644,3
f645,0
f646,1
f647,2
f648,3
f649,3
f650,1
f651,1
f652,0
f653,1
f654,2
f655,0
f656,0
f657,0
f658,3
f659,3
f660,1
f661,3
f662,0
f663,0
f664,0
f665,3
f666,1
f667,0
f668,1
f669,3
f670,3
f671,0
f672,0
f673,1
f674,0
f675,0
f676,2
f677,2
f678,2
f679,2
f680,0
f681,3
f682,3
f683,3
f684,0
f685,0
f686,3
f687,3
f688,2
