,coordinate1,coordinate2
f188,517,113
f189,163,229
f190,462,231
f191,425,350
f192,264,5
f193,291,148
f194,178,152
f195,195,100
f196,539,10
f197,339,230
f198,501,121
f199,264,254
f200,416,317
f201,360,336
f202,104,216
f203,241,230
f204,508,74
f205,247,203
f206,117,81
f207,186,145
f208,347,85
f209,521,119
f210,48,111
f211,324,161
f212,148,73
f213,431,233
f214,140,31
f215,147,322
f216,97,219
f217,385,297
f218,393,341
f219,331,263
f220,324,109
f221,40,120
f222,378,342
f223,2,185
f224,264,300
f225,166,146
f226,110,279
f227,471,14
f228,416,170
f229,501,99
f230,56,202
f231,508,111
f232,163,342
f233,232,230
f234,0,142
f235,163,115
f236,416,324
f237,97,312
f238,471,11
f239,63,135
f240,501,51
f241,324,208
f242,393,30
f243,452,11
f244,247,228
f245,263,157
f246,199,8
f247,258,126
f248,107,324
f249,102,285
f250,347,82
f251,79,242
f252,172,236
f253,454,154
f254,103,302
f255,64,36
f256,301,282
f257,477,325
f258,316,85
f259,431,343
f260,516,281
f261,494,11
f262,316,105
f263,291,241
f264,455,69
f265,339,32
f266,2,225
f267,294,28
f268,201,266
f269,332,239
f270,324,328
f271,261,254
f272,393,157
f273,74,345
f274,186,150
f275,232,25
f276,239,160
f277,416,107
f278,176,325
f279,508,281
f280,143,218
f281,360,178
f282,288,250
f283,539,218
f284,339,320
f285,521,67
f286,232,285
f287,97,353
f288,209,101
f289,41,35
f290,287,238
f291,117,115
f292,429,185
f293,179,238
f294,485,219
f295,195,339
f296,140,272
f297,373,185
f298,539,12
f299,485,15
f300,396,91
f301,94,53
f302,304,126
f303,258,257
f304,340,223
f305,17,48
f306,508,23
f307,25,50
f308,494,248
f309,17,33
f310,294,242
f311,362,144
f312,147,197
f313,156,109
f314,539,314
f315,189,14
f316,462,102
f317,419,185
f318,471,21
f319,324,224
f320,485,251
f321,385,283
f322,127,286
f323,94,189
f324,97,195
f325,79,220
f326,523,294
f327,439,45
f328,314,235
f329,362,223
f330,143,212
f331,454,294
f332,508,106
f333,370,171
f334,301,190
f335,347,230
f336,143,220
f337,166,199
f338,370,286
f339,178,45
f340,166,314
f341,281,346
f342,49,68
f343,278,159
f344,166,221
f345,454,110
f346,408,69
f347,539,182
f348,477,318
f349,10,10
f350,511,350
f351,232,276
f352,255,131
f353,301,220
f354,127,297
f355,442,84
f356,417,154
f357,383,176
f358,255,343
f359,462,255
f360,255,288
f361,156,237
f362,39,282
f363,340,168
f364,475,113
f365,301,53
f366,255,31
f367,241,317
f368,109,100
f369,247,155
f370,178,39
f371,39,240
f372,462,54
f373,485,283
f374,143,300
f375,156,69
f376,166,325
f377,85,203
f378,462,303
f379,454,181
f380,419,17
f381,498,179
f382,10,195
f383,94,236
f384,516,30
f385,501,166
f386,523,224
f387,517,123
f388,74,273
f389,235,6
f390,146,341
f391,416,37
f392,224,257
f393,475,19
f394,485,143
f395,416,237
f396,452,176
f397,523,116
f398,416,165
f399,218,281
f400,291,253
f401,462,99
f402,286,191
f403,110,78
f404,140,180
f405,501,81
f406,163,138
f407,57,119
f408,517,110
f409,245,171
f410,140,339
f411,117,102
f412,222,93
f413,80,217
f414,324,53
f415,511,41
f416,408,138
f417,258,93
f418,539,36
f419,311,242
f420,110,158
f421,393,335
f422,156,31
f423,179,158
f424,539,142
f425,431,317
f426,48,212
f427,347,247
f428,301,235
f429,409,335
f430,109,135
f431,25,82
f432,416,258
f433,117,22
f434,409,162
f435,156,310
f436,271,34
f437,309,153
f438,539,29
f439,477,102
f440,393,161
f441,373,340
f442,263,90
f443,120,15
f444,416,307
f445,5,89
f446,212,280
f447,293,116
f448,255,185
f449,149,200
f450,385,207
f451,163,183
f452,508,160
f453,370,302
f454,402,252
f455,147,301
f456,232,94
f457,310,16
f458,171,326
f459,416,280
f460,539,146
f461,172,185
f462,278,99
f463,462,282
f464,333,185
f465,10,214
f466,452,18
f467,406,267
f468,189,307
f469,516,19
f470,209,25
f471,166,249
f472,48,281
f473,416,343
f474,11,78
f475,178,138
f476,477,278
f477,48,287
f478,439,222
f479,431,324
f480,439,193
f481,51,297
f482,370,144
f483,94,285
f484,340,203
f485,235,312
f486,117,46
f487,278,234
f488,348,231
f489,339,304
f490,452,93
f491,209,279
f492,270,280
f493,304,142
f494,248,144
f495,501,122
f496,308,168
f497,109,141
f498,33,343
f499,316,70
f500,301,89
f501,232,174
f502,432,96
f503,287,308
f504,97,235
f505,310,125
f506,176,146
f507,385,225
f508,247,286
f509,166,206
f510,393,324
f511,324,316
f512,264,297
f513,281,159
f514,40,268
f515,281,342
f516,209,100
f517,281,170
f518,149,221
f519,301,271
f520,516,27
f521,393,170
f522,80,18
f523,232,185
f524,293,92
f525,439,154
f526,362,311
f527,192,311
f528,429,100
f529,370,306
f530,209,157
f531,485,74
f532,393,52
f533,176,273
f534,485,296
f535,0,238
f536,408,48
f537,80,165
f538,304,233
f539,508,101
f540,61,278
f541,309,232
f542,241,60
f543,508,59
f544,324,217
f545,40,77
f546,373,181
f547,163,76
f548,103,338
f549,71,318
f550,150,185
f551,454,134
f552,485,81
f553,370,215
f554,104,5
f555,517,228
f556,163,264
f557,110,111
f558,370,287
f559,271,74
f560,18,160
f561,408,40
f562,301,291
f563,439,318
f564,308,258
f565,488,228
f566,187,63
f567,104,270
f568,431,338
f569,462,107
f570,143,199
f571,431,180
f572,189,330
f573,475,72
f574,379,247
f575,156,238
f576,123,313
f577,163,260
f578,521,317
f579,268,301
f580,71,276
f581,94,45
f582,133,283
f583,501,294
f584,57,19
f585,408,289
f586,148,297
f587,224,9
f588,255,314
f589,379,179
f590,86,137
f591,477,188
f592,255,16
f593,255,88
f594,94,135
f595,370,141
f596,202,267
f597,508,119
f598,270,252
f599,339,49
f600,448,292
f601,406,175
f602,402,246
f603,48,219
f604,508,123
f605,314,231
f606,324,73
f607,454,114
f608,316,90
f609,278,141
f610,117,126
f611,350,88
f612,477,193
f613,120,349
f614,347,330
f615,508,197
f616,416,247
f617,314,152
f618,449,342
f619,150,232
f620,274,359
f621,301,230
f622,521,28
f623,287,312
f624,356,177
f625,71,119
f626,132,131
f627,209,232
f628,110,281
f629,517,264
f630,301,226
f631,15,79
f632,86,301
f633,393,167
f634,186,146
f635,148,308
f636,511,31
f637,508,135
f638,240,45
f639,309,301
f640,94,151
f641,258,232
f642,439,298
f643,471,158
f644,498,145
f645,86,215
f646,385,106
f647,278,193
f648,339,300
f649,170,317
f650,25,78
f651,353,333
f652,363,37
f653,268,267
f654,268,126
f655,439,245
f656,186,218
f657,149,228
f658,147,313
f659,363,31
f660,247,343
f661,148,76
f662,40,42
f663,110,175
f664,508,177
f665,163,55
f666,78,297
f667,333,47
f668,516,279
f669,25,43
f670,97,23
f671,132,34
f672,163,171
f673,360,88
f674,477,140
f675,385,144
f676,393,53
f677,194,331
f678,235,265
f679,0,343
f680,524,248
f681,385,123
f682,117,29
f683,179,308
f684,232,220
f685,130,349
f686,126,41
f687,362,232
f688,235,318
f689,170,226
f690,539,49
f691,373,100
f692,386,139
f693,149,180
f694,120,323
f695,485,168
f696,9,9
f697,301,46
f698,63,112
f699,362,153
f700,301,79
f701,347,15
f702,258,95
f703,284,167
f704,286,268
f705,516,22
f706,153,157
f707,393,323
f708,324,299
f709,166,166
f710,462,203
f711,218,5
f712,166,292
f713,439,221
f714,271,54
f715,140,321
f716,386,278
f717,393,100
f718,224,33
f719,539,114
f720,71,215
f721,409,64
f722,521,170
f723,501,108
f724,140,216
f725,224,137
f726,288,343
f727,316,294
f728,470,30
f729,454,340
f730,362,28
f731,84,210
f732,439,118
f733,247,117
f734,255,190
f735,263,123
f736,324,240
f737,291,258
f738,439,122
f739,287,143
f740,172,170
f741,232,9
f742,40,155
f743,264,275
f744,117,191
f745,301,11
f746,189,327
f747,465,72
f748,393,231
f749,317,265
f750,431,121
f751,362,198
f752,347,94
f753,224,171
f754,310,174
f755,40,130
f756,455,316
f757,107,259
f758,241,322
f759,140,175
f760,133,240
f761,209,140
f762,86,43
f763,439,225
f764,304,138
f765,97,320
f766,57,225
f767,508,154
f768,293,13
f769,409,206
f770,462,314
f771,71,153
f772,33,304
f773,94,131
f774,172,306
f775,222,301
f776,478,307
f777,327,176
f778,454,216
f779,125,188
f780,143,272
f781,143,11
f782,301,298
f783,189,173
f784,17,310
f785,124,199
f786,224,73
f787,439,30
f788,524,168
f789,539,85
f790,232,136
f791,402,258
f792,501,102
f793,494,253
f794,498,259
f795,247,296
f796,301,260
f797,278,220
f798,393,72
f799,408,320
f800,500,324
f801,278,143
f802,40,43
f803,140,132
f804,539,162
f805,521,114
f806,156,299
f807,339,69
f808,347,187
f809,347,145
f810,488,85
f811,148,181
f812,393,203
f813,439,150
f814,48,196
f815,370,156
f816,224,116
f817,539,242
f818,64,175
f819,308,174
f820,408,88
f821,294,21
f822,539,57
f823,209,73
f824,309,260
f825,511,202
f826,120,13
f827,339,299
f828,94,30
f829,153,300
f830,124,265
f831,485,111
f832,94,315
f833,511,37
f834,48,336
f835,232,221
f836,232,96
f837,15,85
f838,455,137
f839,408,299
f840,196,311
f841,416,38
f842,408,133
f843,101,325
f844,25,67
f845,48,61
f846,498,321
f847,0,290
f848,133,133
f849,189,345
f850,94,204
f851,301,86
f852,285,167
f853,271,60
f854,317,101
f855,285,154
f856,304,124
f857,511,354
f858,216,29
f859,71,326
f860,201,65
f861,63,62
f862,163,240
f863,117,149
f864,508,206
f865,156,279
f866,248,248
f867,258,111
f868,393,87
f869,48,121
f870,442,271
f871,109,26
f872,5,79
f873,524,177
f874,195,328
f875,291,153
f876,485,311
f877,126,180
f878,17,76
f879,508,37
f880,393,353
f881,362,43
f882,431,328
f883,523,166
f884,347,310
f885,97,146
f886,264,321
f887,10,84
f888,493,320
f889,72,125
f890,508,188
f891,48,144
f892,87,127
f893,235,269
f894,103,258
f895,471,69
f896,55,315
f897,84,15
f898,51,295
f899,485,188
f900,61,166
f901,362,320
f902,264,231
f903,224,201
f904,262,175
f905,127,159
f906,110,316
f907,488,40
f908,439,249
f909,477,162
f910,293,91
f911,442,19
f912,163,132
f913,102,154
f914,493,11
f915,439,98
f916,377,340
f917,271,181
f918,362,331
f919,293,301
f920,284,191
f921,393,134
f922,40,114
f923,48,175
f924,370,298
f925,126,166
f926,150,228
f927,477,319
f928,406,15
f929,186,263
f930,94,290
f931,140,228
f932,494,8
f933,33,295
f934,363,292
f935,57,313
f936,268,120
f937,498,20
f938,148,206
f939,385,31
f940,94,46
f941,478,239
f942,224,117
f943,347,33
f944,71,316
f945,57,275
f946,310,262
f947,462,124
f948,471,254
f949,163,221
f950,241,43
f951,508,231
f952,0,58
f953,171,315
f954,140,248
f955,48,317
f956,511,197
f957,278,247
f958,10,298
f959,156,139
f960,439,131
f961,488,15
f962,301,277
f963,258,299
f964,186,267
f965,304,14
f966,107,153
f967,258,129
f968,140,307
f969,271,47
f970,125,266
f971,248,125
f972,337,13
f973,94,77
f974,324,327
f975,462,208
f976,148,216
f977,442,93
f978,255,304
f979,508,171
f980,393,279
f981,517,33
f982,409,149
f983,2,65
f984,439,217
f985,271,270
f986,539,122
f987,209,194
f988,324,324
f989,86,126
f990,477,328
f991,385,102
f992,171,185
f993,130,105
f994,485,173
f995,278,151
f996,408,255
f997,232,264
f998,55,179
f999,393,39
f1000,110,161
f1001,465,19
f1002,362,291
f1003,471,85
f1004,156,135
f1005,232,337
f1006,291,205
f1007,270,234
f1008,172,293
f1009,140,301
f1010,9,12
f1011,71,56
f1012,347,28
f1013,41,45
f1014,262,104
f1015,462,323
f1016,385,85
f1017,133,51
f1018,485,324
f1019,209,272
f1020,86,176
f1021,224,151
f1022,25,351
f1023,17,108
f1024,186,258
f1025,324,220
f1026,278,119
f1027,324,84
f1028,126,230
f1029,218,344
f1030,370,255
f1031,539,92
f1032,462,278
f1033,178,223
f1034,71,273
f1035,224,212
f1036,224,157
f1037,416,270
f1038,71,185
f1039,470,24
f1040,255,257
f1041,408,284
f1042,143,231
f1043,301,174
f1044,485,66
f1045,287,31
f1046,248,350
f1047,356,5
f1048,379,301
f1049,186,301
f1050,212,303
f1051,362,325
f1052,356,12
f1053,212,301
f1054,471,261
f1055,462,55
f1056,117,85
f1057,517,19
f1058,201,273
f1059,57,211
f1060,140,331
f1061,28,23
f1062,363,51
f1063,475,37
f1064,87,71
f1065,97,201
f1066,385,259
f1067,470,18
f1068,396,250
f1069,153,159
f1070,465,91
f1071,186,324
f1072,408,208
f1073,224,56
f1074,278,187
f1075,293,306
f1076,469,254
f1077,153,104
f1078,370,102
f1079,508,181
f1080,143,353
f1081,25,217
f1082,452,95
f1083,179,248
f1084,523,51
f1085,462,51
f1086,308,162
f1087,301,69
f1088,498,53
f1089,539,174
f1090,287,247
f1091,301,50
f1092,278,288
f1093,493,251
f1094,431,258
f1095,130,344
f1096,333,171
f1097,245,341
f1098,241,232
f1099,127,248
f1100,148,174
f1101,25,275
f1102,316,299
f1103,148,316
f1104,454,308
f1105,281,134
f1106,94,49
f1107,255,327
f1108,248,304
f1109,178,216
f1110,409,77
f1111,454,236
f1112,406,178
f1113,240,317
f1114,379,33
f1115,156,131
f1116,471,346
f1117,246,331
f1118,362,49
f1119,500,313
f1120,80,315
f1121,408,124
f1122,523,79
f1123,477,279
f1124,222,303
f1125,314,200
f1126,239,93
f1127,278,146
f1128,294,120
f1129,140,295
f1130,439,134
f1131,125,248
f1132,462,340
f1133,301,159
f1134,48,63
f1135,477,50
f1136,224,136
f1137,385,37
f1138,80,293
f1139,385,130
f1140,140,329
f1141,287,284
f1142,78,12
f1143,258,322
f1144,539,28
f1145,310,151
f1146,432,305
f1147,209,282
f1148,393,217
f1149,224,227
f1150,286,160
f1151,186,139
f1152,301,85
f1153,278,310
f1154,393,191
f1155,281,235
f1156,187,79
f1157,293,282
f1158,170,351
f1159,477,47
f1160,278,6
f1161,286,257
f1162,171,236
f1163,153,296
f1164,209,353
f1165,240,43
f1166,307,262
f1167,339,294
f1168,255,239
f1169,40,63
f1170,317,264
f1171,48,250
f1172,241,315
f1173,86,333
f1174,439,142
f1175,86,48
f1176,393,239
f1177,109,69
f1178,156,210
f1179,454,149
f1180,485,140
f1181,51,303
f1182,94,231
f1183,217,75
f1184,80,235
f1185,11,346
f1186,501,98
f1187,393,283
f1188,431,74
f1189,393,307
f1190,385,141
f1191,271,87
f1192,521,124
f1193,517,97
f1194,87,162
f1195,539,270
f1196,170,231
f1197,308,198
f1198,17,284
f1199,133,163
f1200,71,140
f1201,240,28
f1202,163,222
f1203,255,39
f1204,462,58
f1205,370,207
f1206,521,186
f1207,202,233
f1208,301,38
f1209,109,49
f1210,416,257
f1211,126,151
f1212,163,228
f1213,442,347
f1214,240,230
f1215,149,313
f1216,212,93
f1217,408,73
f1218,331,253
f1219,373,62
f1220,63,35
f1221,462,328
f1222,225,159
f1223,539,258
f1224,539,30
f1225,354,344
f1226,285,233
f1227,94,13
f1228,339,191
f1229,48,34
f1230,178,212
f1231,301,90
f1232,465,86
f1233,28,7
f1234,373,18
f1235,103,306
f1236,179,165
f1237,110,104
f1238,173,236
f1239,225,195
f1240,17,312
f1241,408,309
f1242,11,286
f1243,431,175
f1244,25,137
f1245,268,232
f1246,172,299
f1247,147,206
f1248,148,295
f1249,517,318
f1250,324,45
f1251,48,299
f1252,125,279
f1253,196,342
f1254,48,303
f1255,126,345
f1256,94,175
f1257,416,147
f1258,432,269
f1259,2,26
f1260,317,349
f1261,133,183
f1262,117,42
f1263,232,117
f1264,212,6
f1265,186,38
f1266,25,79
f1267,163,58
f1268,109,170
f1269,362,188
f1270,521,298
f1271,278,313
f1272,235,162
f1273,25,163
f1274,240,330
f1275,304,196
f1276,173,175
f1277,301,263
f1278,448,164
f1279,102,150
f1280,235,236
f1281,41,36
f1282,41,78
f1283,33,21
f1284,209,116
f1285,224,146
f1286,393,48
f1287,143,296
f1288,179,203
f1289,301,299
f1290,488,254
f1291,186,180
f1292,28,27
f1293,153,227
f1294,132,47
f1295,403,343
f1296,0,141
f1297,339,319
f1298,25,235
f1299,432,30
f1300,477,218
f1301,172,209
f1302,224,233
f1303,373,334
f1304,304,194
f1305,462,252
f1306,245,231
f1307,255,229
f1308,347,42
f1309,110,98
f1310,172,167
f1311,454,273
f1312,172,229
f1313,370,67
f1314,304,251
f1315,258,177
f1316,310,5
f1317,511,23
f1318,147,200
f1319,48,182
f1320,268,359
f1321,140,316
f1322,324,42
f1323,57,298
f1324,301,196
f1325,149,232
f1326,500,170
f1327,485,127
f1328,429,191
f1329,71,210
f1330,140,77
f1331,309,141
f1332,270,206
f1333,539,298
f1334,235,341
f1335,18,64
f1336,255,133
f1337,156,18
f1338,309,230
f1339,38,11
f1340,224,306
f1341,539,238
f1342,143,110
f1343,362,29
f1344,401,90
f1345,373,245
f1346,278,111
f1347,51,331
f1348,416,304
f1349,270,199
f1350,278,48
f1351,465,31
f1352,500,172
f1353,17,131
f1354,232,116
f1355,170,302
f1356,316,188
f1357,419,353
f1358,409,322
f1359,126,188
f1360,317,74
f1361,25,114
f1362,301,267
f1363,149,258
f1364,477,323
f1365,130,178
f1366,222,30
f1367,301,228
f1368,163,215
f1369,102,323
f1370,324,287
f1371,539,234
f1372,71,283
f1373,385,73
f1374,2,29
f1375,74,12
f1376,539,22
f1377,102,287
f1378,393,299
f1379,218,341
f1380,393,207
f1381,286,312
f1382,385,67
f1383,109,36
f1384,41,51
f1385,488,225
f1386,71,42
f1387,193,277
f1388,155,268
f1389,163,126
f1390,40,82
f1391,201,128
f1392,385,292
f1393,103,20
f1394,120,10
f1395,201,263
f1396,201,165
f1397,383,250
f1398,454,274
f1399,148,232
f1400,373,256
f1401,393,284
f1402,281,261
f1403,179,57
f1404,475,159
f1405,291,293
f1406,74,348
f1407,58,228
f1408,539,210
f1409,270,98
f1410,478,151
f1411,308,262
f1412,521,147
f1413,284,151
f1414,87,152
f1415,171,14
f1416,278,174
f1417,126,61
f1418,102,211
f1419,508,189
f1420,362,257
f1421,235,110
f1422,416,253
f1423,314,124
f1424,97,93
f1425,439,338
f1426,86,141
f1427,25,62
f1428,409,328
f1429,485,273
f1430,409,232
f1431,48,286
f1432,517,42
f1433,133,234
f1434,498,257
f1435,370,324
f1436,155,116
f1437,291,311
f1438,130,251
f1439,140,324
f1440,255,87
f1441,84,184
f1442,209,104
f1443,462,168
f1444,241,5
f1445,301,81
f1446,102,238
f1447,133,249
f1448,511,256
f1449,270,190
f1450,500,167
f1451,117,130
f1452,408,26
f1453,363,301
f1454,86,38
f1455,170,277
f1456,143,104
f1457,57,315
f1458,209,253
f1459,301,155
f1460,396,260
f1461,110,159
f1462,500,128
f1463,264,70
f1464,265,282
f1465,194,328
f1466,195,295
f1467,347,166
f1468,501,54
f1469,478,219
f1470,339,63
f1471,176,79
f1472,117,311
f1473,347,174
f1474,416,254
f1475,172,297
f1476,255,341
f1477,163,219
f1478,324,193
f1479,278,108
f1480,232,171
f1481,140,111
f1482,471,8
f1483,195,144
f1484,94,95
f1485,117,267
f1486,508,156
f1487,5,347
f1488,215,272
f1489,3,146
f1490,370,135
f1491,500,281
f1492,373,49
f1493,171,291
f1494,64,113
f1495,270,28
f1496,431,227
f1497,71,190
f1498,224,111
f1499,362,184
f1500,310,271
f1501,454,249
f1502,508,342
f1503,494,31
f1504,454,241
f1505,17,27
f1506,301,269
f1507,485,153
f1508,439,106
f1509,11,192
f1510,57,88
f1511,255,307
f1512,172,270
f1513,148,328
f1514,402,24
f1515,125,159
f1516,393,197
f1517,41,58
f1518,101,270
f1519,309,239
f1520,212,328
f1521,454,194
f1522,348,138
f1523,176,15
f1524,133,203
f1525,373,329
f1526,110,218
f1527,439,138
f1528,370,165
f1529,501,153
f1530,347,246
f1531,500,278
f1532,48,238
f1533,71,29
f1534,224,215
f1535,454,221
f1536,379,93
f1537,255,36
f1538,462,103
f1539,0,278
f1540,140,270
f1541,0,282
f1542,179,70
f1543,393,208
f1544,263,262
f1545,370,37
f1546,25,353
f1547,172,189
f1548,56,165
f1549,147,228
f1550,409,288
f1551,51,301
f1552,245,316
f1553,74,277
f1554,133,250
f1555,103,194
f1556,454,314
f1557,148,258
f1558,71,340
f1559,263,287
f1560,355,349
f1561,186,330
f1562,386,291
f1563,56,270
f1564,310,156
f1565,212,331
f1566,124,297
f1567,156,274
f1568,166,188
f1569,511,305
f1570,17,294
f1571,386,311
f1572,107,163
f1573,34,21
f1574,166,239
f1575,485,85
f1576,120,89
f1577,327,246
f1578,247,210
f1579,416,185
f1580,339,323
f1581,56,302
f1582,477,238
f1583,465,115
f1584,347,298
f1585,80,155
f1586,455,224
f1587,239,174
f1588,126,149
f1589,97,182
f1590,347,99
f1591,17,296
f1592,170,257
f1593,240,340
f1594,501,192
f1595,393,240
f1596,488,250
f1597,209,170
f1598,370,36
f1599,478,281
f1600,171,180
f1601,247,219
f1602,278,107
f1603,379,47
f1604,166,242
f1605,238,300
f1606,209,329
f1607,239,232
f1608,117,314
f1609,285,170
f1610,370,224
f1611,316,80
f1612,232,247
f1613,347,115
f1614,39,275
f1615,71,44
f1616,508,46
f1617,442,257
f1618,511,313
f1619,327,198
f1620,521,263
f1621,262,274
f1622,416,114
f1623,245,236
f1624,255,295
f1625,143,183
f1626,255,245
f1627,94,223
f1628,245,85
f1629,264,268
f1630,363,313
f1631,143,318
f1632,278,323
f1633,163,299
f1634,439,119
f1635,71,45
f1636,186,128
f1637,309,199
f1638,488,263
f1639,176,292
f1640,286,310
f1641,147,305
f1642,362,293
f1643,362,130
f1644,539,302
f1645,462,295
f1646,462,227
f1647,316,189
f1648,17,327
f1649,186,99
f1650,187,134
f1651,179,46
f1652,28,271
f1653,218,288
f1654,370,30
f1655,301,99
f1656,524,182
f1657,147,308
f1658,498,12
f1659,508,165
f1660,97,8
f1661,94,302
f1662,241,276
f1663,103,293
f1664,324,41
f1665,153,276
f1666,324,266
f1667,71,72
f1668,163,152
f1669,370,352
f1670,147,191
f1671,517,281
f1672,383,165
f1673,258,174
f1674,172,274
f1675,25,42
f1676,48,352
f1677,493,230
f1678,163,217
f1679,431,63
f1680,454,328
f1681,485,130
f1682,475,96
f1683,148,219
f1684,408,63
f1685,94,138
f1686,61,328
f1687,455,296
f1688,216,272
f1689,293,101
f1690,408,228
f1691,16,287
f1692,347,130
f1693,209,341
f1694,471,259
f1695,324,295
f1696,385,172
f1697,125,230
f1698,264,11
f1699,500,126
f1700,232,191
f1701,340,51
f1702,454,318
f1703,153,253
f1704,209,71
f1705,291,246
f1706,94,137
f1707,155,125
f1708,170,202
f1709,310,110
f1710,485,150
f1711,465,110
f1712,314,257
f1713,315,302
f1714,475,91
f1715,255,195
f1716,79,315
f1717,11,272
f1718,379,199
f1719,523,108
f1720,301,59
f1721,123,230
f1722,40,91
f1723,508,52
f1724,176,288
f1725,149,322
f1726,370,226
f1727,132,334
f1728,439,253
f1729,339,220
f1730,263,264
f1731,286,233
f1732,373,88
f1733,149,101
f1734,264,135
f1735,172,192
f1736,310,315
f1737,232,283
f1738,71,182
f1739,57,263
f1740,521,271
f1741,494,132
f1742,271,0
f1743,439,110
f1744,34,132
f1745,454,135
f1746,517,254
f1747,51,227
f1748,71,203
f1749,143,188
f1750,448,21
f1751,140,162
f1752,314,233
f1753,478,186
f1754,439,48
f1755,87,131
f1756,409,226
f1757,454,60
f1758,143,276
f1759,103,145
f1760,363,145
f1761,442,173
f1762,271,244
f1763,247,283
f1764,186,162
f1765,94,129
f1766,71,144
f1767,15,89
f1768,408,300
f1769,209,33
f1770,301,151
f1771,140,62
f1772,176,346
f1773,25,47
f1774,452,261
f1775,402,152
f1776,439,128
f1777,178,108
f1778,255,256
f1779,201,230
f1780,225,165
f1781,442,268
f1782,324,284
f1783,439,56
f1784,539,250
f1785,442,95
f1786,332,250
f1787,255,90
f1788,117,34
f1789,163,253
f1790,195,183
f1791,126,219
f1792,348,117
f1793,62,257
f1794,539,37
f1795,133,274
f1796,500,203
f1797,370,322
f1798,107,18
f1799,285,250
f1800,416,328
f1801,149,270
f1802,511,43
f1803,370,103
f1804,117,330
f1805,86,177
f1806,340,236
f1807,439,205
f1808,393,287
f1809,87,57
f1810,179,37
f1811,209,153
f1812,347,146
f1813,163,59
f1814,508,31
f1815,264,94
f1816,281,145
f1817,86,146
f1818,523,57
f1819,301,45
f1820,408,324
f1821,78,315
f1822,508,98
f1823,281,232
f1824,195,334
f1825,294,239
f1826,478,301
f1827,539,97
f1828,107,328
f1829,25,96
f1830,28,337
f1831,278,91
f1832,268,319
f1833,194,334
f1834,245,176
f1835,293,22
f1836,347,64
f1837,235,316
f1838,278,112
f1839,539,126
f1840,248,220
f1841,539,294
f1842,454,45
f1843,362,242
f1844,156,97
f1845,293,165
f1846,508,175
f1847,539,89
f1848,327,265
f1849,501,186
f1850,294,252
f1851,539,25
f1852,270,308
f1853,521,20
f1854,465,253
f1855,195,306
f1856,310,137
f1857,258,9
f1858,25,58
f1859,107,89
f1860,109,231
f1861,201,126
f1862,373,162
f1863,148,228
f1864,132,102
f1865,264,150
f1866,408,304
f1867,455,123
f1868,101,154
f1869,209,273
f1870,416,181
