,coordinate1,coordinate2
c310,80,64
c311,57,161
c312,149,78
c313,48,205
c314,130,228
c315,15,240
c316,34,180
c317,35,8
c318,51,127
c319,34,76
c320,84,95
c321,153,21
c322,132,178
c323,51,156
c324,149,184
c325,132,132
c326,130,176
c327,97,102
c328,40,110
c329,109,136
c330,63,238
c331,120,156
c332,117,48
c333,71,113
c334,15,145
c335,140,208
c336,18,149
c337,94,22
c338,57,5
c339,74,70
c340,11,199
c341,126,191
c342,71,102
c343,38,75
c344,132,74
c345,32,54
c346,94,82
c347,15,103
c348,87,184
c349,126,175
c350,117,207
c351,155,203
c352,38,94
c353,32,19
c354,25,144
c355,90,258
c356,71,239
c357,25,207
c358,32,42
c359,153,180
c360,84,75
c361,48,200
c362,9,83
c363,48,173
c364,140,200
c365,140,60
c366,33,67
c367,18,156
c368,132,93
c369,48,93
c370,61,41
c371,86,216
c372,11,247
c373,11,142
c374,17,110
c375,80,126
c376,133,151
c377,11,90
c378,51,174
c379,117,150
c380,140,152
c381,140,127
c382,34,130
c383,155,125
c384,5,86
c385,117,31
c386,143,45
c387,61,68
c388,159,182
c389,117,49
c390,74,147
c391,101,242
c392,25,169
c393,132,33
c394,125,150
c395,71,112
c396,15,135
c397,101,173
c398,141,114
c399,127,164
c400,103,28
c401,117,103
c402,2,116
c403,56,69
c404,127,51
c405,18,168
c406,159,47
c407,48,76
c408,25,58
c409,5,139
c410,81,154
c411,48,206
c412,84,170
c413,146,177
c414,9,19
c415,155,47
c416,94,125
c417,126,222
c418,143,191
c419,94,131
c420,110,134
c421,140,182
c422,18,87
c423,117,119
c424,141,155
c425,2,67
c426,132,220
c427,32,97
c428,130,187
c429,74,171
c430,12,142
c431,2,173
c432,5,103
c433,51,41
c434,156,58
c435,15,126
c436,133,112
c437,8,131
c438,103,249
c439,132,114
c440,32,76
c441,56,126
c442,148,72
c443,120,236
c444,34,67
c445,33,82
c446,97,44
c447,94,130
c448,38,53
c449,159,197
c450,17,74
c451,140,59
c452,57,170
c453,94,226
c454,155,127
c455,32,146
c456,25,54
c457,48,107
c458,25,110
c459,2,186
c460,130,183
c461,5,151
c462,71,216
c463,101,163
c464,51,131
c465,77,128
c466,71,196
c467,148,175
c468,25,203
c469,25,146
c470,34,83
c471,28,19
c472,140,45
c473,48,115
c474,40,140
c475,33,40
c476,28,94
c477,117,18
c478,117,129
c479,38,101
c480,40,202
c481,140,65
c482,38,73
c483,63,195
c484,146,174
c485,41,148
c486,2,135
c487,148,41
c488,153,185
c489,57,180
c490,109,83
c491,97,39
c492,64,205
c493,132,117
c494,159,227
c495,51,178
c496,58,8
c497,78,167
c498,15,97
c499,74,157
c500,103,47
c501,153,23
c502,10,83
c503,33,76
c504,25,104
c505,28,137
c506,133,212
c507,25,63
c508,40,122
c509,94,120
c510,110,207
c511,140,162
c512,140,184
c513,86,222
c514,32,67
c515,25,139
c516,84,80
c517,125,82
c518,57,69
c519,140,157
c520,32,60
c521,80,5
c522,25,198
c523,126,68
c524,117,157
c525,15,229
c526,87,220
c527,103,152
c528,155,205
c529,120,232
c530,5,193
c531,57,76
c532,107,102
c533,94,114
c534,25,72
c535,41,181
c536,155,37
c537,125,175
c538,72,219
c539,103,103
c540,9,131
c541,97,169
c542,132,108
c543,79,165
c544,74,153
c545,2,228
c546,61,178
c547,130,190
c548,33,48
c549,109,125
c550,102,95
c551,140,178
c552,71,204
c553,140,179
c554,120,141
c555,126,154
c556,107,162
c557,71,118
c558,5,167
c559,25,213
c560,97,68
c561,10,161
c562,51,75
c563,125,230
c564,28,62
c565,117,66
c566,117,188
c567,132,135
c568,159,152
c569,5,135
c570,127,150
c571,0,149
c572,2,77
c573,71,9
c574,17,242
c575,143,185
c576,11,134
c577,25,74
c578,86,102
c579,117,177
c580,71,206
c581,15,25
c582,149,25
c583,48,211
c584,25,50
c585,107,159
c586,33,142
c587,94,161
c588,10,142
c589,97,162
c590,117,178
c591,130,26
c592,124,229
c593,61,190
c594,2,99
c595,33,98
c596,155,168
c597,25,136
c598,48,117
c599,71,211
c600,153,173
c601,79,64
c602,57,167
c603,32,48
c604,10,185
c605,156,98
c606,140,37
c607,51,181
c608,103,161
c609,117,118
c610,9,169
c611,84,166
c612,17,108
c613,33,222
c614,140,125
c615,34,60
c616,18,143
c617,2,79
c618,28,54
c619,28,42
c620,63,229
c621,120,167
c622,5,246
c623,140,204
c624,95,212
c625,159,32
c626,8,169
c627,74,93
c628,126,184
c629,74,167
c630,57,244
c631,132,126
c632,28,73
c633,132,103
c634,5,253
c635,126,171
c636,71,175
c637,110,119
c638,5,11
c639,25,142
c640,103,176
c641,132,202
c642,0,23
c643,31,51
c644,2,115
c645,109,115
c646,34,74
c647,2,109
c648,109,223
c649,28,196
c650,117,208
c651,48,116
c652,71,192
c653,103,25
c654,117,109
c655,104,52
c656,125,137
c657,11,239
c658,25,224
c659,149,172
c660,71,226
c661,63,158
c662,71,213
c663,0,41
c664,34,5
c665,15,130
c666,63,124
c667,38,131
c668,140,258
c669,117,39
c670,51,243
c671,34,29
c672,156,128
c673,87,16
c674,34,165
c675,56,177
c676,33,74
c677,86,118
c678,32,222
c679,117,164
c680,124,236
c681,15,151
c682,11,118
c683,103,12
c684,86,190
c685,109,109
c686,25,57
c687,123,188
