,coordinate1,coordinate2
f1032,403,610
f1033,534,339
f1034,416,99
f1035,263,127
f1036,675,320
f1037,439,199
f1038,613,456
f1039,0,417
f1040,600,343
f1041,241,91
f1042,639,137
f1043,462,214
f1044,623,516
f1045,700,229
f1046,202,473
f1047,117,385
f1048,586,372
f1049,630,153
f1050,544,38
f1051,439,456
f1052,193,302
f1053,51,376
f1054,646,584
f1055,149,33
f1056,18,513
f1057,672,415
f1058,517,436
f1059,155,236
f1060,294,157
f1061,153,314
f1062,702,499
f1063,97,709
f1064,97,116
f1065,569,676
f1066,416,412
f1067,301,523
f1068,462,149
f1069,655,156
f1070,307,608
f1071,523,663
f1072,679,563
f1073,294,359
f1074,294,140
f1075,209,311
f1076,48,111
f1077,448,669
f1078,38,395
f1079,517,30
f1080,107,161
f1081,669,349
f1082,38,102
f1083,327,336
f1084,0,21
f1085,416,83
f1086,333,333
f1087,386,268
f1088,695,546
f1089,607,225
f1090,402,532
f1091,163,393
f1092,64,520
f1093,41,454
f1094,538,54
f1095,402,203
f1096,156,486
f1097,147,589
f1098,719,25
f1099,209,640
f1100,462,311
f1101,639,311
f1102,2,581
f1103,531,186
f1104,455,523
f1105,719,507
f1106,432,682
f1107,488,476
f1108,393,607
f1109,278,236
f1110,264,271
f1111,41,669
f1112,386,564
f1113,677,621
f1114,140,500
f1115,406,579
f1116,692,219
f1117,379,497
f1118,677,429
f1119,170,98
f1120,195,105
f1121,409,451
f1122,416,221
f1123,56,33
f1124,677,544
f1125,419,359
f1126,209,473
f1127,347,179
f1128,39,53
f1129,424,207
f1130,18,495
f1131,97,326
f1132,51,34
f1133,636,650
f1134,606,306
f1135,600,289
f1136,613,500
f1137,531,67
f1138,524,582
f1139,293,432
f1140,564,297
f1141,110,149
f1142,500,58
f1143,419,446
f1144,217,113
f1145,15,163
f1146,140,672
f1147,149,664
f1148,603,544
f1149,133,395
f1150,523,412
f1151,337,30
f1152,71,578
f1153,235,205
f1154,370,673
f1155,147,478
f1156,538,696
f1157,149,369
f1158,324,360
f1159,232,110
f1160,130,163
f1161,262,240
f1162,678,251
f1163,603,695
f1164,186,322
f1165,255,470
f1166,120,126
f1167,9,525
f1168,584,313
f1169,149,534
f1170,408,90
f1171,147,675
f1172,577,324
f1173,396,15
f1174,659,284
f1175,462,655
f1176,71,86
f1177,544,92
f1178,669,577
f1179,531,76
f1180,140,29
f1181,632,148
f1182,379,489
f1183,586,440
f1184,380,253
f1185,258,89
f1186,25,193
f1187,477,263
f1188,124,41
f1189,94,333
f1190,195,381
f1191,600,650
f1192,317,469
f1193,110,486
f1194,523,468
f1195,245,383
f1196,189,300
f1197,592,502
f1198,385,106
f1199,172,85
f1200,396,371
f1201,676,280
f1202,385,687
f1203,56,675
f1204,5,87
f1205,202,194
f1206,10,559
f1207,78,618
f1208,71,576
f1209,554,36
f1210,692,401
f1211,672,427
f1212,172,363
f1213,561,330
f1214,347,665
f1215,449,426
f1216,179,95
f1217,232,500
f1218,362,353
f1219,587,294
f1220,425,140
f1221,117,267
f1222,439,190
f1223,148,363
f1224,255,141
f1225,241,462
f1226,442,555
f1227,171,681
f1228,209,390
f1229,209,480
f1230,554,541
f1231,74,406
f1232,377,632
f1233,199,29
f1234,649,631
f1235,74,604
f1236,646,372
f1237,488,296
f1238,255,112
f1239,317,335
f1240,653,74
f1241,176,315
f1242,179,462
f1243,377,590
f1244,38,652
f1245,172,66
f1246,370,456
f1247,101,324
f1248,48,682
f1249,401,192
f1250,416,314
f1251,492,235
f1252,493,528
f1253,373,496
f1254,695,404
f1255,255,480
f1256,140,185
f1257,639,622
f1258,147,133
f1259,623,414
f1260,677,359
f1261,286,167
f1262,462,682
f1263,462,361
f1264,87,594
f1265,603,356
f1266,333,489
f1267,94,295
f1268,626,413
f1269,117,659
f1270,655,240
f1271,33,658
f1272,531,523
f1273,416,69
f1274,34,615
f1275,64,509
f1276,271,644
f1277,268,165
f1278,692,391
f1279,245,361
f1280,546,486
f1281,649,118
f1282,557,639
f1283,655,555
f1284,586,474
f1285,170,19
f1286,194,108
f1287,669,192
f1288,701,133
f1289,662,471
f1290,130,56
f1291,554,79
f1292,692,585
f1293,531,87
f1294,117,75
f1295,546,619
f1296,0,519
f1297,238,526
f1298,586,328
f1299,600,228
f1300,212,682
f1301,218,310
f1302,701,483
f1303,672,252
f1304,577,519
f1305,669,236
f1306,130,486
f1307,383,199
f1308,355,301
f1309,603,366
f1310,500,660
f1311,147,472
f1312,156,105
f1313,287,215
f1314,309,176
f1315,97,509
f1316,331,480
f1317,649,125
f1318,649,377
f1319,646,170
f1320,396,606
f1321,71,107
f1322,57,68
f1323,109,203
f1324,270,156
f1325,278,635
f1326,719,255
f1327,485,594
f1328,446,514
f1329,271,283
f1330,339,331
f1331,71,66
f1332,393,427
f1333,600,35
f1334,140,692
f1335,393,190
f1336,212,162
f1337,25,306
f1338,655,435
f1339,264,162
f1340,94,344
f1341,10,631
f1342,701,554
f1343,534,669
f1344,385,138
f1345,10,691
f1346,465,137
f1347,567,348
f1348,531,656
f1349,2,656
f1350,563,347
f1351,156,57
f1352,475,690
f1353,454,309
f1354,149,378
f1355,485,166
f1356,393,410
f1357,562,244
f1358,71,27
f1359,209,27
f1360,0,511
f1361,2,220
f1362,462,208
f1363,439,618
f1364,465,330
f1365,567,28
f1366,74,432
f1367,402,607
f1368,488,14
f1369,347,241
f1370,646,366
f1371,471,545
f1372,172,610
f1373,462,455
f1374,301,346
f1375,360,171
f1376,225,383
f1377,401,610
f1378,57,346
f1379,97,175
f1380,301,153
f1381,477,405
f1382,600,678
f1383,488,327
f1384,64,448
f1385,270,9
f1386,649,338
f1387,580,12
f1388,163,577
f1389,593,33
f1390,672,258
f1391,140,371
f1392,511,627
f1393,263,183
f1394,355,532
f1395,268,338
f1396,379,33
f1397,212,69
f1398,347,658
f1399,241,265
f1400,212,654
f1401,424,457
f1402,677,131
f1403,0,81
f1404,74,98
f1405,692,102
f1406,593,31
f1407,143,652
f1408,396,180
f1409,156,119
f1410,163,410
f1411,258,698
f1412,439,291
f1413,324,416
f1414,169,681
f1415,439,177
f1416,212,470
f1417,102,36
f1418,692,455
f1419,310,336
f1420,347,564
f1421,623,140
f1422,291,259
f1423,239,290
f1424,537,424
f1425,649,484
f1426,120,635
f1427,356,526
f1428,2,147
f1429,218,42
f1430,408,125
f1431,442,364
f1432,700,609
f1433,654,39
f1434,327,297
f1435,373,448
f1436,521,326
f1437,232,158
f1438,216,313
f1439,301,504
f1440,285,700
f1441,140,590
f1442,393,214
f1443,701,12
f1444,271,264
f1445,577,334
f1446,94,442
f1447,429,562
f1448,84,560
f1449,631,363
f1450,471,615
f1451,209,415
f1452,685,643
f1453,613,305
f1454,245,369
f1455,393,418
f1456,278,554
f1457,465,220
f1458,646,185
f1459,347,66
f1460,278,34
f1461,639,336
f1462,708,423
f1463,293,81
f1464,265,58
f1465,639,681
f1466,401,471
f1467,232,425
f1468,623,390
f1469,94,85
f1470,695,151
f1471,701,402
f1472,235,122
f1473,101,564
f1474,370,457
f1475,242,45
f1476,593,277
f1477,523,491
f1478,255,650
f1479,416,634
f1480,194,302
f1481,370,657
f1482,133,496
f1483,455,386
f1484,94,223
f1485,577,687
f1486,287,459
f1487,347,380
f1488,133,54
f1489,301,285
f1490,212,140
f1491,178,343
f1492,626,581
f1493,563,19
f1494,448,582
f1495,439,171
f1496,235,14
f1497,74,307
f1498,48,459
f1499,677,37
f1500,626,374
f1501,477,57
f1502,120,680
f1503,2,655
f1504,71,603
f1505,2,661
f1506,146,50
f1507,94,198
f1508,186,193
f1509,166,351
f1510,508,335
f1511,452,676
f1512,646,233
f1513,396,527
f1514,401,305
f1515,478,384
f1516,607,50
f1517,232,599
f1518,201,112
f1519,79,290
f1520,360,575
f1521,199,300
f1522,140,494
f1523,679,460
f1524,255,630
f1525,235,698
f1526,403,443
f1527,350,249
f1528,677,93
f1529,672,580
f1530,153,422
f1531,285,230
f1532,448,50
f1533,431,668
f1534,15,349
f1535,126,44
f1536,475,688
f1537,672,482
f1538,676,524
f1539,110,496
f1540,333,29
f1541,659,384
f1542,719,93
f1543,317,605
f1544,544,441
f1545,310,514
f1546,531,657
f1547,465,186
f1548,110,207
f1549,294,133
f1550,209,533
f1551,339,594
f1552,477,54
f1553,439,510
f1554,261,189
f1555,654,251
f1556,195,179
f1557,348,433
f1558,363,81
f1559,518,248
f1560,373,292
f1561,247,271
f1562,224,207
f1563,630,387
f1564,294,334
f1565,163,374
f1566,354,514
f1567,309,201
f1568,446,697
f1569,103,30
f1570,655,573
f1571,143,79
f1572,189,435
f1573,631,387
f1574,48,284
f1575,11,415
f1576,719,241
f1577,454,196
f1578,77,656
f1579,33,649
f1580,308,110
f1581,235,312
f1582,189,368
f1583,462,488
f1584,692,374
f1585,110,500
f1586,153,494
f1587,678,394
f1588,370,580
f1589,370,508
f1590,554,452
f1591,222,8
f1592,5,370
f1593,34,572
f1594,554,203
f1595,623,388
f1596,626,451
f1597,209,647
f1598,284,201
f1599,439,183
f1600,141,188
f1601,659,430
f1602,462,118
f1603,659,639
f1604,163,650
f1605,425,207
f1606,74,534
f1607,669,128
f1608,416,273
f1609,186,51
f1610,2,249
f1611,278,552
f1612,439,324
f1613,425,417
f1614,294,137
f1615,172,670
f1616,577,49
f1617,462,134
f1618,416,136
f1619,557,276
f1620,462,71
f1621,2,428
f1622,554,304
f1623,475,353
f1624,248,64
f1625,235,33
f1626,396,552
f1627,701,601
f1628,117,159
f1629,419,293
f1630,209,490
f1631,209,559
f1632,71,243
f1633,378,313
f1634,264,336
f1635,186,144
f1636,609,433
f1637,209,125
f1638,554,504
f1639,695,556
f1640,600,292
f1641,423,258
f1642,567,323
f1643,94,117
f1644,554,414
f1645,447,107
f1646,631,631
f1647,56,663
f1648,241,386
f1649,15,370
f1650,278,599
f1651,600,54
f1652,669,588
f1653,149,144
f1654,511,431
f1655,86,77
f1656,719,679
f1657,327,276
f1658,278,126
f1659,616,563
f1660,293,42
f1661,171,294
f1662,646,342
f1663,509,155
f1664,271,545
f1665,676,332
f1666,662,76
f1667,416,149
f1668,57,663
f1669,301,163
f1670,5,338
f1671,531,22
f1672,485,407
f1673,337,15
f1674,148,645
f1675,356,244
f1676,454,621
f1677,2,200
f1678,218,252
f1679,708,198
f1680,255,493
f1681,87,648
f1682,669,300
f1683,74,459
f1684,378,288
f1685,97,322
f1686,554,55
f1687,189,322
f1688,140,511
f1689,258,227
f1690,5,181
f1691,287,134
f1692,264,110
f1693,439,230
f1694,332,283
f1695,284,119
f1696,163,35
f1697,51,554
f1698,327,140
f1699,304,178
f1700,143,339
f1701,379,545
f1702,218,516
f1703,51,81
f1704,271,500
f1705,186,291
f1706,0,308
f1707,80,55
f1708,677,492
f1709,546,285
f1710,171,44
f1711,485,619
f1712,101,658
f1713,97,528
f1714,355,596
f1715,409,479
f1716,71,84
f1717,363,117
f1718,0,337
f1719,270,640
f1720,646,413
f1721,431,78
f1722,580,704
f1723,517,311
f1724,286,233
f1725,261,76
f1726,354,250
f1727,232,160
f1728,592,405
f1729,71,346
f1730,61,331
f1731,11,287
f1732,107,521
f1733,241,590
f1734,314,272
f1735,396,281
f1736,396,589
f1737,386,198
f1738,2,665
f1739,117,667
f1740,189,159
f1741,304,518
f1742,48,124
f1743,41,205
f1744,202,456
f1745,632,375
f1746,699,364
f1747,212,75
f1748,508,568
f1749,471,684
f1750,0,675
f1751,32,105
f1752,570,165
f1753,77,519
f1754,155,386
f1755,425,579
f1756,301,248
f1757,225,343
f1758,301,31
f1759,201,526
f1760,626,230
f1761,124,98
f1762,419,406
f1763,25,455
f1764,655,453
f1765,316,616
f1766,695,630
f1767,170,48
f1768,592,436
f1769,646,167
f1770,347,92
f1771,632,363
f1772,409,276
f1773,5,142
f1774,148,493
f1775,189,710
f1776,439,192
f1777,304,343
f1778,700,590
f1779,508,547
f1780,143,375
f1781,508,288
f1782,287,201
f1783,258,267
f1784,700,369
f1785,140,215
f1786,262,84
f1787,109,592
f1788,678,28
f1789,462,171
f1790,11,320
f1791,626,311
f1792,201,575
f1793,429,264
f1794,324,335
f1795,554,479
f1796,281,254
f1797,156,584
f1798,163,22
f1799,55,134
f1800,163,514
f1801,488,680
f1802,616,619
f1803,5,361
f1804,84,399
f1805,521,87
f1806,150,519
f1807,179,493
f1808,563,57
f1809,429,489
f1810,201,200
f1811,61,347
f1812,264,186
f1813,393,338
f1814,669,190
f1815,147,533
f1816,554,442
f1817,439,377
f1818,209,514
f1819,218,287
f1820,117,307
f1821,393,353
f1822,554,480
f1823,140,216
f1824,97,144
f1825,264,159
f1826,224,423
f1827,133,686
f1828,242,331
f1829,370,140
f1830,74,437
f1831,646,606
f1832,232,324
f1833,678,232
f1834,646,375
f1835,78,664
f1836,419,313
f1837,401,582
f1838,209,239
f1839,695,605
f1840,140,660
f1841,255,514
f1842,176,51
f1843,416,217
f1844,563,632
f1845,347,436
f1846,370,375
f1847,580,14
f1848,477,479
f1849,51,77
f1850,80,322
f1851,442,494
f1852,518,323
f1853,5,417
f1854,623,584
f1855,719,595
f1856,309,475
f1857,485,489
f1858,531,483
f1859,163,379
f1860,692,197
f1861,501,416
f1862,586,98
f1863,477,608
f1864,419,157
f1865,569,209
f1866,547,553
f1867,424,210
f1868,147,44
f1869,669,380
f1870,416,448
