,coordinate1,coordinate2
c418,301,720
c419,201,728
c420,48,453
c421,316,277
c422,340,703
c423,302,472
c424,268,803
c425,17,160
c426,79,249
c427,278,29
c428,324,838
c429,416,747
c430,74,69
c431,163,807
c432,25,720
c433,195,28
c434,452,769
c435,256,116
c436,179,76
c437,209,207
c438,232,189
c439,94,690
c440,28,507
c441,339,359
c442,294,529
c443,94,496
c444,452,661
c445,25,38
c446,347,832
c447,125,553
c448,61,299
c449,383,762
c450,455,280
c451,120,187
c452,268,540
c453,370,451
c454,11,172
c455,176,215
c456,416,137
c457,25,474
c458,218,622
c459,209,566
c460,140,303
c461,71,515
c462,28,444
c463,247,568
c464,201,559
c465,362,740
c466,419,687
c467,218,243
c468,363,308
c469,38,35
c470,379,763
c471,422,335
c472,301,497
c473,5,233
c474,33,58
c475,140,812
c476,347,495
c477,132,515
c478,255,64
c479,32,101
c480,302,280
c481,2,553
c482,15,668
c483,10,202
c484,241,81
c485,304,224
c486,324,616
c487,466,15
c488,442,540
c489,431,552
c490,71,606
c491,271,467
c492,466,609
c493,51,251
c494,416,487
c495,140,100
c496,195,442
c497,34,234
c498,385,562
c499,102,206
c500,466,68
c501,25,264
c502,163,177
c503,140,128
c504,71,509
c505,117,593
c506,301,715
c507,430,92
c508,416,119
c509,416,447
c510,34,427
c511,71,146
c512,324,784
c513,149,617
c514,2,163
c515,241,778
c516,103,502
c517,448,269
c518,51,283
c519,61,259
c520,209,614
c521,48,25
c522,419,848
c523,416,320
c524,455,321
c525,143,713
c526,25,376
c527,416,290
c528,140,190
c529,199,854
c530,61,714
c531,466,466
c532,153,787
c533,48,462
c534,466,659
c535,95,618
c536,186,110
c537,64,578
c538,9,65
c539,240,427
c540,406,720
c541,48,662
c542,117,263
c543,212,285
c544,416,433
c545,439,144
c546,360,330
c547,143,121
c548,225,688
c549,225,754
c550,55,53
c551,179,123
c552,109,266
c553,209,724
c554,235,854
c555,439,565
c556,28,83
c557,245,536
c558,2,689
c559,281,609
c560,402,389
c561,241,70
c562,143,181
c563,186,523
c564,132,149
c565,2,445
c566,2,782
c567,155,466
c568,15,83
c569,78,514
c570,163,346
c571,222,635
c572,324,149
c573,117,172
c574,301,765
c575,316,202
c576,146,158
c577,80,665
c578,285,407
c579,25,504
c580,314,593
c581,455,379
c582,74,441
c583,332,594
c584,71,429
c585,2,137
c586,466,792
c587,294,465
c588,9,662
c589,143,168
c590,132,462
c591,61,664
c592,270,510
c593,268,32
c594,212,254
c595,439,454
c596,209,43
c597,57,280
c598,117,139
c599,117,318
c600,40,684
c601,409,590
c602,310,436
c603,199,841
c604,379,59
c605,393,613
c606,71,169
c607,209,499
c608,255,113
c609,78,25
c610,466,11
c611,201,738
c612,393,351
c613,40,548
c614,101,502
c615,94,249
c616,370,617
c617,232,81
c618,248,29
c619,202,341
c620,149,62
c621,2,286
c622,212,277
c623,146,196
c624,57,58
c625,448,640
c626,210,866
c627,94,470
c628,57,73
c629,416,524
c630,163,552
c631,278,38
c632,40,675
c633,466,703
c634,40,212
c635,324,615
c636,86,555
c637,186,125
c638,164,449
c639,34,479
c640,28,639
c641,77,738
c642,9,201
c643,270,36
c644,140,386
c645,178,186
c646,107,106
c647,40,833
c648,79,433
c649,97,204
c650,51,93
c651,193,220
c652,402,548
c653,140,705
c654,258,751
c655,199,781
c656,80,433
c657,371,209
c658,3,134
c659,17,718
c660,432,46
c661,239,70
c662,448,378
c663,225,483
c664,71,551
c665,316,677
c666,324,690
c667,5,261
c668,178,33
c669,140,790
c670,232,169
c671,72,593
c672,324,295
c673,25,289
c674,51,90
c675,416,284
c676,255,270
c677,79,658
c678,245,819
c679,130,783
c680,255,327
c681,235,409
c682,57,457
c683,232,428
c684,363,335
c685,209,30
c686,94,723
c687,393,177
c688,209,51
c689,350,325
c690,258,210
c691,370,482
c692,72,811
c693,419,324
c694,409,482
c695,133,608
c696,10,290
c697,419,334
c698,429,687
c699,186,799
c700,255,385
c701,225,548
c702,10,259
c703,80,694
c704,247,117
c705,107,509
c706,209,395
c707,86,174
c708,378,649
c709,416,744
c710,71,296
c711,332,43
c712,393,651
c713,25,437
c714,117,260
c715,71,29
c716,48,638
c717,419,230
c718,48,590
c719,447,366
c720,347,203
c721,55,58
c722,370,347
c723,71,733
c724,394,409
c725,163,768
c726,401,758
c727,455,45
c728,224,567
c729,439,643
c730,212,646
c731,186,386
c732,240,811
c733,327,88
c734,339,722
c735,337,220
c736,28,464
c737,120,762
c738,314,373
c739,350,328
c740,232,43
c741,11,70
c742,48,624
c743,333,106
c744,316,18
c745,5,694
c746,186,581
c747,178,262
c748,71,186
c749,308,43
c750,86,164
c751,74,474
c752,86,404
c753,61,281
c754,416,40
c755,455,144
c756,454,421
c757,278,368
c758,117,265
c759,281,30
c760,178,239
c761,109,832
c762,48,309
c763,241,535
c764,86,112
c765,132,469
c766,393,529
c767,17,795
c768,360,328
c769,278,344
c770,57,30
c771,232,477
c772,301,234
c773,440,321
c774,370,550
c775,195,577
c776,140,825
c777,148,152
c778,140,560
c779,255,285
c780,101,53
c781,102,514
c782,232,77
c783,200,843
c784,140,49
c785,125,819
c786,408,296
c787,10,738
c788,317,519
c789,71,686
c790,301,409
c791,339,117
c792,466,783
c793,84,727
c794,176,842
c795,117,170
c796,186,365
c797,241,840
c798,103,79
c799,155,265
c800,350,538
c801,370,446
c802,232,73
c803,439,146
c804,339,393
c805,232,837
c806,48,715
c807,238,75
c808,48,469
c809,429,612
c810,124,249
c811,268,91
c812,255,307
c813,179,308
c814,84,513
c815,33,657
c816,9,495
c817,156,636
c818,245,805
c819,373,709
c820,339,123
c821,94,655
c822,155,782
c823,370,622
c824,409,594
c825,15,195
c826,186,169
c827,233,305
c828,78,463
c829,247,126
c830,143,597
c831,222,591
c832,199,603
c833,232,255
c834,416,373
c835,209,403
c836,51,743
c837,10,249
c838,2,237
c839,218,595
c840,63,652
c841,301,50
c842,25,150
c843,224,51
c844,416,59
c845,442,530
c846,11,746
c847,202,318
c848,140,317
c849,255,311
c850,209,712
c851,143,278
c852,186,378
c853,153,833
c854,278,714
c855,140,67
c856,245,707
c857,241,818
c858,209,367
c859,71,164
c860,140,490
c861,255,247
c862,432,259
c863,78,475
c864,94,284
c865,71,728
c866,439,605
c867,94,309
c868,48,665
c869,11,657
c870,240,866
c871,201,360
c872,117,337
c873,255,228
c874,176,818
c875,255,226
c876,409,422
c877,34,606
c878,439,82
c879,2,772
c880,222,219
c881,245,835
c882,143,187
c883,38,194
c884,424,419
c885,110,403
c886,304,852
c887,41,166
c888,186,536
c889,2,306
c890,130,662
c891,264,321
c892,49,618
c893,148,132
c894,400,793
c895,439,219
c896,2,183
c897,247,325
c898,224,733
c899,78,81
c900,385,274
c901,178,617
c902,109,71
c903,2,688
c904,195,326
c905,370,213
c906,48,82
c907,194,239
c908,419,171
c909,425,310
c910,25,90
c911,79,520
c912,301,385
c913,186,458
c914,57,291
c915,268,801
c916,454,30
c917,63,835
c918,466,726
c919,293,808
c920,120,37
c921,212,174
c922,25,616
c923,429,751
c924,109,569
c925,54,519
c926,28,24
c927,156,333
c928,140,819
c929,117,70
c930,186,383
c931,25,537
c932,79,58
c933,163,256
c934,2,544
c935,80,42
c936,140,340
c937,71,47
c938,232,585
c939,170,230
c940,132,173
c941,186,99
c942,356,230
c943,385,628
c944,393,65
c945,201,575
c946,199,615
c947,396,621
c948,9,439
c949,385,477
c950,232,369
c951,130,187
c952,302,122
c953,103,227
c954,360,728
c955,363,830
c956,279,522
c957,101,37
c958,454,263
c959,439,851
c960,235,22
c961,408,362
c962,109,243
c963,301,524
c964,172,432
c965,416,584
c966,255,358
c967,278,383
c968,245,11
c969,255,291
c970,448,839
c971,103,297
c972,126,759
c973,51,299
c974,179,569
c975,28,707
c976,331,226
c977,186,235
c978,224,269
c979,2,17
c980,212,633
c981,71,272
c982,439,462
c983,71,601
c984,240,704
c985,77,511
c986,416,372
c987,439,214
c988,301,124
c989,454,677
c990,425,635
c991,301,671
c992,466,599
c993,301,168
c994,339,464
c995,217,446
c996,363,261
c997,232,533
c998,94,91
c999,17,698
c1000,140,658
c1001,2,297
c1002,339,571
c1003,153,435
c1004,370,156
c1005,431,194
c1006,278,226
c1007,454,525
c1008,347,344
c1009,2,285
c1010,95,327
c1011,304,42
c1012,41,23
c1013,432,371
c1014,455,93
c1015,120,39
c1016,57,100
c1017,466,110
c1018,270,136
c1019,235,783
c1020,28,857
c1021,264,429
c1022,54,507
c1023,117,48
c1024,170,534
c1025,360,611
c1026,140,624
c1027,141,378
c1028,301,298
c1029,383,848
c1030,324,558
c1031,63,237
c1032,293,621
c1033,324,95
c1034,71,837
c1035,316,466
c1036,94,218
c1037,74,460
c1038,186,42
c1039,439,148
c1040,80,309
c1041,370,628
c1042,255,103
c1043,452,803
c1044,255,539
c1045,232,425
c1046,339,842
c1047,77,57
c1048,291,660
c1049,64,16
c1050,40,773
c1051,324,772
c1052,86,302
c1053,466,823
c1054,370,461
c1055,286,55
c1056,2,199
c1057,314,800
c1058,5,49
c1059,264,791
c1060,317,287
c1061,2,260
c1062,61,674
c1063,156,452
c1064,248,746
c1065,284,41
c1066,143,866
c1067,316,128
c1068,270,507
c1069,155,266
c1070,362,549
c1071,209,706
c1072,101,722
c1073,241,87
c1074,325,166
c1075,209,135
c1076,11,125
c1077,163,407
c1078,263,18
c1079,117,322
c1080,386,88
c1081,140,774
c1082,163,697
c1083,340,473
c1084,48,721
c1085,57,87
c1086,235,227
c1087,11,229
c1088,314,705
c1089,78,52
c1090,209,855
c1091,2,57
c1092,25,788
c1093,439,359
c1094,232,828
c1095,15,72
c1096,166,797
c1097,466,332
c1098,209,596
c1099,201,673
c1100,71,824
c1101,55,680
c1102,148,240
c1103,429,628
c1104,94,403
c1105,304,30
c1106,286,34
c1107,416,51
c1108,172,105
c1109,281,59
c1110,416,559
c1111,324,565
c1112,117,53
c1113,393,331
c1114,33,672
c1115,78,30
c1116,132,48
c1117,148,317
c1118,393,761
c1119,264,84
c1120,2,766
c1121,247,299
c1122,466,658
c1123,383,824
c1124,86,329
c1125,304,14
c1126,94,168
c1127,239,102
c1128,212,814
c1129,178,233
c1130,38,20
c1131,120,673
c1132,32,268
c1133,186,663
c1134,442,674
c1135,258,205
c1136,396,651
c1137,79,305
c1138,287,81
c1139,255,595
c1140,339,475
c1141,278,794
c1142,325,189
c1143,264,92
c1144,432,740
c1145,2,407
c1146,32,527
c1147,163,671
c1148,48,562
c1149,195,203
c1150,270,678
c1151,294,333
c1152,333,508
c1153,56,228
c1154,48,64
c1155,406,604
c1156,103,677
c1157,117,694
c1158,15,441
c1159,140,44
c1160,212,780
c1161,466,35
c1162,201,542
c1163,163,261
c1164,224,71
c1165,2,504
c1166,9,268
c1167,247,302
c1168,239,689
c1169,347,343
c1170,442,813
c1171,140,469
c1172,141,70
c1173,178,404
c1174,314,543
c1175,232,140
c1176,126,704
c1177,452,113
c1178,454,490
c1179,94,55
c1180,156,803
c1181,431,701
c1182,40,375
c1183,255,452
c1184,339,283
c1185,25,713
c1186,466,330
c1187,370,108
c1188,209,702
c1189,41,333
c1190,447,356
c1191,31,63
c1192,337,785
c1193,87,185
c1194,17,398
c1195,189,270
c1196,232,342
c1197,245,222
c1198,466,563
c1199,310,88
c1200,401,643
c1201,71,656
c1202,416,630
c1203,71,82
c1204,331,838
c1205,278,54
c1206,25,97
c1207,425,440
c1208,245,860
c1209,132,181
c1210,140,6
c1211,363,842
c1212,217,262
c1213,147,158
c1214,201,657
c1215,247,239
c1216,103,838
c1217,235,646
c1218,186,104
c1219,35,636
c1220,439,560
c1221,120,159
c1222,163,817
c1223,71,277
c1224,286,45
c1225,439,765
c1226,127,541
c1227,287,41
c1228,130,441
c1229,301,411
c1230,393,593
c1231,141,355
c1232,248,689
c1233,301,130
c1234,373,532
c1235,163,547
c1236,51,484
c1237,440,722
c1238,80,803
c1239,94,456
c1240,225,75
c1241,195,264
c1242,439,484
c1243,71,167
c1244,28,8
c1245,186,137
c1246,278,778
c1247,278,354
c1248,163,597
c1249,186,360
c1250,291,38
c1251,132,146
c1252,419,648
c1253,186,370
c1254,143,124
c1255,110,773
c1256,354,159
c1257,347,309
c1258,304,227
c1259,74,648
c1260,61,659
c1261,386,194
c1262,409,793
c1263,71,836
c1264,78,254
c1265,71,118
c1266,291,187
c1267,126,0
c1268,247,308
c1269,28,66
c1270,278,360
c1271,109,173
c1272,17,465
c1273,466,176
c1274,186,684
c1275,143,206
c1276,48,675
c1277,40,40
c1278,78,74
c1279,212,593
c1280,447,432
c1281,255,152
c1282,48,203
c1283,25,668
c1284,406,375
c1285,466,705
c1286,25,353
c1287,429,841
c1288,347,841
c1289,63,651
c1290,71,339
c1291,80,317
c1292,239,75
c1293,109,340
c1294,240,102
c1295,202,69
c1296,8,297
c1297,327,687
c1298,232,205
c1299,9,520
c1300,209,71
c1301,51,503
c1302,424,663
c1303,337,404
c1304,442,435
c1305,18,48
c1306,117,377
c1307,2,247
c1308,2,19
c1309,224,139
c1310,140,513
c1311,17,147
c1312,212,256
c1313,401,627
c1314,408,701
c1315,393,362
c1316,466,725
c1317,71,332
c1318,195,581
c1319,61,521
c1320,452,682
c1321,419,617
c1322,25,144
c1323,48,651
c1324,94,325
c1325,78,244
c1326,153,149
c1327,324,110
c1328,416,833
c1329,163,800
c1330,347,724
c1331,140,330
c1332,377,114
c1333,40,810
c1334,370,541
c1335,195,168
c1336,132,687
c1337,28,695
c1338,209,598
c1339,48,755
c1340,270,16
c1341,209,466
c1342,10,687
c1343,149,190
c1344,339,316
c1345,286,60
c1346,109,87
c1347,245,866
c1348,357,622
c1349,94,446
c1350,212,13
c1351,258,524
c1352,248,762
c1353,51,212
c1354,102,673
c1355,71,346
c1356,57,495
c1357,163,409
c1358,28,481
c1359,140,233
c1360,97,856
c1361,286,26
c1362,97,29
c1363,393,119
c1364,117,531
c1365,71,488
c1366,309,365
c1367,278,205
c1368,232,100
c1369,256,220
c1370,293,205
c1371,301,614
c1372,402,671
c1373,224,136
c1374,416,573
c1375,28,500
c1376,255,169
c1377,71,253
c1378,141,631
c1379,48,148
c1380,439,513
c1381,232,462
c1382,95,766
c1383,262,20
c1384,34,711
c1385,270,442
c1386,209,315
c1387,224,48
c1388,393,570
c1389,301,706
c1390,419,309
c1391,109,254
c1392,120,153
c1393,97,81
c1394,28,494
c1395,84,465
c1396,86,167
c1397,102,27
c1398,255,142
c1399,189,281
c1400,54,40
c1401,316,156
c1402,337,17
c1403,317,123
c1404,35,21
c1405,278,606
c1406,386,381
c1407,28,293
c1408,125,21
c1409,146,140
c1410,264,20
c1411,446,806
c1412,130,714
c1413,385,791
c1414,439,721
c1415,179,442
c1416,15,758
c1417,432,559
c1418,143,770
c1419,117,719
c1420,15,67
c1421,209,110
c1422,232,291
c1423,255,741
c1424,222,611
c1425,278,744
c1426,120,237
c1427,40,381
c1428,186,212
c1429,287,364
c1430,466,675
c1431,102,751
c1432,5,842
c1433,2,576
c1434,34,74
c1435,218,587
c1436,241,551
c1437,25,172
c1438,149,303
c1439,130,157
c1440,126,160
c1441,362,251
c1442,9,669
c1443,125,422
c1444,34,284
c1445,402,138
c1446,270,496
c1447,301,652
c1448,163,683
c1449,33,21
c1450,166,201
c1451,71,720
c1452,268,87
c1453,301,266
c1454,125,747
c1455,396,835
c1456,32,60
c1457,255,68
c1458,466,573
c1459,18,402
c1460,301,564
c1461,324,41
c1462,439,39
c1463,209,407
c1464,255,205
c1465,294,221
c1466,333,204
c1467,291,719
c1468,149,158
c1469,17,775
c1470,54,53
c1471,396,669
c1472,324,457
c1473,401,631
c1474,176,225
c1475,125,209
c1476,178,581
c1477,10,229
c1478,301,554
c1479,34,745
c1480,178,198
c1481,224,724
c1482,379,83
c1483,393,588
c1484,71,682
c1485,452,696
c1486,9,310
c1487,370,161
c1488,25,844
c1489,2,63
c1490,25,575
c1491,72,326
c1492,431,475
c1493,419,680
c1494,140,606
c1495,287,654
c1496,94,21
c1497,284,75
c1498,38,533
c1499,38,8
c1500,153,715
c1501,15,451
c1502,224,503
c1503,94,500
c1504,71,742
c1505,102,459
c1506,324,92
c1507,222,627
c1508,429,161
c1509,310,91
c1510,310,36
c1511,57,267
c1512,148,704
c1513,109,247
c1514,132,92
c1515,245,217
c1516,25,839
c1517,355,520
c1518,355,537
c1519,278,75
c1520,370,74
c1521,245,774
c1522,419,685
c1523,209,512
c1524,78,42
c1525,11,284
c1526,239,108
c1527,406,708
c1528,466,586
c1529,130,556
c1530,347,474
c1531,94,145
c1532,317,525
c1533,5,198
c1534,419,161
c1535,86,362
c1536,94,30
c1537,2,624
c1538,270,233
c1539,466,759
c1540,340,237
c1541,74,673
c1542,431,566
c1543,11,268
c1544,78,468
c1545,442,834
c1546,264,29
c1547,347,28
c1548,64,359
c1549,209,118
c1550,314,719
c1551,446,74
c1552,291,858
c1553,58,435
c1554,224,106
c1555,293,519
c1556,40,689
c1557,187,288
c1558,324,631
c1559,94,280
c1560,466,92
c1561,79,694
c1562,339,242
c1563,245,438
c1564,445,795
c1565,170,716
c1566,455,391
c1567,125,310
c1568,226,866
c1569,110,167
c1570,249,866
c1571,80,406
c1572,71,324
c1573,363,339
c1574,449,15
c1575,102,260
c1576,452,580
c1577,213,866
c1578,71,241
c1579,94,463
c1580,55,325
c1581,126,390
c1582,212,830
c1583,179,243
c1584,147,286
c1585,268,568
c1586,209,740
c1587,117,651
c1588,301,376
c1589,2,330
c1590,454,364
c1591,263,644
c1592,117,565
c1593,32,473
c1594,232,149
c1595,33,463
c1596,270,715
c1597,148,599
c1598,2,38
c1599,416,16
c1600,86,141
c1601,247,260
c1602,102,686
c1603,15,844
c1604,71,62
c1605,270,289
c1606,362,571
c1607,189,234
c1608,301,212
c1609,117,382
c1610,466,669
c1611,386,260
c1612,15,840
c1613,466,561
c1614,402,298
c1615,232,332
c1616,25,254
c1617,370,500
c1618,163,490
c1619,11,784
c1620,240,654
c1621,454,454
c1622,324,283
c1623,316,325
c1624,130,719
c1625,347,18
c1626,209,339
c1627,288,650
c1628,301,283
c1629,86,567
c1630,63,677
c1631,324,286
c1632,255,709
c1633,301,244
c1634,452,22
c1635,258,91
c1636,195,653
c1637,347,167
c1638,94,608
c1639,5,179
c1640,15,502
c1641,132,648
c1642,94,535
c1643,218,280
c1644,232,87
c1645,163,266
c1646,233,866
c1647,33,263
c1648,304,441
c1649,25,252
c1650,120,705
c1651,178,189
c1652,71,773
c1653,196,189
c1654,245,416
c1655,245,698
c1656,278,808
c1657,147,199
c1658,347,569
c1659,209,115
c1660,117,308
c1661,94,154
c1662,439,261
c1663,393,345
c1664,148,710
c1665,466,589
c1666,419,545
c1667,301,238
c1668,79,503
c1669,393,432
c1670,396,646
c1671,48,74
c1672,186,254
c1673,143,203
c1674,186,47
c1675,34,447
c1676,125,276
c1677,429,607
c1678,301,90
c1679,87,577
c1680,2,684
c1681,406,689
c1682,373,135
c1683,416,510
c1684,466,451
c1685,255,290
c1686,222,586
c1687,149,146
c1688,347,571
c1689,442,600
c1690,178,806
c1691,416,469
c1692,18,339
c1693,80,14
c1694,48,300
c1695,416,791
c1696,431,549
c1697,258,430
c1698,454,479
c1699,209,298
c1700,255,463
c1701,0,802
c1702,255,541
c1703,416,398
c1704,71,388
c1705,87,415
c1706,40,604
c1707,324,491
c1708,9,94
c1709,235,553
c1710,416,46
c1711,466,727
c1712,466,403
c1713,301,747
c1714,84,297
c1715,347,425
c1716,10,40
c1717,347,107
c1718,86,721
c1719,270,332
c1720,38,327
c1721,102,79
c1722,2,654
c1723,155,53
c1724,172,13
c1725,264,825
c1726,79,732
c1727,324,804
c1728,94,129
c1729,212,772
c1730,442,550
c1731,57,450
c1732,255,442
c1733,255,678
c1734,466,200
c1735,140,60
c1736,15,538
c1737,80,448
c1738,324,324
c1739,255,772
c1740,117,707
c1741,466,264
c1742,2,284
c1743,118,472
c1744,301,18
c1745,264,27
c1746,232,445
c1747,466,457
c1748,2,449
c1749,103,53
c1750,466,600
c1751,56,741
c1752,78,653
c1753,32,705
c1754,270,375
c1755,466,761
c1756,255,334
c1757,217,274
c1758,439,421
c1759,56,472
c1760,71,316
c1761,147,209
c1762,74,50
c1763,195,424
c1764,386,168
c1765,71,572
c1766,293,731
c1767,51,325
c1768,57,704
c1769,383,558
c1770,258,322
c1771,102,74
c1772,370,689
c1773,232,665
c1774,385,437
c1775,245,609
c1776,439,624
c1777,25,361
c1778,317,167
c1779,163,617
c1780,109,196
c1781,263,80
c1782,38,59
c1783,163,279
c1784,218,533
c1785,325,143
c1786,314,554
c1787,287,20
c1788,71,454
c1789,170,838
c1790,86,417
c1791,18,557
c1792,263,63
c1793,432,89
c1794,294,199
c1795,425,312
c1796,80,254
c1797,140,313
c1798,385,479
c1799,385,727
c1800,431,431
c1801,466,192
c1802,333,751
c1803,232,467
c1804,150,171
c1805,109,253
c1806,402,252
c1807,429,782
c1808,74,435
c1809,148,158
c1810,212,279
c1811,466,363
c1812,222,866
c1813,209,694
c1814,218,60
c1815,377,647
c1816,94,454
c1817,393,548
c1818,193,795
c1819,63,676
c1820,107,24
c1821,278,71
c1822,278,466
c1823,48,273
c1824,126,698
c1825,209,76
c1826,143,292
c1827,109,244
c1828,268,430
c1829,448,653
c1830,178,119
c1831,48,621
c1832,439,847
c1833,356,227
c1834,132,139
c1835,40,168
c1836,2,368
c1837,310,50
c1838,132,140
c1839,28,35
c1840,34,279
c1841,212,180
c1842,48,337
c1843,117,92
c1844,153,143
c1845,419,633
c1846,79,242
c1847,452,329
c1848,301,150
c1849,210,476
c1850,109,719
c1851,287,611
c1852,235,794
c1853,347,221
c1854,264,834
c1855,355,615
c1856,324,712
c1857,202,790
c1858,2,580
c1859,61,509
c1860,278,574
c1861,466,821
c1862,406,625
c1863,466,849
c1864,224,456
c1865,442,553
c1866,439,666
c1867,439,400
c1868,209,19
c1869,385,293
c1870,102,23
