,coordinate1,coordinate2
f352,28,11
f353,235,32
f354,531,63
f355,360,49
f356,301,63
f357,554,39
f358,80,42
f359,18,0
f360,469,25
f361,561,54
f362,308,60
f363,429,45
f364,370,39
f365,28,31
f366,58,21
f367,518,43
f368,579,61
f369,209,62
f370,469,31
f371,540,69
f372,140,68
f373,401,63
f374,278,72
f375,124,65
f376,309,10
f377,38,11
f378,446,43
f379,73,0
f380,125,31
f381,355,10
f382,534,28
f383,579,75
f384,465,77
f385,241,64
f386,2,59
f387,11,52
f388,331,37
f389,324,14
f390,10,68
f391,469,57
f392,308,21
f393,107,50
f394,567,40
f395,199,11
f396,360,40
f397,485,72
f398,94,63
f399,195,47
f400,452,14
f401,264,60
f402,370,63
f403,504,84
f404,51,20
f405,455,37
f406,439,65
f407,327,34
f408,255,32
f409,32,52
f410,522,84
f411,337,11
f412,406,69
f413,278,54
f414,107,70
f415,557,8
f416,2,52
f417,396,0
f418,28,54
f419,333,42
f420,498,28
f421,347,52
f422,416,49
f423,255,59
f424,308,47
f425,494,53
f426,48,10
f427,245,15
f428,2,57
f429,199,44
f430,5,22
f431,51,39
f432,9,60
f433,327,30
f434,255,54
f435,462,50
f436,278,47
f437,314,11
f438,222,48
f439,498,78
f440,176,61
f441,84,49
f442,263,57
f443,500,17
f444,511,60
f445,218,33
f446,255,36
f447,416,57
f448,245,32
f449,487,0
f450,485,51
f451,494,5
f452,71,10
f453,156,64
f454,452,25
f455,531,34
f456,179,69
f457,94,59
f458,393,12
f459,579,29
f460,350,51
f461,370,26
f462,308,43
f463,508,31
f464,402,70
f465,419,48
f466,258,12
f467,209,10
f468,511,46
f469,554,30
f470,179,65
f471,485,57
f472,402,23
f473,314,16
f474,218,71
f475,195,10
f476,147,63
f477,57,47
f478,350,11
f479,242,67
f480,120,77
f481,337,27
f482,74,25
f483,288,39
f484,494,40
f485,517,54
f486,554,10
f487,504,0
f488,117,49
f489,51,42
f490,333,49
f491,163,77
f492,327,74
