,coordinate1,coordinate2
c258,3552,7154
c259,4627,4368
c260,6399,4054
c261,3512,6533
c262,4817,5228
c263,5288,9487
c264,6102,3812
c265,5862,7792
c266,3543,5783
c267,5089,9643
c268,4566,7130
c269,4208,5531
c270,4292,7524
c271,6684,3813
c272,3977,6026
c273,4154,5657
c274,3973,7027
c275,4168,3239
c276,4948,4334
c277,3723,5520
c278,3552,4554
c279,5280,8214
c280,5291,4565
c281,5558,3917
c282,7818,3963
c283,3875,5191
c284,4483,4227
c285,3747,4636
c286,4295,8362
c287,5161,7864
c288,3367,6881
c289,3735,5794
c290,3968,7868
c291,6122,7763
c292,4957,4960
c293,4360,6534
c294,3464,6272
c295,3599,5123
c296,4249,7114
c297,4404,3015
c298,5940,9002
c299,4547,4700
c300,5603,3545
c301,5482,8086
c302,3240,5428
c303,5450,9840
c304,4994,4498
c305,4064,3074
c306,7318,3229
c307,3186,4989
c308,5454,3871
c309,6554,3465
c310,6184,8147
c311,5399,2745
c312,5623,5206
c313,5368,4716
c314,3473,4892
c315,3629,5502
c316,3972,4946
c317,4111,5810
c318,3862,6526
c319,3121,5428
c320,6667,3614
c321,6186,3364
c322,6488,3418
c323,3854,4588
c324,5489,10672
c325,3262,4969
c326,5486,6664
c327,5056,7814
c328,5315,6176
c329,6081,9600
c330,4337,7876
c331,3937,7926
c332,3858,8285
c333,3464,6375
c334,3709,6684
c335,4251,2873
c336,4209,3889
c337,8553,4020
c338,5708,4604
c339,5057,5290
c340,6977,3298
c341,4602,6999
c342,4213,5789
c343,7634,3191
c344,6280,5125
c345,5078,7974
c346,4142,4436
c347,6431,5196
c348,3026,5495
c349,5199,10725
c350,3412,4972
c351,6682,3482
c352,5030,5623
c353,7140,5567
c354,4264,4694
c355,4487,5387
c356,5678,3175
c357,3978,6897
c358,5666,8024
c359,4821,8298
c360,4536,8538
c361,5082,8716
c362,5758,4354
c363,4346,5699
c364,6360,4855
c365,4080,5346
c366,4082,4942
c367,4419,4254
c368,4429,4054
c369,4827,8503
c370,3879,8733
c371,3390,5100
c372,4341,5642
c373,6084,9015
c374,7603,5193
c375,4488,4783
c376,4385,3477
c377,4055,6195
c378,5844,8716
c379,5660,10010
c380,5930,3733
c381,4266,4319
c382,3762,5188
c383,6448,8704
c384,6084,9719
c385,3870,7076
c386,6560,3240
c387,4730,7684
c388,5755,7042
c389,5170,8688
c390,6614,4438
c391,4327,6127
c392,6695,5948
c393,5010,6637
c394,4300,6022
c395,7624,4991
c396,5037,6211
c397,3311,5727
c398,4718,6069
c399,6611,8822
c400,5365,10335
c401,3684,5136
c402,4569,8739
c403,4989,4685
c404,5672,4132
c405,5967,5162
c406,6593,4656
c407,5460,4885
c408,5002,4143
c409,4305,8476
c410,4272,3612
c411,3803,5173
c412,3097,6766
c413,3171,6372
c414,3623,6245
c415,3874,8692
c416,5080,3970
c417,3914,6975
c418,3844,4491
c419,5104,4270
c420,5824,9948
c421,3215,6709
c422,4995,9729
c423,3729,4829
c424,4195,4906
c425,5380,10483
c426,5165,5610
c427,7016,5568
c428,4696,8464
c429,4084,6489
c430,4562,3599
c431,5563,6235
c432,8098,3541
c433,5318,7642
c434,5260,6426
c435,3451,5798
c436,6466,5021
c437,3392,6420
c438,3951,6082
c439,6098,9582
c440,4166,5873
c441,3260,5310
c442,4396,6435
c443,3544,8301
c444,5292,7132
c445,5612,5685
c446,3742,5655
c447,3565,6448
c448,4203,5138
c449,8074,4419
c450,5606,3648
c451,3913,5329
c452,4448,4887
c453,4933,10385
c454,5679,10214
c455,5751,9319
c456,5867,8960
c457,4226,6227
c458,7545,3413
c459,3683,7305
c460,7661,4126
c461,4448,5100
c462,4917,4655
c463,5244,8755
c464,5017,10765
c465,3428,7083
c466,5362,2870
c467,3560,4754
c468,5270,8407
c469,6908,4163
c470,6763,3322
c471,5259,4422
c472,4134,3060
c473,5064,7856
c474,4191,5797
c475,3886,5894
c476,3410,5716
c477,5421,10692
c478,5175,9773
c479,6305,3592
c480,3147,6176
c481,4862,3993
c482,5564,10606
c483,5733,8537
c484,5234,4468
c485,4475,4092
c486,6537,5085
c487,4096,5985
c488,4627,2978
c489,5448,4599
c490,6580,3548
c491,4919,5409
c492,4606,7042
c493,6850,4549
c494,5336,5455
c495,5188,10127
c496,3501,4544
c497,4760,4858
c498,5709,6521
c499,3676,4807
c500,3929,4416
c501,3965,7014
c502,7675,4586
c503,6679,3506
c504,4865,3141
c505,3058,6070
c506,4330,4341
c507,5879,9382
c508,4885,4573
c509,4644,5543
c510,4580,9359
c511,4900,4278
c512,6485,4700
c513,3685,6391
c514,4192,4923
c515,5506,2905
c516,5742,3497
c517,5687,9304
c518,6368,4727
c519,7055,4512
c520,3763,5307
c521,6708,3716
c522,4240,3789
c523,3247,6222
c524,5006,5097
c525,6215,8089
c526,5325,4059
c527,3325,7223
c528,5421,3901
c529,6700,5687
c530,4630,6911
c531,4079,5558
c532,3510,7370
c533,5412,6468
c534,5849,3271
c535,6163,8171
c536,3642,8201
c537,4092,3413
c538,3383,5306
c539,4300,3807
c540,7509,3271
c541,5008,3920
c542,5267,8030
c543,3193,5352
c544,4965,3927
c545,4292,4390
c546,4591,7078
c547,5073,10429
c548,5419,4428
c549,7030,5182
c550,3742,6329
c551,5282,9124
c552,4222,4856
c553,4053,6237
c554,6391,5662
c555,5069,9916
c556,5915,10295
c557,4980,7814
c558,6249,10065
c559,6359,5615
c560,5219,9943
c561,6614,3039
c562,5773,9667
c563,5648,7090
c564,5707,7703
c565,6014,8977
c566,3735,5163
c567,5009,7698
c568,4150,8303
c569,5091,7942
c570,5263,9658
c571,7555,3628
c572,7375,3390
c573,5581,10447
c574,7375,5110
c575,5814,9721
c576,4118,5579
c577,4184,4460
c578,5859,3501
c579,3745,4717
c580,4997,9628
c581,4222,9023
c582,7232,4542
c583,4324,5354
c584,3660,6662
c585,6125,5059
c586,7556,4570
c587,3891,5671
c588,3917,4619
c589,6210,3760
c590,7700,4265
c591,4379,4867
c592,5669,10049
c593,4100,3144
c594,3894,5407
c595,5309,10204
c596,4470,7947
c597,3679,6433
c598,3934,6571
c599,5662,5974
c600,3639,6889
c601,5556,4069
c602,3661,6700
c603,3216,6115
c604,5909,7126
c605,5818,7389
c606,7059,2775
c607,4032,6560
c608,5169,3738
c609,3379,6809
c610,4808,6119
c611,6015,10032
c612,3681,4964
c613,3404,6950
c614,7011,2964
c615,6898,5073
c616,3711,8344
c617,4910,5777
c618,4690,10626
c619,4962,9584
c620,3713,6714
c621,3929,6998
c622,4207,5444
c623,5624,9132
c624,6032,9136
c625,5309,4938
c626,4523,4539
c627,6175,8430
c628,3739,7546
c629,4241,7015
c630,6586,3577
c631,4074,8933
c632,5193,7473
c633,3938,5491
c634,5286,2941
c635,6141,8799
c636,6679,4879
c637,7515,4135
c638,4738,3388
c639,5803,9782
c640,4474,4404
c641,8091,3897
c642,5757,5454
c643,5203,3991
c644,4534,5203
c645,5894,4210
c646,4429,3306
c647,5663,7348
c648,6981,3316
c649,6428,4118
c650,5604,6439
c651,5456,3323
c652,5026,10163
c653,3617,4657
c654,5831,7886
c655,3560,6480
c656,4146,8260
c657,5839,9970
c658,3661,5488
c659,5635,10292
c660,4184,5209
c661,3257,6251
c662,4659,6599
c663,6026,4142
c664,6140,5459
c665,5575,2912
c666,4862,3478
c667,5936,9245
c668,4172,5945
c669,5415,7049
c670,4776,5512
c671,7087,4772
c672,5413,10020
c673,5656,3417
c674,4368,6098
c675,5038,7114
c676,4140,9008
c677,3282,6792
c678,3041,5663
c679,6301,5643
c680,6969,5197
c681,4748,8867
c682,3830,8342
c683,7319,3580
c684,3349,5064
c685,5741,7780
c686,4619,3458
c687,3769,5030
c688,3746,5601
c689,5053,5441
c690,6914,4395
c691,4309,3450
c692,5587,3828
c693,4192,4717
c694,4584,6838
c695,4333,4572
c696,5926,9517
c697,5582,9991
c698,5406,9179
c699,5322,8486
c700,4076,5204
c701,3795,8181
c702,4077,5957
c703,3340,6424
c704,7967,8211
c705,3883,6636
c706,7221,5642
c707,4876,6332
c708,5384,7188
c709,3408,4687
c710,7327,4333
c711,5986,5054
c712,5817,5118
c713,3170,5448
c714,3555,5757
c715,5062,10346
c716,6039,9341
c717,4361,3884
c718,5686,4954
c719,3630,7181
c720,5439,5616
c721,3065,5427
c722,4439,5205
c723,3472,5689
c724,6038,9693
c725,3900,5382
c726,4574,8281
c727,4175,4846
c728,3029,5998
c729,5220,8088
c730,3986,5223
c731,5999,8656
c732,6413,4418
c733,4629,4045
c734,4188,5615
c735,6749,4793
c736,6335,2882
c737,4663,4711
c738,4883,6045
c739,6805,4085
c740,5789,7914
c741,6214,3568
c742,6228,5292
c743,6528,5631
c744,4934,9853
c745,5272,8903
c746,4751,4950
c747,4675,9142
c748,5137,9023
c749,5687,2893
c750,4785,5554
c751,5785,5703
c752,5736,5059
c753,4344,5063
c754,5990,4770
c755,3529,5085
c756,5665,9311
c757,6937,3028
c758,3117,5619
c759,5411,6540
c760,4254,6907
c761,4735,3216
c762,4786,4567
c763,4294,6917
c764,5528,6987
c765,5638,2695
c766,4740,6659
c767,4927,4684
c768,4376,5966
c769,6101,3895
c770,3257,4816
c771,6202,9423
c772,4527,3114
c773,5708,5139
c774,7117,3091
c775,5662,8129
c776,4134,5052
c777,4698,4682
c778,6234,3715
c779,4683,5828
c780,5513,7236
c781,5234,4297
c782,3986,9300
c783,7198,3675
c784,7890,8157
c785,4170,8846
c786,5842,5923
c787,4300,6764
c788,4115,5241
c789,3026,7407
c790,5763,8345
c791,4575,2682
c792,7718,3355
c793,3974,5369
c794,5195,7045
c795,7135,4216
c796,7652,3495
c797,6404,8849
c798,5785,7173
c799,6914,3806
c800,5674,9660
c801,6773,2760
c802,3957,5320
c803,4610,4808
c804,5548,6782
c805,5130,9237
c806,3061,5459
c807,5290,7071
c808,6282,8215
c809,5367,4274
c810,6831,5555
c811,4012,8157
c812,4461,7899
c813,3057,6351
c814,5500,10283
c815,6089,7695
c816,4091,3003
c817,4606,5034
c818,3529,5828
c819,6994,3547
c820,4968,8790
c821,4250,3921
c822,5325,9801
c823,3565,5182
c824,5849,3918
c825,4736,6617
c826,5027,9749
c827,5267,3920
c828,3882,5757
c829,5206,7285
c830,4875,6080
c831,5884,7423
c832,5320,9302
c833,3288,5521
c834,5532,10240
c835,4565,6154
c836,5447,2956
c837,4239,6139
c838,7286,4742
c839,5427,3290
c840,7173,4432
c841,5369,8943
c842,3620,7036
c843,4682,3701
c844,6135,3831
c845,5290,8490
c846,4043,6059
c847,4409,5370
c848,5863,4422
c849,5653,3946
c850,5443,3191
c851,3979,4474
c852,5824,9403
c853,5755,4298
c854,3970,2972
c855,5348,10118
c856,5858,8043
c857,5101,5523
c858,6728,2825
c859,5354,10203
c860,4883,6792
c861,6814,3871
c862,3701,5148
c863,4004,6964
c864,6406,4592
c865,4004,6171
c866,7853,3460
c867,6446,3744
c868,5695,3577
c869,5186,4028
c870,5974,3333
c871,5041,7344
c872,5562,9606
c873,5774,10092
c874,3035,6801
c875,4714,8658
c876,3205,7014
c877,5165,10111
c878,8249,3965
c879,3049,6691
c880,5385,10729
c881,6741,3610
c882,6074,4385
c883,5550,8019
c884,5170,8005
c885,3392,5623
c886,6085,5628
c887,4648,8522
c888,4666,5553
c889,7369,4148
c890,6211,8910
c891,5702,3134
c892,6419,3007
c893,4036,3348
c894,5264,5698
c895,5268,6569
c896,3933,7049
c897,5099,10101
c898,4987,3743
c899,5967,4121
c900,5437,4538
c901,3921,6153
c902,5249,9829
c903,6743,4215
c904,4953,3494
c905,3310,6622
c906,4563,3364
c907,5149,9720
c908,3901,6915
c909,5818,3487
c910,5181,6075
c911,7625,4167
c912,7134,4056
c913,5474,3021
c914,4934,9265
c915,5533,6931
c916,4092,5808
c917,5885,4948
c918,4464,6060
c919,6822,3593
c920,4953,4013
c921,8006,8227
c922,7227,2975
c923,5768,9234
c924,6032,9853
c925,4857,10197
c926,7212,4195
c927,3316,6102
c928,4007,6288
c929,4162,2911
c930,5989,3515
c931,5298,7478
c932,5109,4562
c933,3123,5335
c934,4885,7530
c935,3481,5299
c936,4918,3581
c937,3723,6697
c938,5313,8168
c939,3380,5338
c940,4299,8099
c941,5527,3670
c942,4303,9318
c943,5726,4001
c944,5420,8682
c945,5910,2950
c946,3784,5418
c947,4516,3000
c948,4637,10966
c949,4579,7338
c950,4752,3975
c951,4086,3379
c952,6274,5314
c953,5687,8830
c954,3653,4868
c955,6132,9497
c956,4157,5237
c957,4820,4678
c958,3934,7137
c959,5042,4768
c960,4500,4878
c961,3564,5267
c962,5960,4846
c963,5388,7261
c964,6149,3303
c965,6284,4410
c966,5971,8734
c967,4574,4451
c968,6058,3053
c969,5892,9689
c970,5442,2794
c971,4542,5539
c972,3019,5479
c973,5412,9801
c974,3902,4696
c975,7817,3804
c976,8049,3875
c977,3671,5687
c978,7794,4635
c979,8296,3806
c980,4885,3628
c981,3498,6731
c982,3166,5811
c983,5028,4319
c984,4983,4631
c985,3677,9490
c986,5400,9731
c987,5426,9963
c988,4090,6037
c989,4086,5715
c990,6817,3920
c991,6024,5422
c992,5232,9971
c993,6164,8012
c994,6110,4974
c995,7314,2912
c996,6075,8781
c997,5254,9877
c998,4673,10602
c999,7313,4857
c1000,4163,6158
c1001,5993,4538
c1002,5256,4134
c1003,4002,3316
c1004,4221,3905
c1005,3917,6611
c1006,4757,4179
c1007,5529,5012
c1008,4769,10411
c1009,4697,6130
c1010,3530,5438
c1011,7068,4764
c1012,7167,3981
c1013,5405,10135
c1014,4436,8109
c1015,6483,4005
c1016,7604,3794
c1017,7375,3875
c1018,5946,10224
c1019,6023,9905
c1020,7318,3625
c1021,7545,4645
c1022,4150,4654
c1023,6039,9371
c1024,6424,10338
c1025,4117,9423
c1026,3798,5486
c1027,5075,3692
c1028,5450,7797
c1029,3092,5416
c1030,6539,4974
c1031,5615,10636
c1032,8029,3669
c1033,5782,7584
c1034,6052,4105
c1035,3616,8146
c1036,6771,3264
c1037,5491,3766
c1038,5059,10173
c1039,4523,4411
c1040,3584,5683
c1041,6026,4105
c1042,3369,6835
c1043,5055,6236
c1044,5344,3141
c1045,7798,2917
c1046,3634,6979
c1047,4192,5862
c1048,4766,7694
c1049,3106,5749
c1050,3252,6879
c1051,4329,4897
c1052,5499,8927
c1053,5955,9862
c1054,5804,9130
c1055,4626,4851
c1056,3814,7430
c1057,4763,4772
c1058,4877,4803
c1059,5156,8134
c1060,4377,4537
c1061,6406,4710
c1062,5436,7429
c1063,4663,5449
c1064,6995,5203
c1065,6044,9445
c1066,5373,5769
c1067,4162,5309
c1068,5477,2948
c1069,3742,6520
c1070,5860,3213
c1071,3574,5779
c1072,3526,4742
c1073,5900,7342
c1074,4695,5371
c1075,3398,5502
c1076,6378,3077
c1077,8297,3683
c1078,6112,8896
c1079,7244,4440
c1080,4314,6359
c1081,4121,6180
c1082,4890,10710
c1083,5285,2909
c1084,3946,6063
c1085,4669,7717
c1086,7132,4094
c1087,6790,5592
c1088,3680,7097
c1089,4210,8077
c1090,5588,5271
c1091,4861,5550
c1092,3536,4884
c1093,7076,5773
c1094,5078,4538
c1095,5114,3638
c1096,5426,8401
c1097,4223,4463
c1098,6822,5666
c1099,4631,5294
c1100,6561,3749
c1101,4826,4298
c1102,3964,6161
c1103,6854,5025
c1104,4259,6110
c1105,5385,10534
c1106,4906,6320
c1107,5121,2899
c1108,3543,4551
c1109,4927,5909
c1110,4421,7474
c1111,4088,7571
c1112,5341,7449
c1113,4752,5653
c1114,4765,8300
c1115,3886,5333
c1116,3519,6709
c1117,5579,6604
c1118,4131,4895
c1119,6628,3629
c1120,6494,5004
c1121,4809,8883
c1122,5562,8025
c1123,4578,3042
c1124,5244,7571
c1125,4184,2682
c1126,3589,6793
c1127,5175,4632
c1128,5499,8095
c1129,7360,3965
c1130,5260,10214
c1131,3964,6914
c1132,6384,8746
c1133,6097,9422
c1134,5284,4718
c1135,6154,3107
c1136,6115,4813
c1137,4690,9310
c1138,7509,5212
c1139,4632,6522
c1140,4999,6684
c1141,3402,4998
c1142,7709,4558
c1143,3857,7232
c1144,5035,9303
c1145,7347,4123
c1146,5012,9956
c1147,5028,5576
c1148,4698,3347
c1149,6002,8544
c1150,3647,6725
c1151,3503,6845
c1152,5205,8539
c1153,5889,3823
c1154,3462,7095
c1155,6265,3818
c1156,4838,10153
c1157,8043,4114
c1158,3781,5161
c1159,6474,2879
c1160,6131,4455
c1161,5233,5096
c1162,4603,5479
c1163,4098,7611
c1164,3231,6833
c1165,5958,9566
c1166,5662,7450
c1167,3258,5323
c1168,5767,10065
c1169,4760,3593
c1170,4064,7161
c1171,4589,8935
c1172,7319,3291
c1173,3426,6791
c1174,3046,6527
c1175,3032,5433
c1176,6222,5158
c1177,5575,9453
c1178,3386,6015
c1179,3680,6638
c1180,3660,4471
c1181,4229,5182
c1182,7100,5735
c1183,6425,8655
c1184,4925,10520
c1185,6705,3657
c1186,3636,6945
c1187,5083,6951
c1188,4092,3228
c1189,3435,6929
c1190,7678,4353
c1191,7646,4247
c1192,5775,7621
c1193,4179,5832
c1194,3739,5907
c1195,5306,3164
c1196,6347,5016
c1197,4132,8803
c1198,5006,4702
c1199,7035,5627
c1200,7600,5377
c1201,4981,3232
c1202,3694,7147
c1203,6333,4497
c1204,6027,5312
c1205,4296,6183
c1206,4010,5731
c1207,3301,5814
c1208,4593,5399
c1209,6714,3034
c1210,4403,8511
c1211,4632,4279
c1212,5596,6879
c1213,4244,5643
c1214,6128,2914
c1215,4585,5512
c1216,4355,6127
c1217,4214,5883
c1218,5404,5941
c1219,4028,6194
c1220,3828,7117
c1221,5393,8364
c1222,5679,6617
c1223,4282,9073
c1224,7079,2852
c1225,3647,4503
c1226,4209,5272
c1227,4471,4575
c1228,3802,5435
c1229,3994,5551
c1230,5968,3775
c1231,5623,10231
c1232,4865,7808
c1233,5918,8878
c1234,3919,4985
c1235,3857,7138
c1236,5204,3918
c1237,5247,7884
c1238,5449,8108
c1239,5733,8361
c1240,7689,4218
c1241,5373,9571
c1242,4088,5760
c1243,5239,4852
c1244,3873,4917
c1245,7919,4503
c1246,4886,5517
c1247,6099,4661
c1248,6810,2861
c1249,4848,10259
c1250,4258,5842
c1251,3545,6018
c1252,5960,3650
c1253,4032,7316
c1254,6871,3066
c1255,4989,9736
c1256,6607,2692
c1257,4320,4366
c1258,7834,4516
c1259,5696,5305
c1260,5885,9711
c1261,4817,2821
c1262,4146,5425
c1263,7560,4076
c1264,3541,5545
c1265,5407,4360
c1266,3885,5384
c1267,6203,9027
c1268,7708,4298
c1269,4400,4583
c1270,3858,5221
c1271,4674,4232
c1272,3382,6654
c1273,5120,3167
c1274,4400,4572
c1275,6161,5627
c1276,3378,6531
c1277,6290,3215
c1278,4388,4845
c1279,3865,8975
c1280,4333,5043
c1281,5763,7883
c1282,6946,3408
c1283,5572,10414
c1284,4976,3550
c1285,7909,3842
c1286,3226,5477
c1287,3125,7161
c1288,6842,3314
c1289,6408,8690
c1290,3441,7183
c1291,4084,5216
c1292,4617,8483
c1293,4427,5777
c1294,3262,6697
c1295,6857,5483
c1296,4478,2702
c1297,4905,10369
c1298,4260,5668
c1299,4223,5328
c1300,3789,4883
c1301,4645,6893
c1302,4688,9498
c1303,4414,7945
c1304,5568,5926
c1305,5389,4143
c1306,7907,3729
c1307,3424,4910
c1308,7377,4256
c1309,4940,10033
c1310,3800,8276
c1311,4651,7762
c1312,6145,3420
c1313,4724,5636
c1314,5591,4822
c1315,6447,5725
c1316,3411,6130
c1317,4911,3724
c1318,6368,2766
c1319,4331,5237
c1320,4003,6220
c1321,8285,3971
c1322,3278,5454
c1323,5201,9133
c1324,3757,6174
c1325,4956,5943
c1326,4824,6241
c1327,3681,7036
c1328,5376,7496
c1329,4874,4105
c1330,3789,7229
c1331,3527,6677
c1332,3138,5313
c1333,3492,5160
c1334,5530,7983
c1335,5164,10158
c1336,6739,3559
c1337,5799,3470
c1338,4251,5160
c1339,4278,5799
c1340,5309,10547
c1341,3909,6937
c1342,3369,6939
c1343,4737,3073
c1344,7600,2940
c1345,5080,7595
c1346,7188,3422
c1347,3727,4931
c1348,5597,3073
c1349,6016,9655
c1350,4265,8866
c1351,3827,5331
c1352,6588,4007
c1353,5369,8970
c1354,3526,7525
c1355,6206,8201
c1356,6841,4502
c1357,6514,4524
c1358,5679,4822
c1359,5156,7259
c1360,5852,4912
c1361,6554,3982
c1362,5524,9192
c1363,3323,7155
c1364,8115,3870
c1365,7924,3524
c1366,4981,2921
c1367,3907,5831
c1368,6977,5571
c1369,4062,3081
c1370,6397,3275
c1371,3188,6184
c1372,4037,4567
c1373,4707,3285
c1374,3137,6717
c1375,5798,9879
c1376,4868,10166
c1377,5672,3901
c1378,5503,8024
c1379,3776,7638
c1380,4446,2822
c1381,5647,9379
c1382,5155,6175
c1383,5947,3619
c1384,5667,8318
c1385,4202,8362
c1386,5534,5964
c1387,4544,10673
c1388,5089,2863
c1389,3656,5405
c1390,3625,6280
c1391,7507,3466
c1392,4696,6665
c1393,5136,5605
c1394,4195,9366
c1395,3705,5649
c1396,5074,4293
c1397,5192,6640
c1398,4610,4261
c1399,5155,7688
c1400,5123,4690
c1401,5350,9956
c1402,5350,7928
c1403,5134,5038
c1404,4477,5339
c1405,5840,9892
c1406,4925,10726
c1407,7074,4535
c1408,7346,4311
c1409,5930,3828
c1410,4609,7774
c1411,7893,2745
c1412,7587,3251
c1413,6379,5328
c1414,3877,5397
c1415,6266,2734
c1416,4512,4143
c1417,5067,7893
c1418,3747,5077
c1419,3068,6450
c1420,7122,3365
c1421,6864,3601
c1422,3571,7619
c1423,5969,8704
c1424,3592,5771
c1425,7232,4240
c1426,3980,6815
c1427,5283,7152
c1428,5399,10347
c1429,5261,4423
c1430,8182,3759
c1431,3384,5275
c1432,6865,5085
c1433,5481,3134
c1434,4633,5458
c1435,6020,8841
c1436,7158,5774
c1437,4893,8539
c1438,5598,9461
c1439,3383,5687
c1440,6148,9909
c1441,4738,7994
c1442,3450,6727
c1443,7525,3746
c1444,5567,7595
c1445,3351,4689
c1446,5460,8360
c1447,5438,5660
c1448,4778,7735
c1449,3924,7134
c1450,7432,3286
c1451,4077,5185
c1452,4778,9627
c1453,6124,8704
c1454,6697,3775
c1455,5154,5478
c1456,5347,9697
c1457,5996,4173
c1458,3925,5381
c1459,6079,5427
c1460,5468,8571
c1461,5697,10358
c1462,5783,4426
c1463,3186,6469
c1464,5902,9714
c1465,6375,7967
c1466,5364,9378
c1467,3920,4921
c1468,4751,5689
c1469,6597,2933
c1470,4558,5760
c1471,5305,4623
c1472,5835,3975
c1473,3450,5819
c1474,4343,2826
c1475,6078,2967
c1476,5908,5748
c1477,4734,4049
c1478,4130,6489
c1479,7978,3998
c1480,4073,6832
c1481,4829,7701
c1482,6418,3285
c1483,5184,4656
c1484,5373,2914
c1485,5474,10643
c1486,4481,6681
c1487,4902,6577
c1488,8062,8152
c1489,5412,9455
c1490,5925,10016
c1491,6855,3213
c1492,4029,6076
c1493,5687,10291
c1494,3697,5688
c1495,5237,5055
c1496,6590,4760
