,area
f293,2
f294,0
f295,1
f296,1
f297,1
f298,0
f299,0
f300,1
f301,0
f302,0
f303,2
f304,3
f305,2
f306,2
f307,3
f308,3
f309,1
f310,0
f311,2
f312,3
f313,2
f314,0
f315,2
f316,0
f317,3
f318,1
f319,2
f320,3
f321,2
f322,3
f323,1
f324,2
f325,0
f326,3
f327,2
f328,2
f329,0
f330,0
f331,2
f332,2
f333,3
f334,3
f335,0
f336,1
f337,0
f338,2
f339,1
f340,1
f341,3
f342,0
f343,0
f344,0
f345,3
f346,1
f347,3
f348,3
f349,0
f350,2
f351,3
f352,2
f353,2
f354,1
f355,1
f356,0
f357,2
f358,1
f359,0
f360,2
f361,2
f362,1
f363,3
f364,1
f365,1
f366,2
f367,2
f368,2
f369,2
f370,1
f371,3
f372,1
f373,3
f374,1
f375,1
f376,1
f377,0
f378,2
f379,3
f380,0
f381,2
f382,0
f383,1
f384,1
f385,3
f386,3
f387,2
f388,3
f389,1
f390,3
f391,0
f392,0
f393,3
f394,3
f395,1
f396,3
f397,1
f398,2
f399,0
f400,2
f401,3
f402,1
f403,0
f404,3
f405,2
f406,1
f407,3
f408,1
f409,3
f410,2
f411,3
f412,3
f413,1
f414,0
f415,0
f416,1
f417,0
f418,1
f419,3
f420,2
f421,3
f422,0
f423,2
f424,1
f425,2
f426,0
f427,2
f428,2
f429,2
f430,2
f431,0
f432,3
f433,1
f434,1
f435,2
f436,1
f437,3
f438,0
f439,3
f440,2
f441,3
f442,3
f443,3
f444,0
f445,1
f446,3
f447,2
f448,2
f449,0
f450,2
f451,3
f452,0
f453,1
f454,1
f455,0
f456,1
f457,2
f458,3
f459,3
f460,2
f461,2
f462,3
f463,0
f464,0
f465,0
f466,1
f467,3
f468,3
f469,0
f470,2
f471,2
f472,2
f473,2
f474,3
f475,2
f476,2
f477,1
f478,3
f479,1
f480,2
f481,1
f482,2
f483,3
f484,3
f485,0
f486,2
f487,1
f488,1
f489,0
f490,0
f491,0
f492,1
f493,0
f494,2
f495,3
f496,3
f497,3
f498,0
f499,2
f500,0
f501,1
f502,1
f503,1
f504,3
f505,0
f506,3
f507,0
f508,2
f509,3
f510,3
f511,1
f512,3
f513,2
f514,2
f515,1
f516,2
f517,2
f518,2
f519,1
f520,0
f521,3
f522,3
f523,2
f524,3
f525,0
f526,3
f527,2
f528,2
f529,0
f530,1
f531,3
f532,0
f533,3
f534,3
f535,3
f536,0
f537,3
f538,0
f539,0
f540,1
f541,2
f542,0
f543,3
f544,3
f545,1
f546,3
f547,3
f548,2
f549,1
f550,2
f551,2
f552,3
f553,0
f554,3
f555,1
f556,0
f557,3
f558,2
f559,0
f560,3
f561,2
f562,2
f563,2
f564,2
f565,2
f566,2
f567,1
f568,2
f569,3
f570,3
f571,3
f572,3
f573,0
f574,0
f575,0
f576,3
f577,2
f578,0
f579,2
f580,3
f581,3
f582,3
f583,0
f584,3
f585,1
f586,0
f587,2
f588,3
f589,0
f590,0
f591,1
f592,1
f593,2
f594,2
f595,0
f596,0
f597,3
f598,0
f599,2
f600,0
f601,3
f602,1
f603,1
f604,0
f605,3
f606,2
f607,3
f608,3
f609,1
f610,3
f611,2
f612,3
f613,0
f614,2
f615,3
f616,0
f617,2
f618,0
f619,1
f620,0
f621,0
f622,0
f623,3
f624,2
f625,2
f626,3
f627,2
f628,2
f629,3
f630,0
f631,3
f632,1
f633,0
f634,3
f635,1
f636,0
f637,0
f638,2
f639,1
f640,3
f641,0
f642,1
f643,1
f644,2
f645,0
f646,0
f647,1
f648,3
f649,0
f650,2
f651,1
f652,2
f653,3
f654,3
f655,2
f656,3
f657,3
f658,3
f659,1
f660,0
f661,2
f662,0
f663,1
f664,3
f665,1
f666,1
f667,0
f668,0
f669,2
f670,3
f671,1
f672,0
f673,1
f674,1
f675,1
f676,2
f677,0
f678,0
f679,2
f680,2
f681,1
f682,3
f683,3
f684,0
f685,2
f686,3
f687,0
f688,3
f689,0
f690,1
f691,0
f692,0
f693,3
f694,3
f695,1
f696,0
f697,3
f698,3
f699,0
f700,1
f701,0
f702,3
f703,0
f704,0
f705,1
f706,3
f707,3
f708,1
f709,0
f710,2
f711,2
f712,0
f713,3
f714,2
f715,0
f716,1
f717,0
f718,0
f719,1
f720,1
f721,0
f722,2
f723,3
f724,1
f725,0
f726,1
f727,1
f728,0
f729,0
f730,1
f731,2
f732,1
f733,0
f734,0
f735,0
f736,2
f737,0
f738,1
f739,0
f740,1
f741,3
f742,0
f743,2
f744,3
f745,2
f746,2
f747,0
f748,0
f749,2
f750,0
f751,0
f752,0
f753,2
f754,0
f755,0
f756,0
f757,1
f758,1
f759,1
f760,3
f761,3
f762,3
f763,1
f764,3
f765,2
f766,3
f767,2
f768,1
f769,0
f770,2
f771,2
f772,2
f773,0
f774,0
f775,1
f776,2
f777,2
f778,0
f779,1
f780,3
f781,1
f782,2
f783,2
f784,0
f785,0
f786,3
f787,2
f788,1
f789,3
f790,0
f791,3
f792,2
f793,0
f794,3
f795,1
f796,0
f797,3
f798,3
f799,2
f800,2
f801,1
f802,0
f803,3
f804,0
f805,3
f806,0
f807,2
f808,3
f809,2
f810,1
f811,2
f812,0
f813,3
f814,2
f815,1
f816,2
f817,0
f818,1
f819,2
f820,3
f821,1
f822,3
f823,3
f824,2
f825,3
f826,3
f827,1
f828,1
f829,1
f830,3
f831,1
f832,0
f833,2
f834,2
f835,2
f836,3
f837,3
f838,1
f839,3
f840,1
f841,1
f842,2
f843,2
f844,0
f845,1
f846,2
f847,3
f848,2
f849,3
f850,1
f851,2
f852,2
f853,2
f854,1
f855,0
f856,1
f857,3
f858,3
f859,3
f860,0
f861,1
f862,2
f863,3
f864,3
f865,0
f866,1
f867,1
f868,0
f869,0
f870,3
f871,3
f872,0
f873,2
f874,2
f875,3
f876,3
f877,2
f878,0
f879,3
f880,3
f881,0
f882,1
f883,0
f884,1
f885,3
f886,1
f887,2
f888,0
f889,0
f890,1
f891,2
f892,3
f893,0
f894,3
f895,3
f896,0
f897,2
f898,0
f899,1
f900,0
f901,1
f902,1
f903,0
f904,0
f905,0
f906,2
f907,3
f908,1
f909,1
f910,0
f911,0
f912,3
f913,3
f914,1
f915,0
f916,2
f917,2
f918,2
f919,2
f920,0
f921,2
f922,2
f923,3
f924,2
f925,0
f926,0
f927,0
f928,1
f929,3
f930,0
f931,3
f932,0
f933,1
f934,1
f935,1
f936,0
f937,2
f938,3
f939,2
f940,3
f941,3
f942,0
f943,2
f944,3
f945,3
f946,3
f947,3
f948,0
f949,0
f950,3
f951,1
f952,1
f953,0
f954,2
f955,2
f956,2
f957,1
f958,0
f959,3
f960,3
f961,3
f962,2
f963,1
f964,1
f965,2
f966,1
f967,0
f968,1
f969,0
f970,1
f971,1
f972,3
f973,3
f974,1
f975,2
f976,1
f977,2
f978,0
f979,0
f980,2
f981,0
f982,3
f983,1
f984,3
f985,0
f986,3
f987,3
f988,0
f989,2
f990,0
f991,0
f992,0
f993,2
f994,1
f995,3
f996,3
f997,3
f998,0
f999,0
f1000,0
f1001,2
f1002,0
f1003,2
f1004,3
f1005,3
f1006,2
f1007,1
f1008,3
f1009,3
f1010,3
f1011,0
f1012,3
f1013,2
f1014,0
f1015,0
f1016,0
f1017,2
f1018,1
f1019,0
f1020,2
f1021,2
f1022,0
f1023,3
f1024,0
f1025,3
f1026,0
f1027,2
f1028,3
f1029,3
f1030,3
f1031,0
f1032,0
f1033,2
f1034,3
f1035,0
f1036,3
f1037,0
f1038,2
f1039,2
f1040,0
f1041,3
f1042,1
f1043,0
f1044,0
f1045,3
f1046,2
f1047,0
f1048,3
f1049,2
f1050,2
f1051,1
f1052,1
f1053,3
f1054,2
f1055,2
f1056,0
f1057,1
f1058,0
f1059,3
f1060,1
f1061,3
f1062,3
f1063,1
f1064,0
f1065,0
f1066,0
f1067,2
f1068,3
f1069,0
f1070,2
f1071,3
f1072,1
f1073,3
f1074,1
f1075,2
f1076,2
f1077,1
f1078,0
f1079,2
f1080,0
f1081,3
f1082,0
f1083,0
f1084,0
f1085,2
f1086,1
f1087,2
f1088,0
f1089,2
f1090,3
f1091,1
f1092,0
f1093,0
f1094,1
f1095,0
f1096,3
f1097,1
f1098,1
f1099,2
f1100,3
f1101,2
f1102,0
f1103,0
f1104,3
f1105,0
f1106,2
f1107,2
f1108,3
f1109,3
f1110,3
f1111,3
f1112,2
f1113,3
f1114,0
f1115,3
f1116,0
f1117,2
f1118,3
f1119,3
f1120,0
f1121,0
f1122,3
f1123,2
f1124,1
f1125,1
f1126,1
f1127,2
f1128,3
f1129,0
f1130,3
f1131,3
f1132,2
f1133,3
f1134,2
f1135,1
f1136,2
f1137,0
f1138,0
f1139,2
f1140,0
f1141,3
f1142,0
f1143,2
f1144,3
f1145,2
f1146,3
f1147,0
f1148,1
f1149,3
f1150,0
f1151,2
f1152,0
f1153,3
f1154,0
f1155,2
f1156,2
f1157,3
f1158,2
f1159,3
f1160,2
f1161,0
f1162,2
f1163,0
f1164,0
f1165,2
f1166,0
f1167,2
f1168,2
f1169,0
f1170,0
f1171,0
f1172,1
f1173,1
f1174,0
f1175,0
f1176,0
f1177,3
f1178,1
f1179,3
f1180,3
f1181,2
f1182,3
f1183,0
f1184,2
f1185,2
f1186,0
f1187,3
f1188,1
f1189,3
f1190,0
f1191,1
f1192,1
f1193,1
f1194,3
f1195,1
f1196,0
f1197,3
f1198,3
f1199,0
f1200,3
f1201,0
f1202,3
f1203,2
f1204,1
f1205,3
f1206,1
f1207,2
f1208,0
f1209,1
f1210,0
f1211,3
f1212,2
f1213,3
f1214,2
f1215,3
f1216,0
f1217,1
f1218,2
f1219,2
f1220,3
f1221,2
f1222,0
f1223,1
f1224,0
f1225,1
f1226,2
f1227,0
f1228,2
f1229,3
f1230,1
f1231,1
f1232,3
f1233,1
f1234,1
f1235,0
f1236,3
f1237,0
f1238,2
f1239,3
f1240,0
f1241,0
f1242,0
f1243,1
f1244,2
f1245,1
f1246,0
f1247,0
f1248,0
f1249,1
f1250,0
f1251,3
f1252,3
f1253,3
f1254,3
f1255,0
f1256,1
f1257,3
f1258,2
f1259,1
f1260,1
f1261,3
f1262,3
f1263,3
f1264,3
f1265,3
f1266,3
f1267,0
f1268,2
f1269,1
f1270,0
f1271,3
f1272,3
f1273,0
f1274,0
f1275,0
f1276,1
f1277,0
f1278,0
f1279,2
f1280,0
f1281,2
f1282,3
f1283,2
f1284,2
f1285,1
f1286,3
f1287,3
f1288,2
f1289,0
f1290,0
f1291,2
f1292,2
f1293,0
f1294,2
f1295,0
f1296,2
f1297,1
f1298,0
f1299,3
f1300,2
f1301,3
f1302,2
f1303,3
f1304,0
f1305,3
f1306,3
f1307,3
f1308,0
f1309,2
f1310,1
f1311,3
f1312,2
f1313,3
f1314,1
f1315,3
f1316,1
f1317,2
f1318,1
f1319,0
f1320,0
f1321,3
f1322,1
f1323,0
f1324,0
f1325,2
f1326,1
f1327,2
f1328,2
f1329,3
f1330,2
f1331,3
f1332,3
f1333,1
f1334,3
f1335,0
f1336,1
f1337,0
f1338,2
f1339,1
f1340,0
f1341,2
f1342,1
f1343,3
f1344,3
f1345,2
f1346,3
f1347,2
f1348,1
f1349,2
f1350,0
f1351,2
f1352,0
f1353,3
f1354,0
f1355,1
f1356,2
f1357,0
f1358,1
f1359,2
f1360,3
f1361,2
f1362,0
f1363,2
f1364,3
f1365,0
f1366,3
f1367,2
f1368,3
f1369,2
f1370,1
f1371,0
f1372,3
f1373,1
f1374,1
f1375,0
f1376,3
f1377,3
f1378,2
f1379,0
f1380,3
f1381,2
f1382,1
f1383,1
f1384,2
f1385,2
f1386,0
f1387,3
f1388,1
f1389,2
f1390,2
f1391,3
f1392,0
f1393,1
f1394,3
f1395,2
f1396,0
f1397,1
f1398,3
f1399,3
f1400,2
f1401,2
f1402,1
f1403,3
f1404,2
f1405,2
f1406,3
f1407,1
f1408,0
f1409,2
f1410,3
f1411,3
f1412,3
f1413,3
f1414,3
f1415,1
f1416,2
f1417,3
f1418,1
f1419,0
f1420,3
f1421,3
f1422,3
f1423,0
f1424,2
f1425,3
f1426,2
f1427,3
f1428,3
f1429,1
f1430,3
f1431,2
f1432,0
f1433,2
f1434,3
f1435,3
f1436,1
f1437,1
f1438,0
f1439,3
f1440,2
f1441,0
f1442,2
f1443,3
f1444,0
f1445,2
f1446,2
f1447,2
f1448,2
f1449,2
f1450,1
f1451,3
f1452,3
f1453,1
f1454,2
f1455,3
f1456,1
f1457,0
f1458,3
f1459,1
f1460,3
f1461,3
f1462,2
f1463,3
f1464,2
f1465,1
f1466,0
f1467,0
f1468,1
f1469,0
f1470,0
f1471,2
f1472,3
f1473,2
f1474,3
f1475,0
f1476,0
f1477,2
f1478,0
f1479,1
f1480,1
f1481,3
f1482,1
f1483,2
f1484,3
f1485,3
f1486,0
f1487,1
f1488,1
f1489,2
f1490,1
f1491,0
f1492,2
f1493,1
f1494,2
f1495,3
f1496,3
f1497,3
f1498,1
f1499,2
f1500,2
f1501,0
f1502,1
f1503,0
f1504,2
f1505,2
f1506,3
f1507,1
f1508,3
f1509,1
f1510,2
f1511,2
f1512,0
f1513,1
f1514,1
f1515,0
f1516,0
f1517,0
f1518,3
f1519,3
f1520,0
f1521,3
f1522,3
f1523,1
f1524,0
f1525,1
f1526,3
f1527,0
f1528,1
f1529,3
f1530,0
f1531,3
f1532,0
f1533,1
f1534,3
f1535,2
f1536,3
f1537,1
f1538,2
f1539,0
f1540,2
f1541,0
f1542,1
f1543,2
f1544,2
f1545,3
f1546,1
f1547,0
f1548,0
f1549,0
f1550,2
f1551,3
f1552,2
f1553,3
f1554,1
f1555,1
f1556,2
f1557,0
f1558,0
f1559,3
f1560,1
f1561,0
f1562,3
f1563,3
f1564,3
f1565,3
f1566,3
f1567,0
f1568,0
f1569,2
f1570,3
f1571,2
f1572,0
f1573,0
f1574,1
f1575,3
f1576,1
f1577,0
f1578,3
f1579,0
f1580,2
f1581,1
f1582,2
f1583,3
f1584,0
f1585,1
f1586,3
f1587,2
f1588,3
f1589,1
f1590,2
f1591,2
f1592,2
f1593,0
f1594,0
f1595,1
f1596,3
f1597,3
f1598,3
f1599,2
f1600,2
f1601,3
f1602,0
f1603,3
f1604,0
f1605,3
f1606,2
f1607,3
f1608,2
f1609,3
f1610,0
f1611,0
f1612,3
f1613,3
f1614,0
f1615,3
f1616,3
f1617,2
f1618,3
f1619,3
f1620,0
f1621,3
f1622,2
f1623,1
f1624,3
f1625,1
f1626,0
f1627,2
f1628,2
f1629,2
f1630,2
f1631,2
f1632,1
f1633,3
f1634,2
f1635,2
f1636,3
f1637,3
f1638,3
f1639,2
f1640,3
f1641,2
f1642,1
f1643,1
f1644,2
f1645,0
f1646,2
f1647,1
f1648,2
f1649,0
f1650,2
f1651,2
f1652,1
f1653,3
f1654,0
f1655,0
f1656,3
f1657,0
f1658,2
f1659,3
f1660,3
f1661,3
f1662,2
f1663,0
f1664,0
f1665,0
f1666,0
f1667,3
f1668,0
f1669,0
f1670,3
f1671,3
f1672,0
f1673,2
f1674,2
f1675,3
f1676,2
f1677,3
f1678,1
f1679,2
f1680,2
f1681,3
f1682,0
f1683,3
f1684,2
f1685,0
f1686,3
f1687,1
f1688,0
f1689,0
f1690,1
f1691,0
f1692,0
f1693,2
f1694,3
f1695,1
f1696,0
f1697,3
f1698,3
f1699,3
f1700,1
f1701,1
f1702,0
f1703,0
f1704,2
f1705,2
f1706,0
f1707,2
f1708,3
f1709,3
f1710,3
f1711,0
f1712,0
f1713,1
f1714,3
f1715,1
f1716,2
f1717,0
f1718,3
f1719,2
f1720,3
f1721,3
f1722,3
f1723,0
f1724,3
f1725,0
f1726,0
f1727,2
f1728,3
f1729,2
f1730,2
f1731,0
f1732,2
f1733,3
f1734,0
f1735,2
f1736,0
f1737,1
f1738,3
f1739,2
f1740,0
f1741,0
f1742,3
f1743,1
f1744,0
f1745,2
f1746,0
f1747,0
f1748,3
f1749,1
f1750,0
f1751,0
f1752,2
f1753,2
f1754,2
f1755,2
f1756,3
f1757,3
f1758,1
f1759,3
f1760,1
f1761,2
f1762,0
f1763,1
f1764,1
f1765,2
f1766,0
f1767,3
f1768,2
f1769,2
f1770,1
f1771,2
f1772,3
f1773,0
f1774,3
f1775,1
f1776,0
f1777,0
f1778,0
f1779,1
f1780,0
f1781,3
f1782,1
f1783,3
f1784,0
f1785,3
f1786,2
f1787,0
f1788,2
f1789,3
f1790,1
f1791,0
f1792,3
f1793,1
f1794,3
f1795,1
f1796,0
f1797,1
f1798,0
f1799,2
f1800,2
f1801,2
f1802,2
f1803,1
f1804,0
f1805,2
f1806,3
f1807,1
f1808,0
f1809,2
f1810,3
f1811,2
f1812,1
f1813,1
f1814,3
f1815,2
f1816,3
f1817,2
f1818,0
f1819,1
f1820,0
f1821,0
f1822,1
f1823,2
f1824,3
f1825,0
f1826,0
f1827,2
f1828,0
f1829,1
f1830,0
f1831,2
f1832,2
f1833,3
f1834,0
f1835,1
f1836,3
f1837,0
f1838,0
f1839,3
f1840,1
f1841,3
f1842,3
f1843,1
f1844,2
f1845,1
f1846,0
f1847,2
f1848,1
f1849,0
f1850,2
f1851,3
f1852,3
f1853,2
f1854,2
f1855,2
f1856,1
f1857,2
f1858,2
f1859,3
f1860,2
f1861,2
f1862,1
f1863,0
f1864,3
f1865,3
f1866,0
f1867,1
f1868,0
f1869,3
f1870,2
f1871,0
f1872,0
f1873,2
f1874,0
f1875,0
f1876,3
f1877,0
f1878,0
f1879,0
f1880,0
f1881,0
f1882,0
f1883,2
f1884,3
f1885,2
f1886,0
f1887,1
f1888,1
f1889,2
f1890,3
f1891,2
f1892,0
f1893,0
f1894,2
f1895,3
f1896,1
f1897,0
f1898,2
f1899,3
f1900,1
f1901,3
f1902,3
f1903,3
f1904,0
f1905,0
f1906,2
f1907,1
f1908,3
f1909,3
f1910,0
f1911,2
f1912,3
f1913,0
f1914,0
f1915,2
f1916,1
f1917,3
f1918,3
f1919,2
f1920,3
f1921,1
f1922,3
f1923,0
f1924,1
f1925,3
f1926,2
f1927,0
f1928,3
f1929,2
f1930,2
f1931,3
f1932,2
f1933,0
f1934,3
f1935,1
f1936,0
f1937,1
f1938,1
f1939,3
f1940,3
f1941,3
f1942,3
f1943,2
f1944,0
f1945,0
f1946,0
f1947,1
f1948,2
f1949,0
f1950,3
f1951,2
f1952,3
f1953,2
f1954,0
f1955,1
f1956,3
f1957,3
f1958,3
f1959,0
f1960,0
f1961,1
f1962,0
f1963,0
f1964,1
f1965,2
f1966,0
f1967,1
f1968,2
f1969,3
f1970,3
f1971,1
f1972,1
f1973,2
f1974,1
f1975,2
f1976,1
f1977,2
f1978,2
f1979,3
f1980,3
f1981,0
f1982,2
f1983,2
f1984,0
f1985,0
f1986,0
f1987,0
f1988,3
f1989,1
f1990,3
f1991,2
f1992,2
f1993,0
f1994,3
f1995,0
f1996,0
f1997,0
f1998,2
f1999,3
f2000,1
f2001,0
f2002,3
f2003,3
f2004,0
f2005,3
f2006,3
f2007,3
f2008,0
f2009,2
f2010,0
f2011,3
f2012,0
f2013,1
f2014,3
f2015,3
f2016,2
f2017,2
f2018,3
f2019,3
f2020,3
f2021,1
f2022,3
f2023,3
f2024,1
f2025,1
f2026,3
f2027,0
f2028,3
f2029,3
f2030,0
f2031,1
f2032,2
f2033,2
f2034,1
f2035,3
f2036,3
f2037,0
f2038,1
f2039,0
f2040,1
f2041,2
f2042,1
f2043,3
f2044,3
f2045,2
f2046,1
f2047,3
f2048,1
f2049,0
f2050,1
f2051,0
f2052,1
f2053,0
f2054,1
f2055,0
f2056,2
f2057,0
f2058,3
f2059,1
f2060,0
f2061,3
f2062,1
f2063,3
f2064,3
f2065,1
f2066,3
f2067,0
f2068,1
f2069,0
f2070,0
f2071,3
f2072,2
f2073,0
f2074,2
f2075,2
f2076,3
f2077,2
f2078,3
f2079,1
f2080,3
f2081,1
f2082,3
f2083,0
f2084,3
f2085,1
f2086,3
f2087,0
f2088,3
f2089,2
f2090,1
f2091,1
f2092,2
f2093,3
f2094,3
f2095,0
f2096,3
f2097,3
f2098,2
f2099,0
f2100,3
f2101,1
f2102,2
f2103,3
f2104,1
f2105,2
f2106,2
f2107,0
f2108,1
f2109,3
f2110,1
f2111,3
f2112,3
f2113,3
f2114,1
f2115,0
f2116,3
f2117,3
f2118,2
f2119,3
f2120,2
f2121,0
f2122,1
f2123,2
f2124,0
f2125,2
f2126,0
f2127,2
f2128,0
f2129,0
f2130,1
f2131,3
f2132,0
f2133,3
f2134,0
f2135,0
f2136,2
f2137,0
f2138,2
f2139,0
f2140,0
f2141,3
f2142,2
f2143,1
f2144,2
f2145,0
f2146,1
f2147,1
f2148,3
f2149,2
f2150,2
f2151,3
f2152,0
f2153,3
f2154,3
f2155,1
f2156,1
f2157,0
f2158,3
f2159,0
f2160,2
f2161,1
f2162,2
f2163,2
f2164,1
f2165,2
f2166,2
f2167,2
f2168,2
f2169,1
f2170,3
f2171,0
f2172,2
f2173,3
f2174,3
f2175,2
f2176,2
f2177,0
f2178,3
f2179,1
f2180,2
f2181,1
f2182,0
f2183,0
f2184,0
f2185,3
f2186,2
f2187,2
f2188,2
f2189,3
f2190,3
f2191,0
f2192,1
f2193,0
f2194,1
f2195,0
f2196,0
f2197,3
f2198,2
f2199,2
f2200,1
f2201,3
f2202,3
f2203,3
f2204,3
f2205,0
f2206,1
f2207,3
f2208,3
f2209,0
f2210,0
f2211,0
f2212,0
f2213,3
f2214,1
f2215,0
f2216,3
f2217,1
f2218,1
f2219,0
f2220,2
f2221,3
f2222,3
f2223,0
f2224,2
f2225,3
f2226,1
f2227,0
f2228,1
f2229,3
