,area
c273,0
c274,0
c275,0
c276,0
c277,0
c278,1
c279,1
c280,0
c281,0
c282,1
c283,0
c284,0
c285,1
c286,0
c287,1
c288,0
c289,1
c290,1
c291,0
c292,0
c293,1
c294,1
c295,0
c296,1
c297,0
c298,1
c299,1
c300,1
c301,0
c302,0
c303,1
c304,1
c305,0
c306,1
c307,1
c308,0
c309,1
c310,1
c311,1
c312,0
c313,0
c314,0
c315,1
c316,1
c317,1
c318,1
c319,1
c320,1
c321,0
c322,1
c323,0
c324,0
c325,0
c326,0
c327,0
c328,1
c329,0
c330,0
c331,0
c332,0
c333,0
c334,1
c335,0
c336,1
c337,0
c338,1
c339,0
c340,1
c341,1
c342,1
c343,1
c344,0
c345,1
c346,0
c347,1
c348,1
c349,0
c350,0
c351,0
c352,1
c353,1
c354,1
c355,0
c356,1
c357,1
c358,1
c359,1
c360,0
c361,1
c362,1
c363,1
c364,0
c365,0
c366,1
c367,1
c368,1
c369,0
c370,1
c371,0
c372,1
c373,1
c374,1
c375,0
c376,0
c377,1
c378,0
c379,0
c380,0
c381,0
c382,1
c383,0
c384,1
c385,0
c386,0
c387,0
c388,0
c389,0
c390,1
c391,1
c392,1
c393,0
c394,0
c395,0
c396,1
c397,0
c398,0
c399,0
c400,0
c401,0
c402,1
c403,0
c404,0
c405,1
c406,0
c407,1
c408,1
c409,1
c410,0
c411,0
c412,1
c413,0
c414,1
c415,0
c416,0
c417,0
c418,1
c419,0
c420,0
c421,0
c422,1
c423,0
c424,0
c425,1
c426,0
c427,1
c428,0
c429,0
c430,1
c431,1
c432,1
c433,0
c434,0
c435,1
c436,0
c437,1
c438,0
c439,1
c440,1
c441,0
c442,1
c443,0
c444,1
c445,1
c446,0
c447,0
c448,1
c449,0
c450,1
c451,0
c452,1
c453,0
c454,0
c455,1
c456,1
c457,0
c458,1
c459,1
c460,0
c461,1
c462,0
c463,0
c464,1
c465,1
c466,1
c467,0
c468,1
c469,1
c470,0
c471,1
c472,0
c473,1
c474,1
c475,1
c476,1
c477,1
c478,0
c479,1
c480,1
c481,0
c482,1
c483,0
c484,0
c485,1
c486,1
c487,0
c488,0
c489,0
c490,0
c491,0
c492,1
c493,0
c494,0
c495,1
c496,0
c497,0
c498,1
c499,1
c500,0
c501,0
c502,1
c503,1
c504,1
c505,1
c506,0
c507,1
c508,1
c509,0
c510,0
c511,0
c512,1
c513,0
c514,1
c515,1
c516,1
c517,1
c518,1
c519,0
c520,1
c521,0
c522,1
c523,0
c524,1
c525,1
c526,0
c527,1
c528,0
c529,0
c530,0
c531,0
c532,1
c533,0
c534,0
c535,0
c536,1
c537,1
c538,0
c539,0
c540,1
c541,0
c542,1
c543,0
c544,0
c545,0
c546,0
c547,1
c548,1
c549,0
c550,1
c551,1
c552,0
c553,0
c554,1
c555,0
c556,0
c557,0
c558,0
c559,0
c560,1
c561,1
c562,1
c563,1
c564,0
c565,0
c566,1
c567,1
c568,0
c569,0
c570,0
c571,1
c572,0
c573,1
c574,1
c575,0
c576,1
c577,0
c578,1
c579,1
c580,0
c581,1
c582,0
c583,1
c584,0
c585,1
c586,1
c587,0
c588,1
c589,0
c590,1
c591,0
c592,0
c593,0
c594,0
c595,0
c596,1
c597,1
c598,0
c599,1
c600,1
c601,1
c602,0
c603,0
c604,1
c605,1
c606,1
c607,0
c608,0
c609,1
c610,0
c611,1
c612,1
c613,0
c614,1
c615,1
c616,0
c617,1
c618,1
c619,1
c620,1
c621,1
c622,1
c623,0
c624,1
c625,0
c626,0
c627,0
c628,1
c629,0
c630,0
c631,0
c632,1
c633,0
c634,1
c635,0
c636,1
c637,0
c638,0
c639,0
c640,1
c641,1
c642,0
c643,0
c644,1
c645,1
c646,1
c647,0
c648,1
c649,1
c650,0
c651,1
c652,0
c653,1
c654,1
c655,0
c656,0
c657,1
c658,0
c659,1
c660,1
c661,0
c662,1
c663,1
c664,0
c665,1
c666,1
c667,1
c668,0
c669,1
c670,0
c671,0
c672,1
c673,1
c674,0
c675,0
c676,1
c677,1
c678,1
c679,0
c680,1
c681,1
c682,0
c683,1
c684,1
c685,1
c686,0
c687,1
c688,1
