,area
c273,1
c274,0
c275,1
c276,0
c277,1
c278,0
c279,1
c280,0
c281,1
c282,1
c283,0
c284,0
c285,1
c286,0
c287,0
c288,1
c289,0
c290,1
c291,1
c292,1
c293,0
c294,0
c295,0
c296,0
c297,1
c298,1
c299,0
c300,0
c301,1
c302,0
c303,0
c304,0
c305,0
c306,0
c307,0
c308,1
c309,0
c310,1
c311,0
c312,0
c313,1
c314,0
c315,0
c316,0
c317,0
c318,1
c319,0
c320,1
c321,1
c322,0
c323,1
c324,0
c325,0
c326,1
c327,0
c328,0
c329,0
c330,0
c331,0
c332,1
c333,0
c334,1
c335,0
c336,0
c337,1
c338,0
c339,1
c340,0
c341,1
c342,0
c343,0
c344,0
c345,1
c346,0
c347,1
c348,0
c349,1
c350,0
c351,1
c352,1
c353,1
c354,1
c355,0
c356,0
c357,1
c358,0
c359,0
c360,1
c361,1
c362,1
c363,0
c364,0
c365,1
c366,0
c367,0
c368,1
c369,1
c370,1
c371,0
c372,1
c373,0
c374,0
c375,0
c376,0
c377,1
c378,0
c379,0
c380,0
c381,1
c382,0
c383,1
c384,1
c385,1
c386,1
c387,0
c388,1
c389,0
c390,1
c391,0
c392,1
c393,1
c394,0
c395,1
c396,0
c397,0
c398,1
c399,1
c400,0
c401,1
c402,0
c403,1
c404,1
c405,0
c406,1
c407,0
c408,0
c409,1
c410,0
c411,0
c412,0
c413,0
c414,1
c415,0
c416,1
c417,0
c418,0
c419,0
c420,0
c421,0
c422,0
c423,0
c424,0
c425,0
c426,0
c427,0
c428,0
c429,0
c430,0
c431,0
c432,0
c433,1
c434,0
c435,0
c436,1
c437,0
c438,1
c439,0
c440,1
c441,0
c442,0
c443,1
c444,0
c445,1
c446,1
c447,0
c448,1
c449,1
c450,0
c451,1
c452,1
c453,1
c454,1
c455,0
c456,0
c457,0
c458,1
c459,1
c460,0
c461,0
c462,1
c463,1
c464,0
c465,1
c466,0
c467,1
c468,0
c469,0
c470,0
c471,1
c472,1
c473,0
c474,1
c475,1
c476,1
c477,1
c478,0
c479,1
c480,1
c481,1
c482,0
c483,1
c484,0
c485,0
c486,1
c487,1
c488,1
c489,0
c490,0
c491,0
c492,0
c493,0
c494,1
c495,1
c496,1
c497,1
c498,0
c499,1
c500,1
c501,0
c502,0
c503,0
c504,0
c505,1
c506,1
c507,0
c508,1
c509,1
c510,1
c511,1
c512,1
c513,0
c514,1
c515,1
c516,0
c517,1
c518,0
c519,1
c520,0
c521,1
c522,1
c523,1
c524,0
c525,0
c526,1
c527,0
c528,0
c529,0
c530,1
c531,1
c532,1
c533,0
c534,0
c535,0
c536,0
c537,0
c538,0
c539,0
c540,0
c541,0
c542,0
c543,0
c544,0
c545,0
c546,0
c547,0
c548,0
c549,0
c550,1
c551,0
c552,0
c553,0
c554,0
c555,0
c556,1
c557,0
c558,1
c559,1
c560,1
c561,0
c562,0
c563,0
c564,1
c565,0
c566,0
c567,1
c568,0
c569,1
c570,1
c571,1
c572,0
c573,1
c574,1
c575,0
c576,0
c577,0
c578,1
c579,1
c580,0
c581,0
c582,1
c583,0
c584,0
c585,1
c586,0
c587,1
c588,1
c589,0
c590,0
c591,0
c592,1
c593,0
c594,1
c595,0
c596,0
c597,0
c598,1
c599,0
c600,0
c601,0
c602,1
c603,1
c604,0
c605,1
c606,0
c607,0
c608,0
c609,1
c610,1
c611,1
c612,0
c613,0
c614,0
c615,0
c616,1
c617,0
c618,0
c619,0
c620,0
c621,1
c622,0
c623,0
c624,0
c625,1
c626,0
c627,1
c628,0
c629,0
c630,1
c631,1
c632,0
c633,0
c634,0
c635,1
c636,1
c637,1
c638,0
c639,0
c640,0
c641,1
c642,0
c643,1
c644,0
c645,0
c646,0
c647,1
c648,1
c649,1
c650,0
c651,1
c652,0
c653,0
c654,1
c655,0
c656,0
c657,1
c658,0
c659,1
c660,0
c661,0
c662,0
c663,0
c664,0
c665,1
c666,0
c667,0
c668,0
c669,1
c670,1
c671,0
c672,1
c673,1
c674,0
c675,1
c676,1
c677,0
c678,0
c679,0
c680,0
c681,0
c682,0
c683,0
c684,1
c685,0
c686,0
c687,0
c688,1
c689,0
c690,1
c691,1
c692,0
c693,0
c694,0
c695,0
c696,1
c697,0
c698,0
c699,0
c700,1
c701,0
c702,1
c703,0
c704,0
c705,1
c706,0
c707,0
c708,1
c709,1
c710,0
c711,0
c712,1
c713,1
c714,0
c715,0
c716,1
c717,1
c718,1
c719,0
c720,0
c721,0
c722,0
c723,0
c724,1
c725,0
c726,1
c727,1
c728,1
c729,0
c730,0
c731,0
c732,0
c733,0
c734,1
c735,1
c736,0
c737,1
c738,0
c739,0
c740,0
c741,1
c742,1
c743,1
c744,0
c745,0
c746,1
c747,1
c748,0
c749,0
c750,0
c751,0
c752,1
c753,0
c754,0
c755,1
c756,0
c757,0
c758,1
c759,0
c760,1
c761,0
c762,0
c763,0
c764,1
c765,0
c766,1
c767,1
c768,0
c769,0
c770,0
c771,1
c772,1
c773,0
c774,1
c775,1
c776,0
c777,1
c778,0
c779,0
c780,0
c781,1
c782,1
c783,1
c784,1
c785,0
c786,1
c787,0
c788,1
c789,0
c790,0
c791,1
c792,0
c793,0
c794,0
c795,0
c796,1
c797,0
c798,0
c799,0
c800,1
c801,0
c802,0
c803,0
c804,1
c805,1
c806,0
c807,1
c808,1
c809,0
c810,1
c811,1
c812,0
c813,0
c814,0
c815,1
c816,1
c817,1
c818,0
c819,1
c820,1
c821,1
c822,0
c823,0
c824,0
c825,0
c826,1
c827,0
c828,0
c829,0
c830,1
c831,0
c832,0
c833,1
c834,0
c835,1
c836,1
c837,0
c838,1
c839,0
c840,0
c841,1
c842,0
c843,0
c844,0
c845,0
c846,1
c847,0
c848,1
c849,0
c850,0
c851,1
c852,1
c853,0
c854,1
c855,0
c856,0
c857,1
c858,0
c859,0
c860,1
c861,1
c862,1
c863,1
c864,1
c865,1
c866,1
c867,0
c868,0
c869,0
c870,1
c871,0
c872,0
c873,1
c874,1
c875,0
c876,0
c877,0
c878,0
c879,0
c880,1
c881,1
c882,0
c883,0
c884,0
c885,0
c886,1
c887,1
c888,0
c889,0
c890,1
c891,1
c892,1
c893,0
c894,1
c895,1
c896,1
c897,1
c898,0
c899,0
c900,0
c901,1
c902,1
c903,0
c904,1
c905,0
c906,1
c907,0
c908,0
c909,1
c910,1
c911,1
c912,1
c913,0
c914,0
c915,1
c916,0
c917,0
c918,0
c919,0
c920,1
c921,1
c922,0
c923,1
c924,0
c925,1
c926,0
c927,0
c928,0
c929,1
c930,1
c931,0
c932,1
c933,1
c934,1
c935,1
c936,0
c937,1
c938,1
c939,1
c940,0
c941,0
c942,1
c943,1
c944,1
c945,1
c946,1
c947,0
c948,0
c949,0
c950,0
c951,1
c952,0
c953,0
c954,1
c955,0
c956,0
c957,1
c958,0
c959,1
c960,0
c961,0
c962,1
c963,1
c964,1
c965,0
c966,0
c967,0
c968,1
c969,0
c970,0
c971,0
c972,1
c973,0
c974,1
c975,0
c976,1
c977,0
c978,0
c979,1
c980,1
c981,1
c982,1
c983,1
c984,0
c985,1
c986,1
c987,0
c988,0
c989,0
c990,1
c991,1
c992,0
c993,0
c994,1
c995,0
c996,0
c997,1
c998,1
c999,0
c1000,1
c1001,0
c1002,0
c1003,1
c1004,0
c1005,1
c1006,0
c1007,0
c1008,0
c1009,0
c1010,0
c1011,0
c1012,1
c1013,1
c1014,0
c1015,0
c1016,0
c1017,0
c1018,0
c1019,1
c1020,0
c1021,1
c1022,0
c1023,0
c1024,0
c1025,1
c1026,0
c1027,1
c1028,0
c1029,0
c1030,1
c1031,1
c1032,0
c1033,0
c1034,0
c1035,0
c1036,0
c1037,0
c1038,1
c1039,0
c1040,0
c1041,1
c1042,0
c1043,0
c1044,0
c1045,0
c1046,0
c1047,1
c1048,1
c1049,0
c1050,0
c1051,0
c1052,0
c1053,0
c1054,1
c1055,0
c1056,0
c1057,0
c1058,1
c1059,0
c1060,0
c1061,1
c1062,0
c1063,1
c1064,1
c1065,1
c1066,0
c1067,1
c1068,0
c1069,1
c1070,1
c1071,1
c1072,0
c1073,0
c1074,1
c1075,1
c1076,1
c1077,0
c1078,1
c1079,0
c1080,0
c1081,0
c1082,0
c1083,1
c1084,0
c1085,1
c1086,1
c1087,0
c1088,1
c1089,0
c1090,0
c1091,0
c1092,1
c1093,0
c1094,0
c1095,1
c1096,0
c1097,0
c1098,0
c1099,1
c1100,0
c1101,0
c1102,0
c1103,0
c1104,0
c1105,1
c1106,1
c1107,0
c1108,0
c1109,1
c1110,1
c1111,1
c1112,0
c1113,1
c1114,0
c1115,1
c1116,0
c1117,0
c1118,0
c1119,0
c1120,1
c1121,0
c1122,1
c1123,0
c1124,0
c1125,1
c1126,0
c1127,0
c1128,0
c1129,1
c1130,1
c1131,1
c1132,0
c1133,1
c1134,0
c1135,0
c1136,0
c1137,1
c1138,0
c1139,1
c1140,1
c1141,0
c1142,1
c1143,1
c1144,1
c1145,0
c1146,0
c1147,1
c1148,1
c1149,0
c1150,1
c1151,0
c1152,1
c1153,1
c1154,0
c1155,1
c1156,1
c1157,0
c1158,0
c1159,0
c1160,0
c1161,1
c1162,1
c1163,1
c1164,1
c1165,0
c1166,1
c1167,1
c1168,0
c1169,1
c1170,1
c1171,1
c1172,1
c1173,1
c1174,0
c1175,0
c1176,1
c1177,0
c1178,0
c1179,0
c1180,1
c1181,1
c1182,1
c1183,0
c1184,0
c1185,1
c1186,0
c1187,0
c1188,1
c1189,0
c1190,1
c1191,1
c1192,1
c1193,1
c1194,0
c1195,0
c1196,0
c1197,1
c1198,1
c1199,0
c1200,1
c1201,0
c1202,1
c1203,1
c1204,0
c1205,0
c1206,0
c1207,1
c1208,1
c1209,0
c1210,1
c1211,1
c1212,0
c1213,0
c1214,0
c1215,1
c1216,1
c1217,0
c1218,0
c1219,0
c1220,0
c1221,1
c1222,1
c1223,0
c1224,0
c1225,0
c1226,1
c1227,1
c1228,1
c1229,0
c1230,0
c1231,0
c1232,0
c1233,1
c1234,1
c1235,1
c1236,1
c1237,1
c1238,1
c1239,0
c1240,1
c1241,0
c1242,0
c1243,1
c1244,1
c1245,0
c1246,0
c1247,0
c1248,1
c1249,0
c1250,1
c1251,1
c1252,0
c1253,1
c1254,1
c1255,1
c1256,1
c1257,1
c1258,0
c1259,0
c1260,0
c1261,1
c1262,1
c1263,0
c1264,0
c1265,0
c1266,1
c1267,0
c1268,0
c1269,1
c1270,0
c1271,0
c1272,0
c1273,0
c1274,1
c1275,0
c1276,0
c1277,1
c1278,1
c1279,0
c1280,0
c1281,1
c1282,1
c1283,1
c1284,0
c1285,0
c1286,0
c1287,0
c1288,0
c1289,0
c1290,1
c1291,1
c1292,0
c1293,1
c1294,1
c1295,0
c1296,0
c1297,0
c1298,1
c1299,1
c1300,1
c1301,0
c1302,0
c1303,0
c1304,1
c1305,1
c1306,0
c1307,1
c1308,1
c1309,1
c1310,0
c1311,1
c1312,1
c1313,0
c1314,1
c1315,1
c1316,0
c1317,1
c1318,0
c1319,0
c1320,0
c1321,0
c1322,1
c1323,0
c1324,1
c1325,1
c1326,0
c1327,0
c1328,0
c1329,0
c1330,0
c1331,0
c1332,0
c1333,1
c1334,1
c1335,1
c1336,0
c1337,0
c1338,0
c1339,0
c1340,1
c1341,0
c1342,1
c1343,0
c1344,1
c1345,1
c1346,0
c1347,1
c1348,1
c1349,0
c1350,1
c1351,1
c1352,1
c1353,0
c1354,1
c1355,0
c1356,1
c1357,0
c1358,1
c1359,1
c1360,1
c1361,1
c1362,0
c1363,1
c1364,0
c1365,1
c1366,0
c1367,1
c1368,0
c1369,1
c1370,0
c1371,0
c1372,1
c1373,1
c1374,0
c1375,0
c1376,1
c1377,1
c1378,1
c1379,1
c1380,1
c1381,0
c1382,1
c1383,1
c1384,0
c1385,1
c1386,1
c1387,0
c1388,1
c1389,0
c1390,0
c1391,0
c1392,0
c1393,0
c1394,1
c1395,0
c1396,0
c1397,1
c1398,0
c1399,1
c1400,1
c1401,1
c1402,1
c1403,1
c1404,0
c1405,1
c1406,0
c1407,1
c1408,0
c1409,0
c1410,0
c1411,1
c1412,0
c1413,1
c1414,1
c1415,0
c1416,1
c1417,0
c1418,0
c1419,1
c1420,1
c1421,0
c1422,1
c1423,0
c1424,1
c1425,1
c1426,0
c1427,0
c1428,1
c1429,1
c1430,0
c1431,1
c1432,0
c1433,1
c1434,0
c1435,0
c1436,0
c1437,0
c1438,0
c1439,0
c1440,0
c1441,1
c1442,0
c1443,0
c1444,0
c1445,0
c1446,0
c1447,0
c1448,1
c1449,1
c1450,1
c1451,1
c1452,1
c1453,0
c1454,0
c1455,0
c1456,1
c1457,1
c1458,1
c1459,0
c1460,0
c1461,0
c1462,0
c1463,1
c1464,0
c1465,1
c1466,0
c1467,1
c1468,1
c1469,0
c1470,1
c1471,0
c1472,1
c1473,0
c1474,1
c1475,0
c1476,1
c1477,1
c1478,0
c1479,1
c1480,1
c1481,1
c1482,0
c1483,0
c1484,0
c1485,1
c1486,0
c1487,0
c1488,0
c1489,1
c1490,1
c1491,1
c1492,1
c1493,1
c1494,0
c1495,0
c1496,0
c1497,1
c1498,0
c1499,1
c1500,1
c1501,0
c1502,0
c1503,1
c1504,0
c1505,1
c1506,1
c1507,0
c1508,0
c1509,0
c1510,0
c1511,0
c1512,1
c1513,1
c1514,1
c1515,1
c1516,0
c1517,0
c1518,0
c1519,1
c1520,0
c1521,1
c1522,0
c1523,0
c1524,1
c1525,0
c1526,0
c1527,1
c1528,0
c1529,1
c1530,0
c1531,0
c1532,1
c1533,1
c1534,1
c1535,0
c1536,0
c1537,0
c1538,1
c1539,0
c1540,0
c1541,1
c1542,1
c1543,1
c1544,0
c1545,0
c1546,1
c1547,0
c1548,0
c1549,0
c1550,0
c1551,0
c1552,1
c1553,0
c1554,0
c1555,1
c1556,0
c1557,0
c1558,0
c1559,0
c1560,1
c1561,0
c1562,1
c1563,0
c1564,0
c1565,0
c1566,1
c1567,0
c1568,0
c1569,1
c1570,1
c1571,0
c1572,0
c1573,1
c1574,1
c1575,1
c1576,1
c1577,1
c1578,1
c1579,0
c1580,1
c1581,1
c1582,1
c1583,0
c1584,0
c1585,1
c1586,1
c1587,1
c1588,0
c1589,0
c1590,1
c1591,1
c1592,1
c1593,1
c1594,0
c1595,0
c1596,1
c1597,0
c1598,0
c1599,1
c1600,1
c1601,1
c1602,1
c1603,0
c1604,0
c1605,0
c1606,0
c1607,1
c1608,0
c1609,0
c1610,0
c1611,1
c1612,0
c1613,1
c1614,1
c1615,0
c1616,0
c1617,1
c1618,0
c1619,1
c1620,0
c1621,0
c1622,1
c1623,1
c1624,1
c1625,0
c1626,1
c1627,0
c1628,1
c1629,0
c1630,0
c1631,0
c1632,1
c1633,0
c1634,1
c1635,1
c1636,0
c1637,0
c1638,0
c1639,1
c1640,1
c1641,1
c1642,1
c1643,1
c1644,0
c1645,1
c1646,1
c1647,1
c1648,0
c1649,0
c1650,0
c1651,0
c1652,0
c1653,1
c1654,0
c1655,0
c1656,0
c1657,0
c1658,1
c1659,1
c1660,0
c1661,0
c1662,1
c1663,0
c1664,1
c1665,0
c1666,1
c1667,0
c1668,1
c1669,1
c1670,0
c1671,1
c1672,0
c1673,1
c1674,0
c1675,0
c1676,1
c1677,0
c1678,1
c1679,1
c1680,1
c1681,0
c1682,0
c1683,0
c1684,1
c1685,0
c1686,1
c1687,0
c1688,1
c1689,1
c1690,1
c1691,0
c1692,1
c1693,0
c1694,0
c1695,0
c1696,0
c1697,0
c1698,1
c1699,0
c1700,0
c1701,0
c1702,1
c1703,1
c1704,0
c1705,1
c1706,0
c1707,0
c1708,0
c1709,1
c1710,0
c1711,1
c1712,0
c1713,0
c1714,1
c1715,1
c1716,0
c1717,0
c1718,0
c1719,0
c1720,0
c1721,0
c1722,1
c1723,0
c1724,0
c1725,0
c1726,0
c1727,1
c1728,0
c1729,0
c1730,0
c1731,1
c1732,0
c1733,0
c1734,1
c1735,0
c1736,0
c1737,0
c1738,0
c1739,0
c1740,0
c1741,1
c1742,1
c1743,0
c1744,0
c1745,0
c1746,1
c1747,0
c1748,1
c1749,1
c1750,1
c1751,1
c1752,0
c1753,1
c1754,0
c1755,0
c1756,0
c1757,1
c1758,0
c1759,1
c1760,0
c1761,0
c1762,0
c1763,1
c1764,0
c1765,0
c1766,0
c1767,0
c1768,1
c1769,0
c1770,1
c1771,0
c1772,0
c1773,1
c1774,0
c1775,1
c1776,0
c1777,1
c1778,0
c1779,0
c1780,1
c1781,0
c1782,1
c1783,1
c1784,0
c1785,1
c1786,1
c1787,0
c1788,0
c1789,0
c1790,0
c1791,0
c1792,1
c1793,1
c1794,1
c1795,0
c1796,1
c1797,1
c1798,0
c1799,0
c1800,1
c1801,1
c1802,1
c1803,0
c1804,1
c1805,0
c1806,1
c1807,1
c1808,1
c1809,0
c1810,0
c1811,0
c1812,0
c1813,0
c1814,1
c1815,0
c1816,0
c1817,1
c1818,0
c1819,0
c1820,0
c1821,0
c1822,0
c1823,1
c1824,0
c1825,1
c1826,1
c1827,1
c1828,0
c1829,1
c1830,1
c1831,0
c1832,0
c1833,0
c1834,0
c1835,0
c1836,0
c1837,0
c1838,0
c1839,1
c1840,0
c1841,0
c1842,1
c1843,0
c1844,1
c1845,0
c1846,1
c1847,1
c1848,1
c1849,0
c1850,0
c1851,0
c1852,1
c1853,1
c1854,0
c1855,1
c1856,0
c1857,0
c1858,1
c1859,0
c1860,1
c1861,1
c1862,0
c1863,0
c1864,0
c1865,1
c1866,0
c1867,0
c1868,1
c1869,0
c1870,1
c1871,0
c1872,1
c1873,1
c1874,1
c1875,0
c1876,0
c1877,0
c1878,1
c1879,0
c1880,0
c1881,0
c1882,0
c1883,1
c1884,0
c1885,0
c1886,0
c1887,1
c1888,0
c1889,1
c1890,0
c1891,1
c1892,0
c1893,1
c1894,0
c1895,0
c1896,0
c1897,0
c1898,0
c1899,0
c1900,0
c1901,0
c1902,0
c1903,0
c1904,1
c1905,0
c1906,1
c1907,0
c1908,0
c1909,1
c1910,0
c1911,0
c1912,0
c1913,1
c1914,1
c1915,1
c1916,1
c1917,0
c1918,1
c1919,0
c1920,1
c1921,1
c1922,0
c1923,0
c1924,0
c1925,0
c1926,1
c1927,0
c1928,1
c1929,1
c1930,1
c1931,0
c1932,0
c1933,0
c1934,0
c1935,0
c1936,0
c1937,0
c1938,0
c1939,0
c1940,0
c1941,0
c1942,1
c1943,0
c1944,0
c1945,0
c1946,0
c1947,0
c1948,0
c1949,0
c1950,0
c1951,1
c1952,0
c1953,0
c1954,0
c1955,0
c1956,0
c1957,0
c1958,1
c1959,0
c1960,0
c1961,1
c1962,0
c1963,0
c1964,1
c1965,1
c1966,1
c1967,0
c1968,0
c1969,1
c1970,1
c1971,1
c1972,1
c1973,0
c1974,1
c1975,0
c1976,0
c1977,0
c1978,0
c1979,1
c1980,0
c1981,0
c1982,0
c1983,0
c1984,0
c1985,0
c1986,1
c1987,0
c1988,0
c1989,1
c1990,0
c1991,1
c1992,0
c1993,0
c1994,0
c1995,0
c1996,0
c1997,1
c1998,0
c1999,1
c2000,0
c2001,0
c2002,1
c2003,1
c2004,1
c2005,1
c2006,1
c2007,0
c2008,1
c2009,1
c2010,0
c2011,0
c2012,1
c2013,0
c2014,0
c2015,0
c2016,0
c2017,0
c2018,0
c2019,0
c2020,0
c2021,0
c2022,0
c2023,0
c2024,0
c2025,0
c2026,1
c2027,1
c2028,0
c2029,1
c2030,0
c2031,0
c2032,0
c2033,0
c2034,1
c2035,0
c2036,1
c2037,1
c2038,0
c2039,0
c2040,0
c2041,1
c2042,0
c2043,1
c2044,0
c2045,0
c2046,0
c2047,1
c2048,0
c2049,0
c2050,0
c2051,1
c2052,1
c2053,1
c2054,1
c2055,1
c2056,1
c2057,1
c2058,0
c2059,1
c2060,0
c2061,0
c2062,0
c2063,1
c2064,1
c2065,0
c2066,1
c2067,0
c2068,1
c2069,1
c2070,0
c2071,1
c2072,0
c2073,0
c2074,0
c2075,1
c2076,0
c2077,1
c2078,1
c2079,1
c2080,0
c2081,1
c2082,0
c2083,1
c2084,1
c2085,0
c2086,1
c2087,0
c2088,1
c2089,1
c2090,1
c2091,0
c2092,0
c2093,1
c2094,1
c2095,0
c2096,0
c2097,0
c2098,0
c2099,0
c2100,1
c2101,1
c2102,0
c2103,1
c2104,0
c2105,0
c2106,0
c2107,0
c2108,0
c2109,0
c2110,1
c2111,0
c2112,0
c2113,1
c2114,1
c2115,1
c2116,0
c2117,0
c2118,0
c2119,0
c2120,0
c2121,0
c2122,0
c2123,0
c2124,0
c2125,1
c2126,0
c2127,1
c2128,1
c2129,1
c2130,0
c2131,0
c2132,0
c2133,0
c2134,1
c2135,0
c2136,0
c2137,0
c2138,1
c2139,0
c2140,1
c2141,1
c2142,0
c2143,1
c2144,0
c2145,1
c2146,0
c2147,0
c2148,0
c2149,0
c2150,1
c2151,1
c2152,0
c2153,1
c2154,0
c2155,0
c2156,0
c2157,1
c2158,0
c2159,0
c2160,0
c2161,1
c2162,1
c2163,0
c2164,0
c2165,0
c2166,0
c2167,0
c2168,1
c2169,0
c2170,0
c2171,0
c2172,1
c2173,0
c2174,0
c2175,0
c2176,0
c2177,0
c2178,0
c2179,1
c2180,0
c2181,1
c2182,1
c2183,1
c2184,0
c2185,1
c2186,0
c2187,1
c2188,0
c2189,1
c2190,1
c2191,1
c2192,1
c2193,0
c2194,1
c2195,1
c2196,1
c2197,0
c2198,0
c2199,0
c2200,1
c2201,1
c2202,1
c2203,0
c2204,0
c2205,1
c2206,1
c2207,0
c2208,1
c2209,0
c2210,0
c2211,1
c2212,1
c2213,0
c2214,0
c2215,0
c2216,0
c2217,0
c2218,1
c2219,0
c2220,1
c2221,1
c2222,0
c2223,1
c2224,1
c2225,0
c2226,1
c2227,0
c2228,0
c2229,0
