,area
f436,1
f437,2
f438,0
f439,2
f440,1
f441,2
f442,2
f443,2
f444,0
f445,2
f446,2
f447,1
f448,1
f449,0
f450,1
f451,2
f452,0
f453,1
f454,2
f455,0
f456,1
f457,1
f458,2
f459,2
f460,1
f461,1
f462,2
f463,0
f464,0
f465,0
f466,1
f467,2
f468,2
f469,0
f470,1
f471,1
f472,1
f473,1
f474,2
f475,1
f476,1
f477,1
f478,2
f479,1
f480,1
f481,0
f482,1
f483,2
f484,2
f485,0
f486,1
f487,1
f488,1
f489,0
f490,0
f491,0
f492,1
f493,0
f494,1
f495,2
f496,2
f497,2
f498,0
f499,1
f500,0
f501,2
f502,2
f503,1
f504,2
f505,0
f506,2
f507,0
f508,1
f509,2
f510,2
f511,2
f512,2
f513,1
f514,1
f515,1
f516,1
f517,1
f518,1
f519,2
f520,0
f521,2
f522,2
f523,1
f524,2
f525,0
f526,2
f527,1
f528,1
f529,0
f530,1
f531,2
f532,0
f533,2
f534,2
f535,2
f536,0
f537,2
f538,0
f539,0
f540,1
f541,1
f542,0
f543,2
f544,2
f545,1
f546,2
f547,2
f548,1
f549,2
f550,1
f551,1
f552,2
f553,0
f554,2
f555,1
f556,0
f557,2
f558,1
f559,0
f560,2
f561,1
f562,1
f563,1
f564,1
f565,1
f566,1
f567,2
f568,1
f569,2
f570,2
f571,2
f572,2
f573,0
f574,0
f575,0
f576,2
f577,1
f578,0
f579,1
f580,2
f581,2
f582,2
f583,0
f584,2
f585,1
f586,0
f587,1
f588,2
f589,0
f590,0
f591,1
f592,1
f593,1
f594,1
f595,0
f596,0
f597,2
f598,0
f599,1
f600,0
f601,2
f602,1
f603,1
f604,0
f605,2
f606,1
f607,2
f608,2
f609,1
f610,2
f611,1
f612,2
f613,0
f614,1
f615,2
f616,0
f617,1
f618,0
f619,1
f620,0
f621,0
f622,0
f623,2
f624,1
f625,1
f626,2
f627,1
f628,1
f629,2
f630,0
f631,2
f632,0
f633,0
f634,2
f635,1
f636,0
f637,0
f638,1
f639,1
f640,2
f641,0
f642,2
f643,0
f644,1
f645,0
f646,0
f647,2
f648,2
f649,0
f650,1
f651,1
f652,1
f653,2
f654,2
f655,1
f656,2
f657,2
f658,2
f659,1
f660,0
f661,1
f662,0
f663,1
f664,2
f665,1
f666,1
f667,0
f668,0
f669,1
f670,2
f671,2
f672,0
f673,1
f674,1
f675,2
f676,1
f677,0
f678,0
f679,1
f680,1
f681,1
f682,2
f683,2
f684,0
f685,1
f686,2
f687,0
f688,2
f689,0
f690,1
f691,0
f692,0
f693,2
f694,2
f695,2
f696,0
f697,2
f698,2
f699,0
f700,1
f701,0
f702,2
f703,0
f704,0
f705,1
f706,2
f707,2
f708,2
f709,0
f710,1
f711,1
f712,0
f713,2
f714,1
f715,0
f716,1
f717,0
f718,0
f719,1
f720,1
f721,0
f722,1
f723,2
f724,2
f725,0
f726,1
f727,0
f728,0
f729,0
f730,1
f731,1
f732,1
f733,0
f734,0
f735,0
f736,1
f737,0
f738,1
f739,0
f740,1
f741,2
f742,0
f743,1
f744,2
f745,1
f746,1
f747,0
f748,0
f749,1
f750,0
f751,0
f752,0
f753,1
f754,0
f755,1
f756,0
f757,0
f758,0
f759,1
f760,2
f761,2
f762,0
f763,1
f764,2
f765,1
f766,2
f767,1
f768,1
f769,0
f770,1
f771,1
f772,1
f773,0
f774,0
f775,0
f776,1
f777,1
f778,0
f779,2
f780,2
f781,2
f782,1
f783,1
f784,0
f785,0
f786,2
f787,1
f788,1
f789,2
f790,0
f791,2
f792,1
f793,0
f794,2
f795,2
f796,0
f797,2
f798,2
f799,1
f800,1
f801,2
f802,0
f803,2
f804,0
f805,2
f806,0
f807,1
f808,2
f809,1
f810,0
f811,1
f812,0
f813,2
f814,1
f815,1
f816,1
f817,0
f818,2
f819,1
f820,2
f821,0
f822,2
f823,2
f824,1
f825,2
f826,2
f827,2
f828,2
f829,1
f830,2
f831,1
f832,0
f833,1
f834,1
f835,1
f836,2
f837,2
f838,1
f839,2
f840,1
f841,1
f842,1
f843,1
f844,0
f845,1
f846,1
f847,2
f848,1
f849,2
f850,2
f851,1
f852,1
f853,1
f854,1
f855,0
f856,1
f857,2
f858,2
f859,2
f860,0
f861,1
f862,1
f863,2
f864,2
f865,0
f866,1
f867,2
f868,0
f869,0
f870,2
f871,2
f872,0
f873,1
f874,1
f875,2
f876,2
f877,1
f878,0
f879,2
f880,2
f881,0
f882,0
f883,0
f884,2
f885,2
f886,1
f887,1
f888,0
f889,0
f890,2
f891,1
f892,2
f893,0
f894,2
f895,2
f896,0
f897,1
f898,0
f899,1
f900,0
f901,1
f902,1
f903,0
f904,0
f905,0
f906,1
f907,2
f908,1
f909,2
f910,0
f911,0
f912,2
f913,2
f914,1
f915,0
f916,1
f917,1
f918,1
f919,1
f920,0
f921,1
f922,1
f923,2
f924,1
f925,0
f926,0
f927,0
f928,1
f929,2
f930,0
f931,2
f932,0
f933,0
f934,2
f935,1
f936,0
f937,1
f938,2
f939,1
f940,2
f941,2
f942,0
f943,1
f944,2
f945,2
f946,2
f947,2
f948,0
f949,0
f950,2
f951,1
f952,1
f953,0
f954,1
f955,1
f956,1
f957,2
f958,0
f959,2
f960,2
f961,2
f962,1
f963,2
f964,2
f965,1
f966,2
f967,0
f968,1
f969,0
f970,1
f971,2
f972,2
f973,2
f974,2
f975,1
f976,2
f977,1
f978,0
f979,0
f980,1
f981,0
f982,2
f983,1
f984,2
f985,0
f986,2
f987,2
f988,0
f989,1
f990,0
f991,0
f992,0
f993,1
f994,1
f995,0
f996,2
f997,2
f998,0
f999,0
f1000,0
f1001,1
f1002,0
f1003,1
f1004,2
f1005,2
f1006,1
f1007,0
f1008,2
f1009,2
f1010,2
f1011,0
f1012,2
f1013,1
f1014,0
f1015,0
f1016,0
f1017,1
f1018,2
f1019,0
f1020,1
f1021,1
f1022,0
f1023,2
f1024,0
f1025,2
f1026,0
f1027,1
f1028,2
f1029,2
f1030,2
f1031,0
f1032,0
f1033,1
f1034,2
f1035,0
f1036,2
f1037,0
f1038,1
f1039,1
f1040,0
f1041,2
f1042,1
f1043,0
f1044,0
f1045,2
f1046,1
f1047,0
f1048,2
f1049,1
f1050,1
f1051,1
f1052,2
f1053,2
f1054,1
f1055,1
f1056,0
f1057,2
f1058,0
f1059,2
f1060,1
f1061,2
f1062,2
f1063,2
f1064,1
f1065,0
f1066,0
f1067,1
f1068,2
f1069,0
f1070,1
f1071,2
f1072,1
f1073,2
f1074,2
f1075,1
f1076,1
f1077,0
f1078,0
f1079,1
f1080,0
f1081,2
f1082,0
f1083,0
f1084,0
f1085,1
f1086,1
f1087,1
f1088,0
f1089,1
f1090,2
f1091,2
f1092,0
f1093,0
f1094,2
f1095,0
f1096,2
f1097,1
f1098,2
f1099,1
f1100,2
f1101,1
f1102,0
f1103,0
f1104,2
f1105,0
f1106,1
f1107,1
f1108,2
f1109,2
f1110,2
f1111,2
f1112,1
f1113,2
f1114,1
f1115,2
f1116,0
f1117,1
f1118,2
f1119,2
f1120,0
f1121,0
f1122,2
f1123,1
f1124,2
f1125,0
f1126,1
f1127,1
f1128,2
f1129,0
f1130,2
f1131,2
f1132,1
f1133,2
f1134,1
f1135,2
f1136,1
f1137,0
f1138,0
f1139,1
f1140,0
f1141,2
f1142,0
f1143,1
f1144,2
f1145,1
f1146,2
f1147,0
f1148,1
f1149,2
f1150,0
f1151,1
f1152,0
f1153,2
f1154,0
f1155,1
f1156,1
f1157,2
f1158,1
f1159,2
f1160,1
f1161,0
f1162,1
f1163,0
f1164,0
f1165,1
f1166,0
f1167,1
f1168,1
f1169,0
f1170,0
f1171,0
f1172,2
f1173,2
f1174,0
f1175,0
f1176,0
f1177,2
f1178,1
f1179,2
f1180,2
f1181,1
f1182,2
f1183,0
f1184,1
f1185,1
f1186,0
f1187,2
f1188,1
f1189,2
f1190,0
f1191,1
f1192,1
f1193,1
f1194,2
f1195,1
f1196,0
f1197,2
f1198,2
f1199,0
f1200,2
f1201,0
f1202,2
f1203,1
f1204,1
f1205,2
f1206,1
f1207,1
f1208,0
f1209,1
f1210,0
f1211,2
f1212,1
f1213,2
f1214,1
f1215,2
f1216,0
f1217,0
f1218,1
f1219,1
f1220,2
f1221,1
f1222,0
f1223,2
f1224,0
f1225,1
f1226,1
f1227,0
f1228,1
f1229,2
f1230,1
f1231,1
f1232,2
f1233,1
f1234,2
f1235,0
f1236,2
f1237,0
f1238,1
f1239,2
f1240,0
f1241,0
f1242,1
f1243,1
f1244,1
f1245,0
f1246,0
f1247,0
f1248,0
f1249,1
f1250,0
f1251,2
f1252,2
f1253,2
f1254,2
f1255,0
f1256,0
f1257,2
f1258,1
f1259,2
f1260,1
f1261,2
f1262,2
f1263,2
f1264,2
f1265,2
f1266,2
f1267,0
f1268,1
f1269,1
f1270,0
f1271,2
f1272,2
f1273,0
f1274,0
f1275,0
f1276,2
f1277,0
f1278,0
f1279,1
f1280,0
f1281,1
f1282,2
f1283,1
f1284,1
f1285,0
f1286,2
f1287,2
f1288,1
f1289,0
f1290,0
f1291,1
f1292,1
f1293,0
f1294,1
f1295,0
f1296,1
f1297,2
f1298,0
f1299,2
f1300,1
f1301,2
f1302,1
f1303,2
f1304,0
f1305,2
f1306,2
f1307,2
f1308,0
f1309,1
f1310,1
f1311,2
f1312,1
f1313,2
f1314,1
f1315,2
f1316,1
f1317,1
f1318,0
f1319,0
f1320,0
f1321,2
f1322,1
f1323,0
f1324,0
f1325,1
f1326,1
f1327,1
f1328,1
f1329,2
f1330,1
f1331,2
f1332,2
f1333,0
f1334,2
f1335,0
f1336,1
f1337,0
f1338,1
f1339,2
f1340,0
f1341,1
f1342,0
f1343,2
f1344,2
f1345,1
f1346,2
f1347,1
f1348,1
f1349,1
f1350,0
f1351,1
f1352,0
f1353,2
f1354,0
f1355,2
f1356,1
f1357,0
f1358,1
f1359,1
f1360,2
f1361,1
f1362,0
f1363,1
f1364,2
f1365,0
f1366,0
f1367,1
f1368,2
f1369,1
f1370,1
f1371,0
f1372,2
f1373,1
f1374,0
f1375,0
f1376,2
f1377,2
f1378,1
f1379,0
f1380,2
f1381,1
f1382,2
f1383,2
f1384,1
f1385,1
f1386,0
f1387,2
f1388,1
f1389,1
f1390,1
f1391,2
f1392,0
f1393,0
f1394,2
f1395,1
f1396,0
f1397,1
f1398,2
f1399,2
f1400,1
f1401,1
f1402,1
f1403,0
f1404,1
f1405,1
f1406,2
f1407,2
f1408,0
f1409,1
f1410,2
f1411,2
f1412,2
f1413,2
f1414,2
f1415,0
f1416,1
f1417,2
f1418,2
f1419,0
f1420,2
f1421,0
f1422,2
f1423,0
f1424,1
f1425,2
f1426,1
f1427,2
f1428,2
f1429,1
f1430,2
f1431,1
f1432,0
f1433,1
f1434,2
f1435,2
f1436,1
f1437,1
f1438,0
f1439,2
f1440,1
f1441,0
f1442,1
f1443,2
f1444,0
f1445,1
f1446,1
f1447,1
f1448,1
f1449,1
f1450,1
f1451,0
f1452,2
f1453,1
f1454,1
f1455,2
f1456,1
f1457,0
f1458,2
f1459,1
f1460,2
f1461,2
f1462,1
f1463,2
f1464,1
f1465,1
f1466,0
f1467,0
f1468,1
f1469,0
f1470,0
f1471,1
f1472,2
f1473,1
f1474,2
f1475,0
f1476,0
f1477,1
f1478,0
f1479,2
f1480,2
f1481,2
f1482,1
f1483,1
f1484,0
f1485,2
f1486,0
f1487,2
f1488,1
f1489,1
f1490,0
f1491,0
f1492,1
f1493,1
f1494,1
f1495,2
f1496,2
f1497,2
f1498,0
f1499,1
f1500,1
f1501,0
f1502,2
f1503,0
f1504,1
f1505,1
f1506,2
f1507,1
f1508,2
f1509,2
f1510,1
f1511,1
f1512,0
f1513,2
f1514,1
f1515,0
f1516,0
f1517,0
f1518,2
f1519,2
f1520,0
f1521,2
f1522,2
f1523,1
f1524,0
f1525,0
f1526,2
f1527,0
f1528,1
f1529,2
f1530,0
f1531,2
f1532,0
f1533,2
f1534,0
f1535,1
f1536,2
f1537,1
f1538,1
f1539,0
f1540,1
f1541,0
f1542,1
f1543,1
f1544,1
f1545,2
f1546,2
f1547,0
f1548,0
f1549,0
f1550,1
f1551,2
f1552,1
f1553,2
f1554,1
f1555,1
f1556,1
f1557,0
f1558,0
f1559,2
f1560,1
f1561,0
f1562,2
f1563,2
f1564,2
f1565,2
f1566,2
f1567,0
f1568,0
f1569,1
f1570,2
f1571,1
f1572,1
f1573,0
f1574,1
f1575,2
f1576,1
f1577,0
f1578,2
f1579,0
f1580,1
f1581,1
f1582,1
f1583,2
f1584,0
f1585,1
f1586,2
f1587,1
f1588,2
f1589,1
f1590,1
f1591,1
f1592,1
f1593,0
f1594,0
f1595,0
f1596,2
f1597,2
f1598,2
f1599,1
f1600,1
f1601,2
f1602,0
f1603,2
f1604,0
f1605,2
f1606,1
f1607,2
f1608,1
f1609,2
f1610,0
f1611,0
f1612,2
f1613,2
f1614,0
f1615,2
f1616,2
f1617,1
f1618,2
f1619,2
f1620,0
f1621,2
f1622,1
f1623,1
f1624,2
f1625,2
f1626,0
f1627,1
f1628,1
f1629,1
f1630,1
f1631,1
f1632,1
f1633,2
f1634,1
f1635,1
f1636,2
f1637,0
f1638,2
f1639,1
f1640,2
f1641,1
f1642,1
f1643,1
f1644,1
f1645,0
f1646,1
f1647,1
f1648,1
f1649,0
f1650,1
f1651,1
f1652,1
f1653,2
f1654,0
f1655,0
f1656,2
f1657,0
f1658,1
f1659,2
f1660,2
f1661,2
f1662,1
f1663,0
f1664,0
f1665,0
f1666,0
f1667,2
f1668,0
f1669,0
f1670,2
f1671,2
f1672,0
f1673,1
f1674,1
f1675,2
f1676,1
f1677,2
f1678,1
f1679,1
f1680,1
f1681,2
f1682,0
f1683,2
f1684,1
f1685,0
f1686,2
f1687,2
f1688,0
f1689,0
f1690,2
f1691,0
f1692,0
f1693,1
f1694,2
f1695,1
f1696,0
f1697,2
f1698,2
f1699,2
f1700,1
f1701,1
f1702,0
f1703,0
f1704,1
f1705,1
f1706,0
f1707,1
f1708,2
f1709,0
f1710,2
f1711,0
f1712,0
f1713,1
f1714,2
f1715,1
f1716,1
f1717,0
f1718,2
f1719,1
f1720,2
f1721,2
f1722,2
f1723,0
f1724,2
f1725,0
f1726,0
f1727,1
f1728,2
f1729,1
f1730,1
f1731,0
f1732,1
f1733,2
f1734,0
f1735,1
f1736,0
f1737,2
f1738,2
f1739,1
f1740,0
f1741,0
f1742,2
f1743,1
f1744,0
f1745,1
f1746,0
f1747,0
f1748,2
f1749,0
f1750,0
f1751,0
f1752,1
f1753,1
f1754,1
f1755,1
f1756,2
f1757,2
f1758,1
f1759,2
f1760,1
f1761,1
f1762,0
f1763,1
f1764,1
f1765,1
f1766,0
f1767,2
f1768,1
f1769,1
f1770,0
f1771,1
f1772,2
f1773,0
f1774,2
f1775,1
f1776,0
f1777,0
f1778,0
f1779,1
f1780,0
f1781,2
f1782,1
f1783,2
f1784,0
f1785,2
f1786,1
f1787,0
f1788,1
f1789,2
f1790,1
f1791,0
f1792,2
f1793,1
f1794,2
f1795,1
f1796,0
f1797,2
f1798,0
f1799,1
f1800,1
f1801,1
f1802,1
f1803,2
f1804,0
f1805,1
f1806,2
f1807,1
f1808,0
f1809,1
f1810,2
f1811,1
f1812,2
f1813,0
f1814,2
f1815,1
f1816,2
f1817,1
f1818,0
f1819,2
f1820,0
f1821,0
f1822,1
f1823,1
f1824,2
f1825,0
f1826,0
f1827,1
f1828,0
f1829,1
f1830,0
f1831,1
f1832,1
f1833,2
f1834,0
f1835,1
f1836,2
f1837,0
f1838,0
f1839,2
f1840,2
f1841,2
f1842,2
f1843,1
f1844,1
f1845,1
f1846,0
f1847,1
f1848,1
f1849,0
f1850,1
f1851,2
f1852,2
f1853,1
f1854,1
f1855,1
f1856,2
f1857,1
f1858,1
f1859,2
f1860,1
f1861,1
f1862,1
f1863,1
f1864,2
f1865,2
f1866,0
f1867,2
f1868,0
f1869,2
f1870,1
f1871,0
f1872,0
f1873,1
f1874,0
f1875,0
f1876,2
f1877,0
f1878,0
f1879,0
f1880,0
f1881,0
f1882,0
f1883,1
f1884,2
f1885,1
f1886,0
f1887,1
f1888,1
f1889,1
f1890,2
f1891,1
f1892,0
f1893,0
f1894,1
f1895,2
f1896,1
f1897,0
f1898,1
f1899,2
f1900,1
f1901,2
f1902,2
f1903,2
f1904,0
f1905,1
f1906,1
f1907,1
f1908,2
f1909,2
f1910,0
f1911,1
f1912,2
f1913,0
f1914,0
f1915,1
f1916,2
f1917,2
f1918,2
f1919,1
f1920,2
f1921,1
f1922,2
f1923,0
f1924,1
f1925,2
f1926,1
f1927,0
f1928,2
f1929,1
f1930,1
f1931,2
f1932,1
f1933,0
f1934,2
f1935,1
f1936,0
f1937,1
f1938,1
f1939,2
f1940,2
f1941,2
f1942,2
f1943,1
f1944,0
f1945,0
f1946,0
f1947,2
f1948,1
f1949,0
f1950,2
f1951,1
f1952,2
f1953,1
f1954,0
f1955,1
f1956,2
f1957,2
f1958,2
f1959,0
f1960,0
f1961,1
f1962,0
f1963,0
f1964,2
f1965,1
f1966,0
f1967,1
f1968,1
f1969,2
f1970,2
f1971,2
f1972,1
f1973,1
f1974,1
f1975,1
f1976,1
f1977,1
f1978,1
f1979,2
f1980,2
f1981,0
f1982,1
f1983,1
f1984,0
f1985,0
f1986,0
f1987,0
f1988,2
f1989,0
f1990,2
f1991,1
f1992,1
f1993,0
f1994,2
f1995,0
f1996,0
f1997,0
f1998,1
f1999,2
f2000,2
f2001,0
f2002,2
f2003,2
f2004,0
f2005,2
f2006,2
f2007,2
f2008,0
f2009,1
f2010,0
f2011,2
f2012,0
f2013,1
f2014,2
f2015,2
f2016,1
f2017,1
f2018,2
f2019,2
f2020,2
f2021,2
f2022,2
f2023,2
f2024,1
f2025,0
f2026,2
f2027,0
f2028,2
f2029,2
f2030,0
f2031,1
f2032,1
f2033,1
f2034,1
f2035,2
f2036,2
f2037,0
f2038,0
f2039,0
f2040,2
f2041,1
f2042,0
f2043,2
f2044,2
f2045,1
f2046,2
f2047,2
f2048,2
f2049,0
f2050,1
f2051,0
f2052,1
f2053,0
f2054,1
f2055,0
f2056,1
f2057,0
f2058,2
f2059,2
f2060,0
f2061,2
f2062,1
f2063,2
f2064,2
f2065,1
f2066,2
f2067,0
f2068,2
f2069,0
f2070,0
f2071,2
f2072,1
f2073,0
f2074,1
f2075,1
f2076,2
f2077,1
f2078,2
f2079,1
f2080,2
f2081,2
f2082,2
f2083,0
f2084,2
f2085,1
f2086,2
f2087,0
f2088,2
f2089,1
f2090,0
f2091,2
f2092,1
f2093,2
f2094,2
f2095,0
f2096,2
f2097,2
f2098,1
f2099,0
f2100,2
f2101,1
f2102,1
f2103,2
f2104,1
f2105,1
f2106,1
f2107,0
f2108,1
f2109,2
f2110,2
f2111,2
f2112,0
f2113,2
f2114,1
f2115,0
f2116,2
f2117,2
f2118,1
f2119,2
f2120,1
f2121,0
f2122,1
f2123,1
f2124,0
f2125,1
f2126,0
f2127,1
f2128,0
f2129,0
f2130,1
f2131,2
f2132,0
f2133,2
f2134,0
f2135,0
f2136,1
f2137,0
f2138,1
f2139,0
f2140,0
f2141,2
f2142,1
f2143,1
f2144,1
f2145,0
f2146,1
f2147,0
f2148,2
f2149,1
f2150,1
f2151,2
f2152,0
f2153,2
f2154,2
f2155,2
f2156,1
f2157,0
f2158,2
f2159,0
f2160,1
f2161,2
f2162,1
f2163,1
f2164,1
f2165,1
f2166,1
f2167,1
f2168,1
f2169,1
f2170,2
f2171,0
f2172,1
f2173,2
f2174,2
f2175,1
f2176,1
f2177,0
f2178,2
f2179,1
f2180,1
f2181,2
f2182,0
f2183,0
f2184,0
f2185,2
f2186,1
f2187,1
f2188,1
f2189,2
f2190,2
f2191,0
f2192,0
f2193,0
f2194,1
f2195,0
f2196,0
f2197,2
f2198,1
f2199,1
f2200,2
f2201,2
f2202,2
f2203,0
f2204,2
f2205,0
f2206,1
f2207,2
f2208,2
f2209,0
f2210,0
f2211,0
f2212,0
f2213,2
f2214,1
f2215,0
f2216,2
f2217,1
f2218,1
f2219,0
f2220,1
f2221,2
f2222,2
f2223,0
f2224,1
f2225,2
f2226,2
f2227,0
f2228,1
f2229,2
