,area
f438,2
f439,1
f440,1
f441,1
f442,2
f443,0
f444,0
f445,0
f446,1
f447,2
f448,0
f449,1
f450,2
f451,2
f452,2
f453,2
f454,1
f455,2
f456,1
f457,1
f458,1
f459,0
f460,2
f461,2
f462,2
f463,2
f464,2
f465,0
f466,1
f467,0
f468,2
f469,1
f470,2
f471,0
f472,1
f473,0
f474,1
f475,0
f476,2
f477,2
f478,0
f479,1
f480,1
f481,2
f482,0
f483,1
f484,1
f485,0
f486,1
f487,2
f488,0
f489,0
f490,2
f491,2
f492,2
f493,1
f494,0
f495,0
f496,1
f497,2
f498,1
f499,2
f500,2
f501,1
f502,1
f503,0
f504,0
f505,0
f506,2
f507,2
f508,1
f509,0
f510,1
f511,2
f512,1
f513,2
f514,2
f515,1
f516,1
f517,0
f518,1
f519,0
f520,1
f521,1
f522,0
f523,1
f524,2
f525,0
f526,0
f527,0
f528,2
f529,0
f530,2
f531,1
f532,1
f533,1
f534,1
f535,0
f536,1
f537,1
f538,1
f539,1
f540,0
f541,0
f542,0
f543,2
f544,0
f545,2
f546,1
f547,2
f548,2
f549,1
f550,1
f551,2
f552,1
f553,1
f554,0
f555,0
f556,1
f557,0
f558,0
f559,0
f560,0
f561,1
f562,0
f563,1
f564,1
f565,0
f566,1
f567,1
f568,0
f569,0
f570,2
f571,2
f572,0
f573,2
f574,0
f575,0
f576,0
f577,2
f578,2
f579,2
f580,2
f581,2
f582,0
f583,0
f584,2
f585,1
f586,0
f587,1
f588,0
f589,0
f590,1
f591,0
f592,0
f593,0
f594,1
f595,2
f596,0
f597,0
f598,1
f599,2
f600,2
f601,2
f602,0
f603,2
f604,1
f605,1
f606,0
f607,0
f608,2
f609,2
f610,1
f611,0
f612,0
f613,0
f614,2
f615,2
f616,0
f617,2
f618,0
f619,0
f620,1
f621,1
f622,2
f623,1
f624,0
f625,1
f626,1
f627,0
f628,0
f629,1
f630,2
f631,0
f632,2
f633,1
f634,1
f635,2
f636,2
f637,1
f638,2
f639,2
f640,0
f641,1
f642,1
f643,1
f644,2
f645,1
f646,0
f647,2
f648,0
f649,0
f650,0
f651,0
f652,1
f653,0
f654,2
f655,1
f656,1
f657,1
f658,0
f659,0
f660,0
f661,0
f662,1
f663,1
f664,1
f665,1
f666,0
f667,1
f668,0
f669,1
f670,1
f671,1
f672,1
f673,0
f674,1
f675,1
f676,2
f677,2
f678,2
f679,2
f680,1
f681,1
f682,0
f683,1
f684,1
f685,1
f686,1
f687,0
f688,2
