,area
c273,1
c274,2
c275,1
c276,0
c277,1
c278,0
c279,0
c280,2
c281,1
c282,0
c283,2
c284,2
c285,1
c286,0
c287,2
c288,1
c289,2
c290,1
c291,1
c292,1
c293,2
c294,2
c295,2
c296,0
c297,1
c298,1
c299,2
c300,2
c301,1
c302,0
c303,2
c304,2
c305,2
c306,0
c307,2
c308,0
c309,0
c310,1
c311,2
c312,2
c313,1
c314,0
c315,2
c316,0
c317,0
c318,1
c319,2
c320,1
c321,1
c322,2
c323,1
c324,0
c325,2
c326,1
c327,0
c328,2
c329,2
c330,2
c331,2
c332,0
c333,2
c334,1
c335,0
c336,2
c337,1
c338,0
c339,1
c340,0
c341,1
c342,2
c343,0
c344,2
c345,1
c346,2
c347,1
c348,2
c349,1
c350,0
c351,0
c352,1
c353,1
c354,1
c355,2
c356,0
c357,1
c358,2
c359,2
c360,1
c361,0
c362,0
c363,2
c364,2
c365,1
c366,2
c367,0
c368,1
c369,0
c370,0
c371,0
c372,1
c373,0
c374,0
c375,0
c376,0
c377,1
c378,0
c379,0
c380,2
c381,1
c382,0
c383,1
c384,1
c385,1
c386,1
c387,2
c388,1
c389,2
c390,1
c391,0
c392,1
c393,1
c394,2
c395,1
c396,0
c397,2
c398,1
c399,1
c400,2
c401,1
c402,2
c403,0
c404,0
c405,2
c406,1
c407,2
c408,2
c409,1
c410,2
c411,2
c412,0
c413,2
c414,1
c415,2
c416,1
c417,2
c418,2
c419,2
c420,2
c421,0
c422,2
c423,0
c424,0
c425,2
c426,2
c427,2
c428,2
c429,2
c430,0
c431,0
c432,2
c433,1
c434,0
c435,2
c436,2
c437,0
c438,1
c439,2
c440,1
c441,2
c442,2
c443,0
c444,2
c445,0
c446,1
c447,0
c448,1
c449,0
c450,2
c451,1
c452,1
c453,0
c454,0
c455,0
c456,0
c457,2
c458,1
c459,1
c460,2
c461,2
c462,1
c463,1
c464,0
c465,1
c466,2
c467,1
c468,2
c469,2
c470,0
c471,0
c472,1
c473,2
c474,1
c475,0
c476,1
c477,1
c478,0
c479,0
c480,1
c481,1
c482,0
c483,1
c484,2
c485,2
c486,0
c487,1
c488,1
c489,0
c490,2
c491,2
c492,0
c493,2
c494,0
c495,1
c496,1
c497,1
c498,2
c499,1
c500,1
c501,2
c502,0
c503,0
c504,0
c505,1
c506,1
c507,2
c508,1
c509,0
c510,1
c511,1
c512,0
c513,2
c514,1
c515,1
c516,0
c517,1
c518,2
c519,1
c520,0
c521,0
c522,1
c523,0
c524,2
c525,2
c526,1
c527,2
c528,2
c529,0
c530,1
c531,1
c532,1
c533,2
c534,0
c535,2
c536,2
c537,2
c538,2
c539,2
c540,2
c541,2
c542,2
c543,0
c544,0
c545,0
c546,0
c547,2
c548,0
c549,2
c550,1
c551,2
c552,0
c553,2
c554,2
c555,2
c556,1
c557,2
c558,1
c559,1
c560,0
c561,2
c562,0
c563,2
c564,1
c565,0
c566,0
c567,1
c568,0
c569,1
c570,1
c571,1
c572,0
c573,1
c574,1
c575,0
c576,0
c577,0
c578,1
c579,1
c580,0
c581,0
c582,0
c583,0
c584,2
c585,1
c586,2
c587,1
c588,1
c589,0
c590,0
c591,0
c592,1
c593,2
c594,1
c595,2
c596,2
c597,0
c598,1
c599,2
c600,0
c601,2
c602,1
c603,1
c604,2
c605,1
c606,0
c607,0
c608,0
c609,1
c610,1
c611,1
c612,2
c613,2
c614,0
c615,2
c616,1
c617,2
c618,0
c619,0
c620,0
c621,1
c622,0
c623,0
c624,2
c625,1
c626,2
c627,1
c628,2
c629,0
c630,0
c631,1
c632,2
c633,2
c634,2
c635,1
c636,1
c637,1
c638,2
c639,0
c640,2
c641,1
c642,0
c643,0
c644,2
c645,2
c646,0
c647,1
c648,1
c649,1
c650,2
c651,1
c652,2
c653,2
c654,1
c655,2
c656,2
c657,0
c658,2
c659,1
c660,2
c661,2
c662,2
c663,2
c664,0
c665,1
c666,2
c667,2
c668,0
c669,0
c670,0
c671,2
c672,1
c673,0
c674,0
c675,1
c676,1
c677,2
c678,0
c679,2
c680,2
c681,2
c682,0
c683,0
c684,1
c685,0
c686,0
c687,2
c688,1
c689,0
c690,1
c691,0
c692,2
c693,2
c694,2
c695,0
c696,0
c697,2
c698,0
c699,0
c700,1
c701,2
c702,0
c703,2
c704,2
c705,1
c706,0
c707,0
c708,0
c709,1
c710,2
c711,2
c712,1
c713,1
c714,2
c715,0
c716,1
c717,0
c718,0
c719,2
c720,2
c721,2
c722,2
c723,2
c724,1
c725,2
c726,0
c727,1
c728,1
c729,2
c730,0
c731,2
c732,0
c733,0
c734,1
c735,1
c736,2
c737,1
c738,2
c739,0
c740,0
c741,1
c742,1
c743,1
c744,2
c745,2
c746,1
c747,0
c748,0
c749,2
c750,2
c751,2
c752,1
c753,2
c754,0
c755,0
c756,2
c757,2
c758,0
c759,0
c760,1
c761,2
c762,0
c763,2
c764,0
c765,0
c766,1
c767,1
c768,2
c769,2
c770,2
c771,1
c772,1
c773,2
c774,1
c775,1
c776,2
c777,1
c778,2
c779,2
c780,0
c781,1
c782,1
c783,1
c784,1
c785,2
c786,1
c787,2
c788,1
c789,2
c790,0
c791,1
c792,0
c793,0
c794,0
c795,2
c796,0
c797,2
c798,2
c799,0
c800,1
c801,2
c802,0
c803,2
c804,1
c805,1
c806,2
c807,1
c808,1
c809,2
c810,0
c811,1
c812,2
c813,0
c814,2
c815,1
c816,1
c817,1
c818,2
c819,1
c820,0
c821,1
c822,0
c823,2
c824,0
c825,0
c826,0
c827,2
c828,2
c829,2
c830,1
c831,2
c832,0
c833,1
c834,2
c835,1
c836,1
c837,0
c838,1
c839,0
c840,2
c841,1
c842,2
c843,2
c844,2
c845,2
c846,1
c847,0
c848,1
c849,0
c850,2
c851,1
c852,1
c853,2
c854,1
c855,0
c856,2
c857,1
c858,2
c859,2
c860,1
c861,1
c862,1
c863,2
c864,0
c865,1
c866,1
c867,0
c868,0
c869,2
c870,1
c871,2
c872,0
c873,1
c874,1
c875,2
c876,2
c877,0
c878,0
c879,2
c880,1
c881,0
c882,0
c883,0
c884,2
c885,2
c886,1
c887,1
c888,2
c889,0
c890,1
c891,1
c892,1
c893,0
c894,1
c895,1
c896,1
c897,1
c898,0
c899,2
c900,2
c901,1
c902,1
c903,0
c904,0
c905,0
c906,1
c907,0
c908,2
c909,1
c910,0
c911,1
c912,0
c913,2
c914,2
c915,1
c916,0
c917,0
c918,0
c919,2
c920,1
c921,0
c922,2
c923,1
c924,2
c925,1
c926,2
c927,2
c928,2
c929,1
c930,1
c931,2
c932,1
c933,1
c934,1
c935,0
c936,2
c937,1
c938,0
c939,1
c940,2
c941,0
c942,1
c943,1
c944,1
c945,1
c946,1
c947,0
c948,2
c949,2
c950,2
c951,1
c952,0
c953,0
c954,1
c955,0
c956,2
c957,1
c958,0
c959,1
c960,2
c961,0
c962,0
c963,1
c964,1
c965,0
c966,2
c967,2
c968,1
c969,2
c970,2
c971,2
c972,1
c973,0
c974,1
c975,0
c976,0
c977,2
c978,2
c979,1
c980,1
c981,1
c982,1
c983,1
c984,2
c985,1
c986,0
c987,0
c988,0
c989,2
c990,0
c991,1
c992,2
c993,2
c994,1
c995,2
c996,2
c997,1
c998,1
c999,2
c1000,1
c1001,0
c1002,0
c1003,1
c1004,0
c1005,0
c1006,0
c1007,0
c1008,2
c1009,0
c1010,2
c1011,0
c1012,1
c1013,1
c1014,2
c1015,2
c1016,2
c1017,0
c1018,2
c1019,1
c1020,2
c1021,1
c1022,0
c1023,0
c1024,0
c1025,1
c1026,0
c1027,1
c1028,2
c1029,0
c1030,1
c1031,1
c1032,2
c1033,2
c1034,0
c1035,0
c1036,0
c1037,2
c1038,1
c1039,2
c1040,2
c1041,1
c1042,2
c1043,0
c1044,2
c1045,2
c1046,2
c1047,1
c1048,1
c1049,2
c1050,0
c1051,2
c1052,2
c1053,2
c1054,1
c1055,2
c1056,2
c1057,2
c1058,1
c1059,0
c1060,0
c1061,1
c1062,0
c1063,0
c1064,1
c1065,0
c1066,2
c1067,1
c1068,0
c1069,1
c1070,1
c1071,1
c1072,0
c1073,2
c1074,1
c1075,1
c1076,0
c1077,2
c1078,1
c1079,2
c1080,2
c1081,0
c1082,0
c1083,0
c1084,2
c1085,0
c1086,1
c1087,2
c1088,0
c1089,2
c1090,2
c1091,2
c1092,1
c1093,2
c1094,2
c1095,0
c1096,0
c1097,0
c1098,0
c1099,1
c1100,2
c1101,2
c1102,2
c1103,2
c1104,2
c1105,1
c1106,1
c1107,0
c1108,2
c1109,0
c1110,1
c1111,1
c1112,2
c1113,0
c1114,2
c1115,1
c1116,2
c1117,0
c1118,2
c1119,0
c1120,1
c1121,2
c1122,1
c1123,0
c1124,2
c1125,0
c1126,2
c1127,2
c1128,0
c1129,1
c1130,1
c1131,1
c1132,0
c1133,1
c1134,2
c1135,2
c1136,2
c1137,0
c1138,0
c1139,1
c1140,1
c1141,2
c1142,0
c1143,1
c1144,1
c1145,0
c1146,2
c1147,1
c1148,1
c1149,2
c1150,1
c1151,2
c1152,1
c1153,1
c1154,2
c1155,1
c1156,1
c1157,2
c1158,2
c1159,2
c1160,0
c1161,1
c1162,1
c1163,1
c1164,1
c1165,2
c1166,1
c1167,1
c1168,0
c1169,1
c1170,0
c1171,0
c1172,1
c1173,1
c1174,2
c1175,0
c1176,1
c1177,0
c1178,2
c1179,0
c1180,1
c1181,1
c1182,1
c1183,2
c1184,2
c1185,1
c1186,0
c1187,0
c1188,1
c1189,2
c1190,1
c1191,1
c1192,1
c1193,1
c1194,2
c1195,2
c1196,0
c1197,1
c1198,1
c1199,2
c1200,1
c1201,2
c1202,1
c1203,1
c1204,0
c1205,2
c1206,2
c1207,1
c1208,1
c1209,0
c1210,1
c1211,1
c1212,0
c1213,0
c1214,2
c1215,1
c1216,1
c1217,2
c1218,0
c1219,2
c1220,2
c1221,1
c1222,0
c1223,2
c1224,2
c1225,2
c1226,0
c1227,1
c1228,1
c1229,2
c1230,2
c1231,2
c1232,2
c1233,1
c1234,1
c1235,0
c1236,1
c1237,1
c1238,1
c1239,0
c1240,1
c1241,0
c1242,2
c1243,1
c1244,1
c1245,2
c1246,2
c1247,0
c1248,1
c1249,2
c1250,1
c1251,0
c1252,2
c1253,1
c1254,1
c1255,1
c1256,1
c1257,1
c1258,2
c1259,2
c1260,0
c1261,1
c1262,1
c1263,0
c1264,2
c1265,2
c1266,1
c1267,2
c1268,0
c1269,1
c1270,2
c1271,0
c1272,2
c1273,0
c1274,1
c1275,2
c1276,2
c1277,0
c1278,0
c1279,2
c1280,0
c1281,0
c1282,1
c1283,0
c1284,2
c1285,2
c1286,0
c1287,0
c1288,0
c1289,2
c1290,1
c1291,1
c1292,0
c1293,1
c1294,1
c1295,2
c1296,0
c1297,2
c1298,1
c1299,1
c1300,0
c1301,2
c1302,2
c1303,2
c1304,1
c1305,1
c1306,0
c1307,1
c1308,1
c1309,1
c1310,2
c1311,1
c1312,1
c1313,2
c1314,1
c1315,0
c1316,2
c1317,1
c1318,2
c1319,2
c1320,0
c1321,2
c1322,1
c1323,2
c1324,1
c1325,1
c1326,2
c1327,2
c1328,2
c1329,2
c1330,2
c1331,0
c1332,0
c1333,1
c1334,1
c1335,1
c1336,2
c1337,0
c1338,0
c1339,2
c1340,1
c1341,0
c1342,1
c1343,2
c1344,0
c1345,1
c1346,0
c1347,1
c1348,0
c1349,2
c1350,1
c1351,1
c1352,1
c1353,2
c1354,1
c1355,0
c1356,1
c1357,2
c1358,0
c1359,1
c1360,0
c1361,1
c1362,2
c1363,1
c1364,2
c1365,2
c1366,0
c1367,1
c1368,0
c1369,1
c1370,2
c1371,0
c1372,1
c1373,1
c1374,2
c1375,0
c1376,1
c1377,1
c1378,1
c1379,1
c1380,0
c1381,2
c1382,1
c1383,0
c1384,0
c1385,1
c1386,1
c1387,0
c1388,1
c1389,0
c1390,0
c1391,2
c1392,2
c1393,2
c1394,1
c1395,2
c1396,0
c1397,1
c1398,0
c1399,1
c1400,1
c1401,1
c1402,1
c1403,1
c1404,2
c1405,1
c1406,0
c1407,0
c1408,2
c1409,0
c1410,2
c1411,1
c1412,2
c1413,1
c1414,0
c1415,2
c1416,1
c1417,2
c1418,0
c1419,1
c1420,0
c1421,0
c1422,1
c1423,0
c1424,1
c1425,1
c1426,0
c1427,2
c1428,1
c1429,1
c1430,0
c1431,1
c1432,2
c1433,1
c1434,2
c1435,2
c1436,2
c1437,2
c1438,2
c1439,0
c1440,2
c1441,1
c1442,0
c1443,0
c1444,2
c1445,2
c1446,2
c1447,2
c1448,1
c1449,1
c1450,1
c1451,1
c1452,0
c1453,2
c1454,2
c1455,0
c1456,0
c1457,1
c1458,1
c1459,2
c1460,2
c1461,0
c1462,2
c1463,1
c1464,2
c1465,1
c1466,2
c1467,1
c1468,1
c1469,2
c1470,1
c1471,2
c1472,1
c1473,2
c1474,1
c1475,0
c1476,1
c1477,1
c1478,0
c1479,1
c1480,1
c1481,1
c1482,0
c1483,2
c1484,0
c1485,1
c1486,2
c1487,2
c1488,2
c1489,1
c1490,1
c1491,1
c1492,1
c1493,1
c1494,0
c1495,2
c1496,2
c1497,1
c1498,2
c1499,1
c1500,0
c1501,0
c1502,0
c1503,1
c1504,0
c1505,0
c1506,2
c1507,0
c1508,2
c1509,0
c1510,0
c1511,2
c1512,1
c1513,1
c1514,1
c1515,1
c1516,2
c1517,2
c1518,0
c1519,1
c1520,2
c1521,0
c1522,0
c1523,2
c1524,1
c1525,0
c1526,2
c1527,1
c1528,2
c1529,1
c1530,0
c1531,0
c1532,0
c1533,1
c1534,1
c1535,0
c1536,2
c1537,0
c1538,1
c1539,0
c1540,2
c1541,1
c1542,1
c1543,1
c1544,2
c1545,0
c1546,1
c1547,0
c1548,2
c1549,2
c1550,0
c1551,2
c1552,1
c1553,2
c1554,0
c1555,1
c1556,2
c1557,2
c1558,0
c1559,0
c1560,1
c1561,0
c1562,1
c1563,2
c1564,0
c1565,0
c1566,1
c1567,0
c1568,2
c1569,1
c1570,1
c1571,0
c1572,2
c1573,1
c1574,1
c1575,1
c1576,0
c1577,1
c1578,1
c1579,2
c1580,1
c1581,1
c1582,1
c1583,0
c1584,2
c1585,1
c1586,1
c1587,1
c1588,2
c1589,0
c1590,1
c1591,1
c1592,1
c1593,1
c1594,0
c1595,0
c1596,1
c1597,2
c1598,0
c1599,1
c1600,1
c1601,1
c1602,1
c1603,2
c1604,0
c1605,2
c1606,2
c1607,1
c1608,2
c1609,2
c1610,2
c1611,0
c1612,0
c1613,1
c1614,0
c1615,0
c1616,2
c1617,1
c1618,0
c1619,1
c1620,2
c1621,2
c1622,1
c1623,0
c1624,1
c1625,2
c1626,1
c1627,2
c1628,1
c1629,0
c1630,0
c1631,0
c1632,1
c1633,2
c1634,0
c1635,0
c1636,2
c1637,2
c1638,0
c1639,1
c1640,1
c1641,1
c1642,1
c1643,1
c1644,2
c1645,1
c1646,1
c1647,1
c1648,2
c1649,0
c1650,2
c1651,0
c1652,0
c1653,1
c1654,2
c1655,2
c1656,2
c1657,2
c1658,1
c1659,1
c1660,2
c1661,0
c1662,1
c1663,0
c1664,1
c1665,2
c1666,1
c1667,0
c1668,1
c1669,1
c1670,0
c1671,1
c1672,2
c1673,1
c1674,2
c1675,0
c1676,1
c1677,0
c1678,0
c1679,1
c1680,1
c1681,2
c1682,0
c1683,0
c1684,1
c1685,0
c1686,1
c1687,2
c1688,1
c1689,0
c1690,1
c1691,0
c1692,1
c1693,0
c1694,2
c1695,0
c1696,0
c1697,0
c1698,1
c1699,0
c1700,2
c1701,2
c1702,1
c1703,1
c1704,2
c1705,0
c1706,2
c1707,2
c1708,2
c1709,1
c1710,2
c1711,1
c1712,0
c1713,2
c1714,1
c1715,1
c1716,2
c1717,2
c1718,2
c1719,0
c1720,0
c1721,0
c1722,1
c1723,0
c1724,0
c1725,0
c1726,2
c1727,1
c1728,0
c1729,2
c1730,2
c1731,1
c1732,2
c1733,0
c1734,1
c1735,2
c1736,2
c1737,2
c1738,2
c1739,0
c1740,0
c1741,0
c1742,1
c1743,0
c1744,2
c1745,2
c1746,1
c1747,0
c1748,1
c1749,1
c1750,0
c1751,1
c1752,2
c1753,1
c1754,0
c1755,2
c1756,2
c1757,1
c1758,2
c1759,1
c1760,2
c1761,2
c1762,2
c1763,1
c1764,2
c1765,0
c1766,0
c1767,2
c1768,1
c1769,2
c1770,1
c1771,2
c1772,2
c1773,1
c1774,0
c1775,1
c1776,2
c1777,1
c1778,2
c1779,2
c1780,1
c1781,2
c1782,1
c1783,1
c1784,2
c1785,1
c1786,1
c1787,2
c1788,2
c1789,0
c1790,2
c1791,2
c1792,0
c1793,1
c1794,1
c1795,0
c1796,0
c1797,1
c1798,2
c1799,0
c1800,0
c1801,0
c1802,0
c1803,0
c1804,2
c1805,0
c1806,1
c1807,1
c1808,1
c1809,0
c1810,0
c1811,0
c1812,0
c1813,0
c1814,0
c1815,2
c1816,0
c1817,1
c1818,2
c1819,0
c1820,2
c1821,2
c1822,2
c1823,1
c1824,2
c1825,1
c1826,1
c1827,1
c1828,0
c1829,0
c1830,0
c1831,2
c1832,0
c1833,2
c1834,2
c1835,0
c1836,2
c1837,0
c1838,0
c1839,1
c1840,0
c1841,0
c1842,1
c1843,2
c1844,1
c1845,2
c1846,1
c1847,1
c1848,0
c1849,0
c1850,0
c1851,0
c1852,1
c1853,1
c1854,2
c1855,0
c1856,2
c1857,2
c1858,1
c1859,2
c1860,1
c1861,1
c1862,0
c1863,0
c1864,0
c1865,1
c1866,0
c1867,0
c1868,1
c1869,0
c1870,1
c1871,0
c1872,1
c1873,1
c1874,1
c1875,2
c1876,2
c1877,2
c1878,1
c1879,0
c1880,0
c1881,0
c1882,2
c1883,1
c1884,2
c1885,2
c1886,2
c1887,0
c1888,2
c1889,0
c1890,2
c1891,1
c1892,2
c1893,1
c1894,0
c1895,0
c1896,2
c1897,2
c1898,0
c1899,0
c1900,2
c1901,0
c1902,2
c1903,2
c1904,0
c1905,0
c1906,1
c1907,2
c1908,2
c1909,1
c1910,0
c1911,2
c1912,0
c1913,1
c1914,1
c1915,1
c1916,1
c1917,2
c1918,0
c1919,2
c1920,1
c1921,1
c1922,2
c1923,0
c1924,2
c1925,0
c1926,1
c1927,2
c1928,1
c1929,1
c1930,1
c1931,2
c1932,2
c1933,2
c1934,0
c1935,2
c1936,0
c1937,2
c1938,2
c1939,0
c1940,2
c1941,2
c1942,1
c1943,0
c1944,0
c1945,2
c1946,0
c1947,0
c1948,2
c1949,0
c1950,2
c1951,0
c1952,0
c1953,0
c1954,0
c1955,2
c1956,2
c1957,2
c1958,0
c1959,0
c1960,2
c1961,1
c1962,2
c1963,0
c1964,1
c1965,1
c1966,0
c1967,2
c1968,2
c1969,0
c1970,1
c1971,1
c1972,1
c1973,2
c1974,1
c1975,0
c1976,2
c1977,0
c1978,2
c1979,0
c1980,0
c1981,0
c1982,2
c1983,0
c1984,2
c1985,2
c1986,0
c1987,0
c1988,2
c1989,1
c1990,2
c1991,1
c1992,2
c1993,0
c1994,2
c1995,2
c1996,2
c1997,1
c1998,2
c1999,1
c2000,0
c2001,2
c2002,1
c2003,1
c2004,1
c2005,1
c2006,1
c2007,2
c2008,1
c2009,1
c2010,2
c2011,0
c2012,1
c2013,0
c2014,2
c2015,1
c2016,2
c2017,0
c2018,2
c2019,2
c2020,0
c2021,2
c2022,0
c2023,0
c2024,0
c2025,2
c2026,1
c2027,1
c2028,2
c2029,1
c2030,2
c2031,0
c2032,0
c2033,2
c2034,0
c2035,2
c2036,1
c2037,1
c2038,2
c2039,2
c2040,2
c2041,1
c2042,2
c2043,1
c2044,2
c2045,0
c2046,2
c2047,1
c2048,0
c2049,0
c2050,2
c2051,1
c2052,1
c2053,1
c2054,1
c2055,1
c2056,0
c2057,0
c2058,0
c2059,1
c2060,2
c2061,0
c2062,2
c2063,1
c2064,1
c2065,2
c2066,0
c2067,0
c2068,1
c2069,1
c2070,0
c2071,1
c2072,2
c2073,0
c2074,0
c2075,1
c2076,2
c2077,1
c2078,1
c2079,0
c2080,2
c2081,1
c2082,2
c2083,1
c2084,1
c2085,2
c2086,1
c2087,2
c2088,1
c2089,1
c2090,1
c2091,0
c2092,2
c2093,1
c2094,1
c2095,0
c2096,0
c2097,0
c2098,0
c2099,2
c2100,1
c2101,1
c2102,2
c2103,1
c2104,2
c2105,2
c2106,0
c2107,2
c2108,2
c2109,2
c2110,0
c2111,2
c2112,0
c2113,1
c2114,1
c2115,1
c2116,2
c2117,2
c2118,0
c2119,2
c2120,0
c2121,2
c2122,2
c2123,2
c2124,0
c2125,0
c2126,2
c2127,1
c2128,1
c2129,1
c2130,0
c2131,2
c2132,0
c2133,2
c2134,0
c2135,2
c2136,2
c2137,2
c2138,0
c2139,0
c2140,1
c2141,1
c2142,0
c2143,1
c2144,2
c2145,0
c2146,0
c2147,0
c2148,2
c2149,0
c2150,1
c2151,1
c2152,0
c2153,0
c2154,2
c2155,2
c2156,2
c2157,1
c2158,2
c2159,2
c2160,2
c2161,1
c2162,1
c2163,2
c2164,0
c2165,2
c2166,0
c2167,2
c2168,1
c2169,2
c2170,0
c2171,2
c2172,0
c2173,2
c2174,0
c2175,2
c2176,0
c2177,0
c2178,2
c2179,1
c2180,2
c2181,1
c2182,0
c2183,1
c2184,0
c2185,1
c2186,0
c2187,1
c2188,0
c2189,1
c2190,0
c2191,0
c2192,1
c2193,2
c2194,1
c2195,1
c2196,1
c2197,0
c2198,0
c2199,2
c2200,0
c2201,1
c2202,0
c2203,2
c2204,0
c2205,1
c2206,1
c2207,0
c2208,1
c2209,2
c2210,2
c2211,1
c2212,1
c2213,0
c2214,2
c2215,0
c2216,2
c2217,2
c2218,1
c2219,2
c2220,1
c2221,1
c2222,2
c2223,1
c2224,1
c2225,0
c2226,1
c2227,2
c2228,0
c2229,2
